Year,Concept,Tipo territorio,Value
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Fuenlabrada,Otros,43.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Leganés,Otros,44.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Majadahonda,Otros,26.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Móstoles,Otros,36.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,25.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,32.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Martín de Valdeiglesias,Otros,10.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Parla,Otros,-
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Algete,Otros,-
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Getafe,Otros,70.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Rivas-Vaciamadrid,Otros,32.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcorcón,Otros,69.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Aranjuez,Otros,19.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Arganda del Rey,Otros,17.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Guadalix de la Sierra,Otros,17.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Orusco,Otros,5.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villarejo de Salvanés,Otros,15.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcalá de Henares,Otros,32.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,46.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,34.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcobendas,Otros,51.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Valdemoro,Otros,27.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Puerto de Cotos,Otros,-
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villa del Prado,Otros,9.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Atazar El,Otros,4.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Pozuelo de Alarcón,Otros,-
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en las Rozas de Madrid (Las),Otros,-
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Sebastián de los Reyes,Otros,-
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Fuenlabrada,Otros,44.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Leganés,Otros,46.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Majadahonda,Otros,28.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Móstoles,Otros,42.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,22.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,32.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Martín de Valdeiglesias,Otros,10.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Parla,Otros,-
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Algete,Otros,16.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Getafe,Otros,53.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Rivas-Vaciamadrid,Otros,33.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcorcón,Otros,71.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Aranjuez,Otros,21.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Arganda del Rey,Otros,18.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Guadalix de la Sierra,Otros,12.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Orusco,Otros,5.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villarejo de Salvanés,Otros,17.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcalá de Henares,Otros,35.0
2007,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,55.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,33.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,36.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,48.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Valdemoro,Otros,23.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Puerto de Cotos,Otros,-
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villa del Prado,Otros,11.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Atazar El,Otros,5.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Pozuelo de Alarcón,Otros,-
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en las Rozas de Madrid (Las),Otros,-
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Sebastián de los Reyes,Otros,-
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Fuenlabrada,Otros,31.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Leganés,Otros,41.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Majadahonda,Otros,17.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Móstoles,Otros,35.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,28.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Martín de Valdeiglesias,Otros,8.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Parla,Otros,-
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Algete,Otros,24.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Getafe,Otros,47.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Rivas-Vaciamadrid,Otros,36.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcorcón,Otros,60.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Aranjuez,Otros,20.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Arganda del Rey,Otros,25.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Guadalix de la Sierra,Otros,11.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Orusco,Otros,6.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villarejo de Salvanés,Otros,15.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcalá de Henares,Otros,37.0
2008,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcobendas,Otros,37.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,33.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcalá de Henares,Otros,37.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,48.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcobendas,Otros,35.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Valdemoro,Otros,23.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Puerto de Cotos,Otros,-
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villa del Prado,Otros,8.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Atazar El,Otros,6.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Móstoles,Otros,32.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Pozuelo de Alarcón,Otros,-
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en las Rozas de Madrid (Las),Otros,-
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Sebastián de los Reyes,Otros,-
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Fuenlabrada,Otros,33.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Leganés,Otros,41.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Majadahonda,Otros,24.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,23.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Martín de Valdeiglesias,Otros,10.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Parla,Otros,-
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Algete,Otros,21.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Getafe,Otros,43.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Rivas-Vaciamadrid,Otros,30.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcorcón,Otros,38.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Aranjuez,Otros,21.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Arganda del Rey,Otros,22.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Guadalix de la Sierra,Otros,12.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Orusco,Otros,7.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villarejo de Salvanés,Otros,16.0
2009,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,31.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,47.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Arganda del Rey,Otros,19.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Sebastián de los Reyes,Otros,-
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Fuenlabrada,Otros,35.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Leganés,Otros,44.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Majadahonda,Otros,27.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,25.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,34.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,31.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Orusco,Otros,6.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villarejo de Salvanés,Otros,17.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcalá de Henares,Otros,30.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcobendas,Otros,29.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Valdemoro,Otros,24.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Puerto de Cotos,Otros,-
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villa del Prado,Otros,8.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Atazar El,Otros,4.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Móstoles,Otros,31.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Pozuelo de Alarcón,Otros,-
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Martín de Valdeiglesias,Otros,9.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Parla,Otros,-
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Guadalix de la Sierra,Otros,11.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Algete,Otros,13.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Getafe,Otros,37.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Rivas-Vaciamadrid,Otros,31.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcorcón,Otros,36.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Aranjuez,Otros,22.0
2010,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en las Rozas de Madrid (Las),Otros,-
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,47.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Arganda del Rey,Otros,18.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Sebastián de los Reyes,Otros,-
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Fuenlabrada,Otros,36.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Leganés,Otros,44.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Majadahonda,Otros,30.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,28.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,37.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,33.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Orusco,Otros,4.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villarejo de Salvanés,Otros,13.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcalá de Henares,Otros,37.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcobendas,Otros,39.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Valdemoro,Otros,21.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Puerto de Cotos,Otros,-
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villa del Prado,Otros,10.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Atazar El,Otros,5.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Móstoles,Otros,32.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Pozuelo de Alarcón,Otros,-
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Martín de Valdeiglesias,Otros,6.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Parla,Otros,-
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Guadalix de la Sierra,Otros,10.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Algete,Otros,18.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Getafe,Otros,44.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Rivas-Vaciamadrid,Otros,32.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcorcón,Otros,39.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Aranjuez,Otros,18.0
2011,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en las Rozas de Madrid (Las),Otros,-
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,44.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Arganda del Rey,Otros,19.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en las Rozas de Madrid (Las),Otros,-
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Sebastián de los Reyes,Otros,-
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Fuenlabrada,Otros,36.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Leganés,Otros,42.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Majadahonda,Otros,27.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,27.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,34.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,32.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Orusco,Otros,5.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villarejo de Salvanés,Otros,12.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcalá de Henares,Otros,35.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcobendas,Otros,28.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Valdemoro,Otros,23.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Puerto de Cotos,Otros,-
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villa del Prado,Otros,9.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Atazar El,Otros,5.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Móstoles,Otros,31.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Martín de Valdeiglesias,Otros,6.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Parla,Otros,-
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Guadalix de la Sierra,Otros,12.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Algete,Otros,17.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Getafe,Otros,39.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Rivas-Vaciamadrid,Otros,22.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcorcón,Otros,36.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Aranjuez,Otros,19.0
2012,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Pozuelo de Alarcón,Otros,-
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Pozuelo de Alarcón,Otros,-
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en las Rozas de Madrid (Las),Otros,-
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Sebastián de los Reyes,Otros,-
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,36.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Fuenlabrada,Otros,27.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Leganés,Otros,37.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Majadahonda,Otros,24.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,24.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,30.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,24.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Orusco,Otros,4.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villarejo de Salvanés,Otros,12.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcalá de Henares,Otros,30.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcobendas,Otros,29.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Valdemoro,Otros,19.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Puerto de Cotos,Otros,-
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villa del Prado,Otros,6.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Atazar El,Otros,5.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Móstoles,Otros,26.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Martín de Valdeiglesias,Otros,6.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Parla,Otros,-
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Guadalix de la Sierra,Otros,9.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Algete,Otros,14.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Getafe,Otros,30.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Rivas-Vaciamadrid,Otros,25.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcorcón,Otros,30.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Aranjuez,Otros,16.0
2013,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Arganda del Rey,Otros,16.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Pozuelo de Alarcón,Otros,-
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Arganda del Rey,Otros,21.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Sebastián de los Reyes,Otros,-
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,38.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Fuenlabrada,Otros,28.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Leganés,Otros,39.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Majadahonda,Otros,23.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,24.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,31.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,26.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Orusco,Otros,7.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villarejo de Salvanés,Otros,-
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcalá de Henares,Otros,28.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Valdemoro,Otros,20.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Puerto de Cotos,Otros,-
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villa del Prado,Otros,6.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Atazar El,Otros,4.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Móstoles,Otros,28.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Martín de Valdeiglesias,Otros,7.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Parla,Otros,-
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Guadalix de la Sierra,Otros,9.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Algete,Otros,16.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Getafe,Otros,34.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Rivas-Vaciamadrid,Otros,26.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcobendas,Otros,33.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcorcón,Otros,30.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Aranjuez,Otros,17.0
2014,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en las Rozas de Madrid (Las),Otros,-
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Pozuelo de Alarcón,Otros,-
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Aranjuez,Otros,19.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Sebastián de los Reyes,Otros,-
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,47.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Fuenlabrada,Otros,32.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Leganés,Otros,40.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Majadahonda,Otros,30.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,30.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,34.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,30.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Arganda del Rey,Otros,23.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Orusco,Otros,7.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villarejo de Salvanés,Otros,16.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcalá de Henares,Otros,37.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Valdemoro,Otros,21.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Puerto de Cotos,Otros,-
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villa del Prado,Otros,9.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Atazar El,Otros,5.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Móstoles,Otros,31.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Martín de Valdeiglesias,Otros,9.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Parla,Otros,-
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Guadalix de la Sierra,Otros,11.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Algete,Otros,19.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Getafe,Otros,39.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Rivas-Vaciamadrid,Otros,36.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcobendas,Otros,29.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcorcón,Otros,34.0
2015,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en las Rozas de Madrid (Las),Otros,-
2016,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,26.0
2016,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Aranjuez,Otros,14.0
2016,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en las Rozas de Madrid (Las),Otros,-
2016,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Sebastián de los Reyes,Otros,-
2016,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,44.0
2016,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Fuenlabrada,Otros,28.0
2016,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Leganés,Otros,37.0
2016,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Majadahonda,Otros,25.0
2016,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,29.0
2016,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,33.0
2016,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Arganda del Rey,Otros,23.0
2016,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Orusco,Otros,6.0
2016,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villarejo de Salvanés,Otros,16.0
2016,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcalá de Henares,Otros,39.0
2016,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Valdemoro,Otros,22.0
2016,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Puerto de Cotos,Otros,-
2016,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villa del Prado,Otros,11.0
2016,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Atazar El,Otros,5.0
