district,subcategory,section,file_number,property_type,location,land_use,area_m2
Ciudad Lineal,zonas verdes,parques y jardines,300.631,urbana,CALLE DE ANTONIO PIRALA NUM 8,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERIMETRO SE ENCUENTRA UBICADA LAINSTALACIÓN DEPORTIVA BÁSICA PARQUE ANTONIO PIRALA (2 PISTAS DE BALONCESTO Y 1 PISTA PDE FÚTBOLSALA), SITUADA EN LA C/ DE ANTONIO PIRALA, S/N.",25000.0
Ciudad Lineal,zonas verdes,parques y jardines,300.632,urbana,CALLE DE LUIS RUIZ NUM 29,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2080.0
Ciudad Lineal,zonas verdes,parques y jardines,300.633,urbana,AVENIDA DEL MARQUES DE CORBERA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,892.0
Ciudad Lineal,zonas verdes,parques y jardines,300.634,urbana,AVENIDA DE DAROCA NUM 95,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DEL PERIMETRO DEL PARQUE SE ENCUENTRANUBICADAS UNA CASETA DE JARDINERIA Y LA INSTALACIÓN DEPORTIVA BÁSICA PARQUE ARRIAGA (2 PISTAS DEBALONCESTO Y PISTA DE FÚTBOL SALA), SITUADA EN LA AVENIDA DE DAROCA, 93.",122000.0
Ciudad Lineal,zonas verdes,parques y jardines,300.635,urbana,CALLE DE FÉLIX RODRÍGUEZ DE LA FUENTE NUM 26,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. DENTRO DE SU PERIMETRO SE ENCUENTRA UBICADASUNA CASETA DE JARDINERIA<(>,<)> UNA PISTA DE PATINAJE Y LA INSTALACIÓN DEPORTIVA BÁSICA ARROYO DE LAMEDIA LEGUA(CAMPO DE FÚTBOL 11 DE CÉSPED ARTIFICIAL, 2 PISTAS DE FÚTBOL SALA, 2 PISTAS DE BALONCESTOY PISTA DE CALVA), SITUADA EN LA AVENIDA DE LAS TRECE ROSAS 3-B"".",198620.0
Ciudad Lineal,zonas verdes,parques y jardines,300.636,urbana,CALLE DE JOSÉ DEL HIERRO NUM 1,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARQUE URBANO. DENTRO DE SU PERIMETRO, EN LACONFLUENCIA DE LA C/ JOSE DEL HIERRO Y LA C/ VIRGEN DEL SAGRARIO, SE ENCUENTRAN UBICADOS UNEVACUATORIO, UN AUDITORIO Y UNA CASETA DE JARDINERIA Y EQUIPAMIENTO DEPORTIVO. IGUALMENTE, EN ELINTERIOR DE SU PERÍMETRO SE ENCUENTRA UBICADA LA INSTALACIÓN DEPORTIVA BÁSICA PARQUE EL CALERO (PISTADE BALONCESTO. ROCÓDROMO. PISTA DE CALISTENIA. 10 PISTAS DE PETANCA. PISTA DE BOLOS) SITUADA EN LACALLE VIRGEN DE NURIA, S/N Y UNA CASETA DE HERRAMIENTAS",68550.0
Ciudad Lineal,zonas verdes,parques y jardines,300.637,urbana,CALLE DE SALVADOR DE MADARIAGA NUM 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,21909.82
Ciudad Lineal,zonas verdes,parques y jardines,300.638,urbana,CALLE DE EZEQUIEL SOLANA NUM 47,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. AJARDINAMIENTO DE ANTIGUO SOLAR; DENTRO DE SUPERÍMETRO SE ENCUENTRA UBICADA LA INSTALACIÓN DEPORTIVA BÁSICA VITAL AZA(PISTA DE BALONCESTO),SITUADA EN LA CALLE VITAL AZA CON VUELTA A LA CALLE EZEQUIEL SOLANA.",1996.99
Ciudad Lineal,zonas verdes,parques y jardines,300.643,urbana,CALLE DE SANTURCE NUM 64,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,11679.51
Ciudad Lineal,zonas verdes,parques y jardines,300.644,urbana,CALLE DE GANDHI NUM 16,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,6543.75
Ciudad Lineal,zonas verdes,parques y jardines,300.645,urbana,CALLE DE JAZMÍN NUM 37-55,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAINCLUIDA PARTE DE LA INSTALACIÓN DEPORTIVA BÁSICA PARQUE MANUEL AZAÑA (PISTA DE BALONCESTO) SITUADAEN LA CALLE JAZMÍN, 51.",6328.0
Ciudad Lineal,zonas verdes,parques y jardines,300.64,urbana,CALLE DE COSTA RICA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,9304.38
Ciudad Lineal,zonas verdes,parques y jardines,300.641,urbana,CALLE DE SANTURCE NUM 32,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2860.0
Ciudad Lineal,zonas verdes,parques y jardines,300.642,urbana,CALLE DE LA VEREDA DEL CARMEN NUM 6,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,789.0
Ciudad Lineal,zonas verdes,parques y jardines,300.646,urbana,CALLE DE CALERUEGA NUM 52,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN SU PERÍMETRO SE ENCUENTRA INCLUIDA LAINSTALACIÓN DEPORTIVA BÁSICA CALERUEGA (PISTA DE BALONCESTO), SITUADA EN LA C/ CALERUEGA, 52.",1906.0
Ciudad Lineal,zonas verdes,parques y jardines,300.647,urbana,CALLE DE JAZMÍN NUM 36,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. EN EL PERÍMETRO DE LA PARCELA SE ENCUENTRA INCLUIDA LAINSTALACIÓN DEPORTIVA BÁSICA JAZMÍN (PISTA POLIDEPORTIVA), SITUADA EN LA CALLE JAZMÍN Nº 36.",28093.86
Ciudad Lineal,zonas verdes,parques y jardines,300.648,urbana,CALLE DE AGASTIA NUM 87,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN SU PERÍMETRO ESTÁ INCLUIDA LA INSTALACIÓNDEPORTIVA BÁSICA SAN JUAN BAUTISTA (PISTA POLIDEPORTIVA CON MARCAJES DE FÚTBOL SALA Y 2 BALONCESTOSTRANSVERS ALES), SITUADA EN LA CALLE AGASTIA C/V CALLE CIDAMÓN.",12740.0
Ciudad Lineal,zonas verdes,parques y jardines,300.649,urbana,CALLE DE CALERUEGA NUM 65,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN SU PERÍMETRO SE ENCUENTRA INCLUIDA LAINSTALACIÓN DEPORTIVA BÁSICA CALERUEGA-ARTE (PISTA DE BALONCESTO), SITUADA EN LA CALLE CALERUEGA, 65C/V CALLE ARTE, 2.",1973.0
Ciudad Lineal,zonas verdes,parques y jardines,300.65,urbana,CALLE DE ARTURO SORIA NUM 233,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA INCLUIDA LAINSTALACIÓN DEPORTIVA BÁSICA PARQUE EL CEDRAL (PISTA DE BALONCESTO), SITUADA EN LA C/ DE ARTUROSORIA, 233.",4990.37
Ciudad Lineal,zonas verdes,parques y jardines,300.651,urbana,PLAZA DE BAMI C/V CALLE DE BENIDORM NUM 15,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN SU PERÍMETRO SE ENCUENTRA INCLUIDA LAINSTALACIÓN DEPORTIVA BÁSICA PLAZA DE BAMI-BENIDORM (PISTA DE BALONCESTO), SITUADA EN LA CALLE JOSÉVILLENA C/V C/ BENIDORM.",10635.59
Ciudad Lineal,zonas verdes,parques y jardines,300.629,urbana,AVENIDA DEL MARQUES DE CORBERA C/V AV. DE DAROCA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERIMETRO SE ENCUENTRA UBICADA UNAPISTA DE PATINAJE.,1199.23
Ciudad Lineal,zonas verdes,parques y jardines,301.258,urbana,CALLE DE SALVADOR DE MADARIAGA NUM 9,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,318.92
Ciudad Lineal,zonas verdes,parques y jardines,301.309,urbana,CALLE DEL DOCTOR CIRAJAS NUM 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,5758.35
Ciudad Lineal,zonas verdes,parques y jardines,301.452,urbana,CALLE DE ALCALÁ NUM 415,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,2332.8
Ciudad Lineal,zonas verdes,parques y jardines,301.453,urbana,CALLE DE EMILIO FERRARI NUM 72,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,1477.58
Ciudad Lineal,zonas verdes,parques y jardines,301.467,urbana,CALLE DE MALMOE NUM 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO.,9034.0
Ciudad Lineal,zonas verdes,parques y jardines,301.559,urbana,"CALLE DE LA BAUSA C/V CALLE SAN JUAN DE ÁVILA, 1",DOTACIONAL SERVICIOS COLECTIVOS ZONA VERDE BÁSICA.,2354.0
Ciudad Lineal,zonas verdes,parques y jardines,301.58,urbana,CALLE CALERUEGA C/V C/ BRIVIESCA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. EN EL INTERIOR DE SU PERÍMETRO SE UBICA UNA CASETA DEPERSONAL DE JARDINERÍA.,9500.0
Hortaleza,zonas verdes,parques y jardines,300.652,urbana,AVENIDA DE AMERICA C/V AV. DE CARONDELET,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. PARQUE URBANO. FORMA JUNTO CON EL ACTIVO35/2415 LA TOTALIDAD DEL PARQUE PINAR DE BARAJAS.,76716.0
Hortaleza,zonas verdes,parques y jardines,300.653,urbana,CALLE DE GALAPA NUM 10,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARQUE URBANO DENTRO DEL PERIMETRO DEL PARQUE SEENCUENTRA UBICADA LA INSTALACIÓN DEPORTIVA BÁSICA PARQUE DE MANOTERAS-VÉLEZ RUBIO (PISTA DEBALONCESTO CON EQUIPAMIENTO PARA 2 BALONCESTOS TRANSVERSALES, PISTA DE PATINAJE, 3 TENIS DE MESA Y 2PISTAS DE CALVA).",20274.0
Hortaleza,zonas verdes,parques y jardines,300.654,urbana,AVENIDA DE AMERICA C/V AV. DEL PAPA NEGRO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. DESARROLLO CON FINCAS A LA AVENIDA DEL PAPANEGRO. PARQUE URBANO. FORMA JUNTO CON EL ACTIVO 35/2408 LA TOTALIDAD DEL PARQUE PINAR DE BARAJAS.,139977.75
Hortaleza,zonas verdes,parques y jardines,300.655,urbana,"CALLE DEL MAR DEL JAPON, 7 C/V C/ DEL MAR MEDITERRÁNEO NUM 6","DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAINCLUIDA LA INSTALACIÓN DEPORTIVA BÁSICA MAR DE JAPÓN, PISTA DE PATINAJE, SITUADA EN LA CALLE MAR DEJAPÓN NÚMERO 7.",1367.89
Hortaleza,zonas verdes,parques y jardines,300.656,urbana,CALLE DE ULISES NUM 23NUM 23,"ESTÁ CALIFICADO DE VÍA PÚBLICA PRINCIPAL EN EL PGOUM97. COINCIDE CON LA PARCELA DE BAJA EN PMS NÚMERO1.378, TRANSMITIDA AL INVENTARIO GENERAL DE BIENES.",3533.0
Hortaleza,zonas verdes,parques y jardines,300.673,urbana,AVENIDA DE LOGROÑO NUM 8,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,840.0
Hortaleza,zonas verdes,parques y jardines,300.681,urbana,"CAMINO DE LA HUERTA, 301 C/V C/ DEL PADRE ARRUPE","DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. ANTERIORMENTE DENOMINADO C/ SAN ENRIQUE DE OSSO,Nº 301.",2500.0
Hortaleza,zonas verdes,parques y jardines,300.682,urbana,CALLE DE JULIO CARO BAROJA NUM 41,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3600.0
Hortaleza,zonas verdes,parques y jardines,300.683,urbana,AVENIDA DE LOGROÑO NUM 10 F-J,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2175.0
Hortaleza,zonas verdes,parques y jardines,300.684,urbana,CALLE DE ROQUETAS DE MAR,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICA. LA PARCELA ESTÁ FORMADA POR DOS FINCASREGISTRALES, SIN QUE SE DISPONGA DE DELIMITACIÓN DE AMBAS, JUNTO AL POLIDEPORTIVO DE HORTALEZA.",12835.0
Hortaleza,zonas verdes,parques y jardines,300.685,urbana,CALLE DE LA TORONGA NUM 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO ZONA VERDE DE BARRIO.,2.58
Hortaleza,zonas verdes,parques y jardines,300.686,urbana,CALLE DEL PINTOR LUCIO MUÑOZ NUM 3-35,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,10998.18
Hortaleza,zonas verdes,parques y jardines,300.689,urbana,"CALLE ANA DE AUSTRIA 8, C/V C/ SANCHINARRO Y C/ DE OÑA",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO.,34874.49
Hortaleza,zonas verdes,parques y jardines,300.69,urbana,AVENIDA ING. EMILIO HERRERA C/V VICENTE BLASCO IBÁÑEZ,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO.,14129.29
Hortaleza,zonas verdes,parques y jardines,300.692,urbana,CALLE DE SANTA VIRGILIA NUM 17,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. PARQUE URBANO. DENTRO DE SU PERÍMETRO SEENCUENTRA INCLUIDA LA INSTALACIÓN DEPORTIVA BÁSICA SANTA VIRGILIA,(PISTA POLIDEPORTIVA CONEQUIPAMIENTO DE FÚTBOL SALA Y BALONCESTO, SIN MARCAJES), SITUADA EN LA CALLE SANTA VIRGILIA NÚMERO 17POSTERIOR(CUBIERTA DEL PAR).",36007.0
Hortaleza,zonas verdes,parques y jardines,300.693,urbana,CALLE DE RAFAELA APARICIO NUM 2,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO ESTÁ INCLUIDA LAINSTALACIÓN DEPORTIVA BÁSICA MARUJA MALLO, PISTA POLIDEPORTIVA CON MARCAJES DE FÚLBOL SALA YBALONMANO), SITUADA EN LA CALLE MARUJA MALLO NUMERO 7.",50013.69
Hortaleza,zonas verdes,parques y jardines,300.694,urbana,CALLE DE LAS PEONIAS NUM 2,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. PARQUE URBANO. EN EL INTERIOR DE SU PERÍMETROSE ENCUENTRA INCLUIDA LA INSTALACIÓN DEPORTIVA BÁSICA PEONÍAS-JOSÉ MIGUEL VICENS, PISTA DE BALONCESTOY PISTA DE FÚTBOL SALA, SITUADA EN LA CALLE DE LAS PEONÍAS NÚMERO 2.",11549.0
Hortaleza,zonas verdes,parques y jardines,300.695,urbana,"CALLE DE MONTALBOS, FRENTE AL NUM 14","DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAINCLUIDA INSTALACIÓN DEPORTIVA BÁSICA MONTALBOS (PISTA DE PATINAJE Y 3 PISTAS DE CHITO), SITUADA ENLA CALLE MONTALBOS NÚMERO 14.",2091.4
Hortaleza,zonas verdes,parques y jardines,300.696,urbana,PLAZA DE GOLMAYO,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAINCLUIDA LA INSTALACIÓN DEPORTIVA BÁSICA EL BOSQUE (PISTA DE FÚTBOL SALA), SITUADA EN LA PLAZA DEGOLMAYO, 17.",800.13
Hortaleza,zonas verdes,parques y jardines,300.697,urbana,AVENIDA DE FRANCISCO PI Y MARGALL C/V MARIA DE PORTUGAL,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO.,18771.65
Hortaleza,zonas verdes,parques y jardines,300.698,urbana,AVENIDA DE FRANCISCO PI Y MARGALL C/V C/ DE MARÍA TUDOR,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO.,4049.8
Hortaleza,zonas verdes,parques y jardines,300.699,urbana,AVENIDA DE ISABEL DE VALOIS NUM 16,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO.,10263.54
Hortaleza,zonas verdes,parques y jardines,300.7,urbana,CALLE ANA DE AUSTRIA C/V AV. FRANCISCO PI Y MARGALL,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO.,28752.77
Hortaleza,zonas verdes,parques y jardines,300.701,urbana,CALLE MARIA DE PORTUGAL 18 C/V CTRA. NACIONAL A1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,19968.46
Hortaleza,zonas verdes,parques y jardines,300.702,urbana,AVENIDA FRANCISCO PI Y MARGALL C/V CTRA. NACIONAL A1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,3482.53
Hortaleza,zonas verdes,parques y jardines,300.703,urbana,"CALLE DE MARÍA DE PORTUGAL, 1 C/V CTRA. NACIONAL A1",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,6896.03
Hortaleza,zonas verdes,parques y jardines,300.704,urbana,CALLE DE LOS PADRES DOMINICOS NUM 3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,7676.1
Hortaleza,zonas verdes,parques y jardines,300.705,urbana,CALLE DEL ARROYO DE VALDEVEBAS C/V CTRA. NACIONAL A1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,6086.72
Hortaleza,zonas verdes,parques y jardines,300.706,urbana,CALLE DE MARTINA DIAZ NUM 4,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4834.4
Hortaleza,zonas verdes,parques y jardines,300.707,urbana,AVENIDA DE NICETO ALCALÁ ZAMORA NUM 13,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,21070.95
Hortaleza,zonas verdes,parques y jardines,300.708,urbana,CALLE VICENTE BLASCO IBAÑEZ C/V C/ PADRES DOMINICOS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO.,199242.93
Hortaleza,zonas verdes,parques y jardines,300.709,urbana,CALLE VICENTE BLASCO IBAÑEZ C/V AV. ING EMILIO HERRERA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO.,45593.75
Hortaleza,zonas verdes,parques y jardines,300.71,urbana,CALLE VICENTE BLASCO IBAÑEZ C/V AV. FCO. PI Y MARGALL,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. PARQUE URBANO. EN EL INTERIOR DE SU PERÍMETROSE ENCUENTRA INCLUIDA LA INSTALACIÓN DEPORTIVA BÁSICA SANCHINARRO IV (PISTA DE SKATE), SITUADA EN LAAVENIDA DE NICETO ALCALÁ ZAMORA, Nº 12.",27535.81
Hortaleza,zonas verdes,parques y jardines,300.711,urbana,AVENIDA DE NICETO ALCALA ZAMORA NUM 4,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO.,16489.13
Hortaleza,zonas verdes,parques y jardines,300.712,urbana,CALLE DE MARIA DE PORTUGAL NUM 28,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO.,821.72
Hortaleza,zonas verdes,parques y jardines,300.713,urbana,"CALLE DE LA INFANTA CATALINA MICAELA, FRENTE AL NUM 23","DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. PARQUE URBANO. EN SU PERÍMETRO SE ENCUENTRAINCLUIDA LA INSTALACIÓN DEPORTIVA BÁSICA SANCHINARRO II (PISTA POLIDEPORTIVA CON MARCAJES DE FÚTBOLSALA, BALONMANO, 2 DE BALONCESTO CON CANASTAS Y VOLEIBOL, SIN ANCLAJES), SITUADA EN LA CALLE SANTAMARÍA MICAELA, 23.",14083.77
Hortaleza,zonas verdes,parques y jardines,300.714,urbana,CALLE VICENTE BLASCO IBAÑEZ C/V AV. FCO. PI Y MARGALL,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO.,11634.94
Hortaleza,zonas verdes,parques y jardines,300.715,urbana,AVENIDA DE FRANCISCO PI Y MARGALL NUM 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR.,6389.9
Hortaleza,zonas verdes,parques y jardines,300.716,urbana,"CALLE DE LA INFANTA CATALINA MICAELA, FRENTE AL NUM 33","DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR.PARQUE URBANO. EN SU PERÍMETRO SE ENCUENTRAINCLUIDA LA INSTALACIÓN DEPORTIVA BÁSICA SANCHINARRO I, FÚTBOL SALA Y BALONMANO, SITUADA EN LA CALLEINFANTA CATALINA MICAELA, 33",28781.73
Hortaleza,zonas verdes,parques y jardines,300.717,urbana,CALLE DE MARÍA DE PORTUGAL NUM 24,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO.,3621.7
Hortaleza,zonas verdes,parques y jardines,300.718,urbana,CALLE DE MARIA TUDOR NUM 37,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO.,4233.44
Hortaleza,zonas verdes,parques y jardines,300.719,urbana,CALLE DE MARIA TUDOR NUM 32,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO.,4049.76
Hortaleza,zonas verdes,parques y jardines,300.72,urbana,CALLE DE MARÍA DE TUDOR NUM 10-30,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. PARQUE URBANO. EN EL INTERIOR DE SU PERÍMETROSE ENCUENTRA INCLUIDA LA INSTALACIÓN DEPORTIVA BÁSICA SANCHINARRO III (PISTA POLIDEPORTIVA), SITUADAEN LA CALLA DE MARÍA TUDOR, 10 B.",60449.01
Hortaleza,zonas verdes,parques y jardines,300.658,urbana,CAMINO VIEJO DEL CURA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICA. LÍMITE LA MORALEJA-ALCOBENDAS,1542.75
Hortaleza,zonas verdes,parques y jardines,300.659,urbana,CALLE DE AGATHA CHRISTIE NUM 54-56,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICA,7161.25
Hortaleza,zonas verdes,parques y jardines,300.66,urbana,AVENIDA DE SAN LUIS NUM 27,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAINCLUIDA LA INSTALACIÓN DEPORTIVA BÁSICA GLORIETA AVENIDA DE SAN LUIS (PISTA POLIDEPORTIVA), SITUADAEN LA CALLE AÑASTRO, 78",9198.61
Hortaleza,zonas verdes,parques y jardines,300.662,urbana,AVENIDA DE LOGROÑO C/V AUTOVÍA M-40,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICA,2210.0
Hortaleza,zonas verdes,parques y jardines,300.663,urbana,AVENIDA DE LOGROÑO NUM 6,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2295.62
Hortaleza,zonas verdes,parques y jardines,300.664,urbana,AVENIDA DE SAN LUIS NUM 23 B,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAINCLUIDA LA IDB VILLA DE PONS - AVENIDA DE SAN LUIS (PISTA DE BALONCESTO CUBIERTA. 2 TENIS DE MESA),SITUADA EN LA AVENIDA DE SAN LUIS, Nº 23 B.",13025.0
Hortaleza,zonas verdes,parques y jardines,300.665,urbana,CAMINO VIEJO DEL CURALÍMITE LA MORALEJA-ALCOBENDAS.,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICA. LÍMITE LA MORALEJA-ALCOBENDAS,25472.0
Hortaleza,zonas verdes,parques y jardines,300.666,urbana,CAMINO DE LOS CENAGALES NUM 8,"DOTACIONALES SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA INCLUIDALA INSTALACIÓN DEPORTIVA BÁSICA CÁRCAVAS OESTE II: PISTA POLIDEPORTIVA (CON MARCAJE DE FÚTBOL SALA YBALONMANO), SITA EN LA CALLE SAN ANDRÉS DE RABANEDA, 1.",2999.34
Hortaleza,zonas verdes,parques y jardines,300.667,urbana,CALLE DEL TORENO NUM 2,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2548.0
Hortaleza,zonas verdes,parques y jardines,300.668,urbana,CALLE DE CARMEN RICO GODOY NUM 94,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1613.63
Hortaleza,zonas verdes,parques y jardines,300.669,urbana,CALLE DE CARMEN RICO GODOY NUM 134,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1614.77
Hortaleza,zonas verdes,parques y jardines,300.67,urbana,CALLE DE CARMEN RICO GODOY NUM 9,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,918.63
Hortaleza,zonas verdes,parques y jardines,300.671,urbana,CALLE DE CARMEN RICO GODOY NUM 11,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1167.0
Hortaleza,zonas verdes,parques y jardines,300.672,urbana,CALLE DE CARMEN RICO GODOY NUM 35,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1200.0
Hortaleza,zonas verdes,parques y jardines,300.674,urbana,CARRETERA DE LA ESTACIÓN DE HORTALEZA NUM 7,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAUBICADA UNA CASETA DE PERSONAL, UN ALMACÉN, LA INSTALACIÓN DEPORTIVA BÁSICA PARQUE DE DOÑA GUIOMAR II(2 PISTAS DE BALONCESTO 3X3), SITUADA EN LA CARRETERA DE LA ESTACIÓN NÚMERO 7, Y LA INSTALACIÓNDEPORTIVA BÁSICA PARQUE DE DOÑA GUIOMAR III (2 TENIS DE MESA), SITUADA EN LA CALLE MONÓVAR NÚMERO 4",59331.52
Hortaleza,zonas verdes,parques y jardines,300.675,urbana,PLAZA ALCALDE MORENO TORRES C/V AV. FCO. PI Y MARGALL,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2645.16
Hortaleza,zonas verdes,parques y jardines,300.676,urbana,CALLE DE ESTANISLAO GÓMEZ NUM 65-77,"NO FIGURA COMO ZONA VERDE EN EL PGOUM-97, SINO EN LA PARTE PRIVADA DELIMITADA POR ALINEACIÓN OFICIAL.",468.5
