FID;Shape;IdStation;Activate;Address;DockBikes;FreeBases;PosicionST;Ligth;Name;NoAvailabl;number;TotalBases;POINT_X;POINT_Y
345;Point;2044;1;Calle El Greco, 27 ,;4;20;-3.7472615299999994 40.40741199;0;327 - El Greco, 27 - C. Cultural El Greco;0;327;24;-3,747262;40,407412
346;Point;2045;1;Calle del Arroyo Belincoso, 26,;8;16;-3.6525660400000004 40.40991083;2;458 - Metro Vinateros;0;458;24;-3,652566;40,409911
347;Point;2046;1;Avenida Moratalaz, 33 ,;10;14;-3.66000272 40.40750626;2;459 - Moratalaz;0;459;24;-3,660003;40,407506
348;Point;2047;1;Corregidor licenciado Antonio de Mena, sn,;11;13;-3.6408 40.4099;2;461 - Plaza Corregidor Ldo. Antonio de Mena;0;461;24;-3,6408;40,4099
349;Point;2048;1;Calle Portalegre, 9 ,;22;2;-3.72364769 40.38937686;1;356 - Portalegre - Tinamús;0;356;24;-3,723648;40,389377
350;Point;2049;1;Avenida Monforte de Lemos, 123,;14;10;-3.70997335 40.47810429;2;572 - Junta Mpal. Dtto. Fuencarral - El Pardo;0;572;24;-3,709973;40,478104
351;Point;2050;1;Calle Melchor Fernandez Almagro, 16,;8;16;-3.69962571 40.47772776;2;573 - Melchor Fernández Almagro - Villa Marín;0;573;24;-3,699626;40,477728
352;Point;2051;1;Ginzo de Limia, 36,;10;14;-3.703526 40.47817;2;575 - Metro Barrio del Pilar;0;575;24;-3,703526;40,47817
353;Point;2052;1;Calle Chantada, 14,;8;16;-3.7106779999999997 40.472695;2;574 - Chantada;0;574;24;-3,710678;40,472695
354;Point;2053;1;Paseo de Federico García Lorca, 2 ,;15;3;-3.62144691 40.3795035;1;440 - Metro Villa de Vallecas;0;440;18;-3,621447;40,379503
355;Point;2054;1;Calle Seis (esquina con Avenida Quinta),;2;22;-3.5965029500000005 40.44845033;0;507 - Seis - Sexta;0;507;24;-3,596503;40,44845
356;Point;2055;1;Calle Rosario Pino, 17 ,;5;19;-3.6919324599999994 40.46204955;0;299 - Rosario Pino - Joan Maragall;0;299;24;-3,691932;40,46205
357;Point;2056;1;Calle Capitan Blanco Argibay, 112 ,;1;23;-3.7031881999999996 40.4667435;0;300 - Capitan Blanco Argibay - Alfalfa;0;300;24;-3,703188;40,466743
358;Point;2057;1;Calle Muller, 34 ,;1;23;-3.69837565 40.46518187;0;301 - Muller - Capitan Blanco Argibay;0;301;24;-3,698376;40,465182
359;Point;2059;1;Gran Avenida, 27,;16;8;-3.70760649 40.36997711;2;396 - Gran Avenida, 27;0;396;24;-3,707606;40,369977
360;Point;2060;1;Calle Periana, 24 ,;0;24;-3.6876580500000005 40.36672327;0;394 - Periana, 24;0;394;24;-3,687658;40,366723
361;Point;2061;1;Calle Moreja, 30 ,;21;3;-3.6983803799999997 40.36809336;1;397 - Centro Deportivo Municipal Orcasur;0;397;24;-3,69838;40,368093
362;Point;2062;1;Calle Bohemios, 1 ,;10;14;-3.6939009999999994 40.356536;2;399 - Bohemios - Gigantes y Cabezudos;0;399;24;-3,693901;40,356536
363;Point;2063;1;Calle Torremolinos, 1 ,;9;15;-3.6417899899999995 40.38500948;2;430 - Torremolinos - Rafael Alberti;0;430;24;-3,64179;40,385009
364;Point;2064;1;Calle Ariel, 11 ,;10;14;-3.6797017663398797 40.393023802369754;2;269 - Ariel, 7 - Parque Enrique Tierno Galván;0;269;24;-3,679702;40,393024
365;Point;2065;1;Calle Esteban Collantes 63,;16;8;-3.6376629999999994 40.432883;2;491 - Esteban Collantes - José Arcones Gil;0;491;24;-3,637663;40,432883
366;Point;2066;1;Calle Velacho Alto, 4-16 ,;6;18;-3.6592688399999997 40.47250314;0;527 - Velacho Alto - Trinquete;0;527;24;-3,659269;40,472503
367;Point;2067;1;Plaza del Liceo (esquina con Calle Silvano) ,;6;18;-3.64441924 40.45754368;0;526 - Plaza del Liceo;0;526;24;-3,644419;40,457544
368;Point;2068;1;Calle Estación de Canfrac, 18 ,;13;11;-3.6634 40.3969;2;431 - Puerto Canfranc, 18;0;431;24;-3,6634;40,3969
369;Point;2069;1;Calle Carlos Martín Álvarez, 38 ,;9;14;-3.6635 40.3895;2;429 - Carlos M. Alvarez - Javier de Miguel;0;429;23;-3,6635;40,3895
370;Point;2070;1;Calle del Sorbe , 20,;9;15;-3.7132091699999994 40.3898701;2;357 - Sorbe - Baleares;0;357;24;-3,713209;40,38987
371;Point;2071;1;Calle Teresa López Valcarcel (esquina calle Teniente Coronel Noreña),;9;15;-3.69328771 40.38862908;2;270 - Teresa L. Valcárcel - Tte. Cnel. Noreña;0;270;24;-3,693288;40,388629
372;Point;2072;1;Calle Arturo Soria (esquina con calle Jazmín),;10;13;-3.6684167 40.47636724;2;493 - Arturo Soria - San Luis;0;493;23;-3,668417;40,476367
373;Point;2073;1;Calle Villalobos, 28 ,;14;10;-3.6507603700000004 40.38161669;2;433 - Villalobos, 28;0;433;24;-3,65076;40,381617
374;Point;2074;1;Calle Alan Turing, 2 ,;17;6;-3.62713659 40.3901675;1;436 - Campus Sur UPM;0;436;23;-3,627137;40,390167
375;Point;2075;1;Calle Charleroi, 1 ,;10;14;-3.6321937200000005 40.38191654;2;434 - Charleroi - Cocherón de la Villa;0;434;24;-3,632194;40,381917
376;Point;2076;1;Calle Albarracin, sn,;23;1;-3.6325164100000005 40.43397327;1;506 - Albarracín - Julián Camarillo;0;506;24;-3,632516;40,433973
377;Point;2077;1;Calle Castillo de Ucles, 37,;16;8;-3.62306578 40.4315255;2;505 - Castillo de Uclés, 37;0;505;24;-3,623066;40,431525
378;Point;2078;1;Calle San Claudio, 150 ,;11;13;-3.63953994 40.38902883;2;435 - San Claudio;0;435;24;-3,63954;40,389029
379;Point;2079;0;Calle Alcala  (acera de tránsito peatonal),;0;0;-3.6096010400000003 40.44910362;3;508-old - Alcala  (acera de tránsito peatonal);1;508-old;0;-3,609601;40,449104
380;Point;2080;1;Paseo de la Dirección, 330, (enfrente) ,;1;23;-3.703955 40.4702445774;0;302 - Ps. Dirección B - Pque A. Rguez Sahagún;0;302;24;-3,703955;40,470245
381;Point;2081;1;Calle Casalarreina, 18,;11;13;-3.612318798052458 40.40939089860396;2;463 - Casalarreina, 18;0;463;24;-3,612319;40,409391
382;Point;2082;1;Avenida de Daroca 321,;13;11;-3.61283416 40.40634029;2;464 - Univ. Rey Juan Carlos - Campus Madrid;0;464;24;-3,612834;40,40634
383;Point;2083;1;Paseo de los Gigantes y Cabezudos, 4,;13;11;-3.69399661 40.36064659;2;400 - Metro Ciudad de los Ángeles;0;400;24;-3,693997;40,360647
384;Point;2084;1;Calle San Restituto, 74,;9;15;-3.71693008 40.46588016;2;307 - Metro Valdezarza;0;307;24;-3,71693;40,46588
385;Point;2085;1;Paseo de la Dirección, 161,;14;10;-3.7080850848120277 40.46778929738312;2;303 - Ps. Dirección A - Pque A. Rguez Sahagún;0;303;24;-3,708085;40,467789
386;Point;2086;1;Avenida El Ferrol, 18,;4;20;-3.70510525 40.47431313;0;576 - El Ferrol, 18;0;576;24;-3,705105;40,474313
387;Point;2087;1;Calle Aurora boreal, 19 ,;12;12;-3.70566914 40.47899993;2;577 - Monforte de Lemos - Plaza de Mondariz;0;577;24;-3,705669;40,479
388;Point;2088;1;Calle Ofelia Nieto, 75,;0;24;-3.7087339999999998 40.462051;0;309 - Ofelia Nieto - Villaamil;0;309;24;-3,708734;40,462051
389;Point;2089;1;Calle María Auxiliadora, 1 ,;2;22;-3.7134614699999995 40.45772941;0;308 - María Auxiliadora - Francos Rodríguez;0;308;24;-3,713461;40,457729
390;Point;2090;1;Avenida de Guadalajara, 101,;12;12;-3.6134619899999993 40.42218968;2;510 - Metro Avenida de Guadalajara;0;510;24;-3,613462;40,42219
391;Point;2091;1;Calle Aquitania, 31,;3;24;-3.61726728 40.41912347;0;511 - Aquitania 31;0;511;27;-3,617267;40,419123
392;Point;2092;1;Calle de los Aparejadores, 24,;9;15;-3.61537023 40.42667885;2;512 - Semilla - Aparejadores;0;512;24;-3,61537;40,426679
393;Point;2093;1;Avenida de Niza, 9,;10;17;-3.6064541399999994 40.4271211;2;513 - Centro Deportivo Mpal. Pepu Hernández;0;513;27;-3,606454;40,427121
394;Point;2094;1;Calle Maria Sevilla Diago, 5,;3;21;-3.6109507700000005 40.43283006;0;514 - María Sevilla Diago;0;514;24;-3,610951;40,43283
395;Point;2095;1;Avenida de Hellin, 13,;9;15;-3.61579967 40.43091667;2;515 - Avenida de Hellin, 13;0;515;24;-3,6158;40,430917
396;Point;2096;1;Calle de El Toboso, 115,;11;12;-3.7363397 40.3929901;2;359 - El Toboso - Zaida;0;359;23;-3,73634;40,39299
397;Point;2097;1;Avenida Nuestra Señora de Fatima, 34,;7;16;-3.7470882000000003 40.3840155;0;360 - Ntra. Sra. Fátima - Ntra. Sra. de Luz;0;360;23;-3,747088;40,384015
398;Point;2098;1;Avenida de Abrantes, 106 ,;16;7;-3.73266666 40.37734672;2;361 - Metro Pan Bendito;0;361;23;-3,732667;40,377347
399;Point;2099;1;Avenida Santa Eugenia,1 ,;14;10;-3.6094815299999996 40.38600753;2;441 - Estación de tren de Santa Eugenia;0;441;24;-3,609482;40,386008
400;Point;2100;1;Avenida de Santa Eugenia con Calle sauzal, 1 ,;10;17;-3.60463 40.38305936;2;442 - Santa Eugenia - Zazuar;0;442;27;-3,60463;40,383059
401;Point;2101;1;Calle Fuentespina, 33,;10;14;-3.6072475500000003 40.37941487;2;443 - Fuentespina, 33;0;443;24;-3,607248;40,379415
402;Point;2102;1;Calle Hilario Herránz Establos , 36,;18;9;-3.7266379999999995 40.372839;2;362 - Hilario Herranz Establos, 36;0;362;27;-3,726638;40,372839
403;Point;2103;1;Calle Rioja, 13,;8;16;-3.5881514300000004 40.45746674;2;557 - Metro Alameda de Osuna;0;557;24;-3,588151;40,457467
404;Point;2104;1;Calle Francisco Suárez, 28 ,;8;15;-3.6799441599999994 40.46437817;2;290 - Francisco Suárez - Paseo de La Habana;0;290;23;-3,679944;40,464378
405;Point;2105;1;Calle López de Hoyos, 478,;12;11;-3.649843 40.47175;2;529 - Lopez de Hoyos , 478;0;529;23;-3,649843;40,47175
406;Point;2106;1;Calle de los Emigrantes, 15,;21;6;-3.6378834900000006 40.4685745;1;530 - Metro Mar de Cristal;0;530;27;-3,637883;40,468575
407;Point;2107;1;Calle de Santa Virgilia, 6,;0;23;-3.6450740999999995 40.4768782;0;531 - Metro Parque de Santa María;0;531;23;-3,645074;40,476878
408;Point;2109;1;Avenida de San Luis, 23,;3;20;-3.6551145499999995 40.47148748;0;533 - San Luis, 23;0;533;23;-3,655115;40,471487
409;Point;2110;1;Calle Serrano nº 32,;13;6;-3.687807 40.424924;2;106A - Plaza de Colón A;0;106A;19;-3,687807;40,424924
410;Point;2111;1;Calle de la Isla Graciosa, 2,;8;16;-3.6862657 40.49262243;2;582 - Isla Graciosa - Isla de Java;0;582;24;-3,686266;40,492622
411;Point;2112;1;Calle de Angel Mugica, 3,;19;5;-3.68529048 40.48468297;1;583 - Ángel Múgica - Marcos de Orueta;0;583;24;-3,68529;40,484683
412;Point;2113;1;Avenida Monasterio de Silos, 63A,;1;23;-3.6960334500000003 40.50501029;0;584 - Metro Montecarmelo;0;584;24;-3,696033;40,50501
413;Point;2114;1;Calle Molins de Rey, 8,;3;21;-3.69374813 40.4954662;0;585 - Metro Fuencarral;0;585;24;-3,693748;40,495466
414;Point;2115;1;Calle Caldas de Estrach, 14,;2;21;-3.6974724999999995 40.4963916;0;586 - Caldas Estrach - San Cugat del Vallés;0;586;23;-3,697472;40,496392
415;Point;2116;1;Calle Mesena, 102 ,;5;19;-3.6634063399999994 40.46772408;0;534 - Mesena, 102;0;534;24;-3,663406;40,467724
416;Point;2117;1;Calle de las Delicias, 41 ,;7;12;-3.6909183100000003 40.40381914;2;273 - Delicias - General Lacy;0;273;19;-3,690918;40,403819
417;Point;2118;1;Calle Costa Brava, 14,;26;1;-3.7086574400000005 40.49892399;1;587 - Metro Paco de Lucía;0;587;27;-3,708657;40,498924
418;Point;2119;1;Av. del Campo de Calatrava, 17,;2;25;-3.69112254 40.50052161;0;588 - Campo Calatrava - Rda Ingenioso Hidalgo;0;588;27;-3,691123;40,500522
419;Point;2120;1;Avenida Monasterio de Silos, 37,;24;0;-3.70290315 40.50340494;1;589 - Monast. Silos - Monast. Montesclaros;0;589;24;-3,702903;40,503405
420;Point;2121;1;Calle Ramón Power, 2 ,;1;26;-3.634999 40.463575;0;535 - Metro Canillas;0;535;27;-3,634999;40,463575
421;Point;2122;1;Calle de Cebreros, 97 ,;3;20;-3.7521916999999996 40.4032379;0;328 - Cebreros, 97;0;328;23;-3,752192;40,403238
422;Point;2123;1;Calle Alhambra, 56 ,;12;11;-3.7444520800000003 40.3988162;2;329 - Metro Laguna;0;329;23;-3,744452;40,398816
423;Point;2124;1;Calle Duquesa de Parcent, 14 ,;11;12;-3.7447281 40.39500224;2;330 - Duquesa de Parcent - Marcelino Castillo;0;330;23;-3,744728;40,395002
424;Point;2125;1;Calle Valmojado, 33 ,;11;13;-3.75757186 40.39649629;2;331 - Valmojado;0;331;24;-3,757572;40,396496
425;Point;2126;1;Calle de los Yébenes, 159 ,;0;23;-3.75181704 40.39302789;0;332 - Los Yébenes, 159;0;332;23;-3,751817;40,393028
426;Point;2127;1;Avenida de Oporto, 102,;20;3;-3.72987333 40.38745087;1;363 - Metro Oporto;0;363;23;-3,729873;40,387451
427;Point;2128;1;Avenida de Oporto, 34,;13;10;-3.7237806400000006 40.38550735;2;364 - Metro Opañel;0;364;23;-3,723781;40,385507
428;Point;2129;1;Calle de Boj, 4 ,;8;15;-3.6180818 40.4560204;2;536 - Boj;0;536;23;-3,618082;40,45602
429;Point;2130;1;Avenida de Machupichu, 23,;16;11;-3.6257943900000003 40.45841466;2;537 - Plaza López de la Plata;0;537;27;-3,625794;40,458415
430;Point;2131;1;Calle de Haendel, 8,;17;10;-3.6253213100000004 40.46275082;2;538 - Haendel, 8;0;538;27;-3,625321;40,462751
431;Point;2132;1;Calle Illescas, 104 ,;0;23;-3.7562323 40.392175;0;333 - Illescas - Camarena;0;333;23;-3,756232;40,392175
432;Point;2133;1;Avenida Plaza de Toros, 3 ,;15;8;-3.7372590799999994 40.38537202;2;365 - Palacio Vistalegre Arena;0;365;23;-3,737259;40,385372
433;Point;2134;1;Paseo de Marcelino Camacho, 53 ,;23;0;-3.7445210000000007 40.387737;1;366 - Metro Carabanchel;0;366;23;-3,744521;40,387737
434;Point;2135;1;Avenida Alfonso XIII, 113,;16;7;-3.66790332 40.45866532;2;291 - Plaza José María Soler;0;291;23;-3,667903;40,458665
435;Point;2136;1;Calle Pradillo, 33,;7;16;-3.6717937 40.44904126;0;292 - Centro Deportivo Municipal Pradillo;0;292;23;-3,671794;40,449041
436;Point;2137;1;Arturo Soria, 332,;7;16;-3.666529 40.480694;0;494 - Metro Pinar de Chamartín;0;494;23;-3,666529;40,480694
437;Point;2138;1;Calle Juan Ignacio Luca de Tena, 13 ,;21;6;-3.6311025499999996 40.44796778;1;516 - Juan Ignacio Luca Tena - Quinta Molinos;0;516;27;-3,631103;40,447968
438;Point;2139;1;Calle Eugenia de Montijo, 57 ,;14;1;-3.7470606799999997 40.3791024;1;368 - Eugenia de Montijo;0;368;15;-3,747061;40,379102
439;Point;2140;1;Plaza De la Parroquia, 19 ,;4;19;-3.7415832000000004 40.3802446;0;369 - Junta Municipal Distrito de Carabanchel;0;369;23;-3,741583;40,380245
440;Point;2141;1;Calle de Avefria, 26,;1;22;-3.7308024999999994 40.38386939;0;370 - Avefría - Plaza de Tarifa;0;370;23;-3,730802;40,383869
441;Point;2142;1;Calle Maria de Maeztu, 50,;1;26;-3.72757227 40.49093014;0;590 - Metro Arroyofresno;0;590;27;-3,727572;40,49093
442;Point;2143;1;Calle de San Mariano, 52-60 ,;27;0;-3.61190481 40.44175279;1;517 - San Mariano - Circe;0;517;27;-3,611905;40,441753
443;Point;2144;1;Calle Tampico, 71 ,;8;15;-3.6353449999999996 40.444569;2;518 - Tampico - Plaza Barbados;0;518;23;-3,635345;40,444569
444;Point;2145;1;Calle Joaquin Turina, 49,;14;13;-3.7618199999999997 40.372458;2;371 - Joaquin Turina, 49;0;371;27;-3,76182;40,372458
445;Point;2146;1;Calle Lonja de la Seda, 33,;12;11;-3.76158263 40.36612215;2;372 - Lonja de la Seda, 33;0;372;23;-3,761583;40,366122
446;Point;2147;1;Calle Salvador Allende, 28 ,;11;12;-3.75787005 40.36277848;2;373 - Metro La Peseta;0;373;23;-3,75787;40,362778
447;Point;2148;1;Calle del Dinero, 38,;6;21;-3.7501466 40.3625707;0;374 - Dinero - La Peseta;0;374;27;-3,750147;40,362571
448;Point;2149;1;Calle Calderilla, 4,;19;8;-3.7386602999999994 40.3651497;1;375 - Calderilla, 4;0;375;27;-3,73866;40,36515
449;Point;2150;1;Av.Ventisquero de la Condesa, 37,;15;4;-3.7162292099999994 40.49108225;1;591 - Metro Mirasierra;0;591;19;-3,716229;40,491082
450;Point;2151;1;Calle de Gloria Fuertes, 180,;8;19;-3.7249527 40.4956969;0;592 - Estación de tren de Pitis;0;592;27;-3,724953;40,495697
451;Point;2152;1;Calle del Pinzón, 111 ,;7;17;-3.7405438000000006 40.39229225;0;376 - Metro Carpetana;0;376;24;-3,740544;40,392292
452;Point;2153;1;Avenida De Abrantes, 55 ,;15;8;-3.72783615 40.38091762;2;377 - Metro Abrantes;0;377;23;-3,727836;40,380918
453;Point;2154;1;Calle Mota del Cuervo, 72 ,;13;11;-3.6313571499999995 40.4648762;2;539 - Mota del Cuervo;0;539;24;-3,631357;40,464876
454;Point;2155;1;Calle Seseña, 93 ,;10;14;-3.76815631 40.39497294;2;334 - Metro Campamento;0;334;24;-3,768156;40,394973
455;Point;2156;1;Plaza Patricio, 5 ,;18;6;-3.7705754100000006 40.39659757;1;335 - Cardaño, 10;0;335;24;-3,770575;40,396598
456;Point;2157;1;Calle Troya, 11,;16;8;-3.61191521 40.43699597;2;519 - Troya, 11;0;519;24;-3,611915;40,436996
457;Point;2158;1;Calle Eugenia de Montijo, 83,;11;13;-3.7509732999999996 40.37562288;2;378 - Eugenia de Montijo, 83;0;378;24;-3,750973;40,375623
458;Point;2159;1;Calle Antonia Rodriguez Sacristan, 4,;20;4;-3.74765739 40.37313777;1;379 - Antonia Rodríguez Sacristán - Valeriana;0;379;24;-3,747657;40,373138
459;Point;2160;1;Calle Caleruega, 14 ,;13;11;-3.6705880000000004 40.478746;2;495 - Caleruega;0;495;24;-3,670588;40,478746
460;Point;2161;1;Calle Islas Cies, 27,;15;9;-3.7186906700000004 40.48027409;2;593 - Metro Avenida de la Ilustración;0;593;24;-3,718691;40,480274
461;Point;2162;1;Calle Pedro Rico, 49,;5;19;-3.7039180000000003 40.48194;0;594 - Calle Pedro Rico, 49;0;594;24;-3,703918;40,48194
462;Point;2163;1;Avenida de Betanzos, 68,;17;7;-3.7132206 40.48178815;1;595 - Betanzos - Fermín Caballero;0;595;24;-3,713221;40,481788
463;Point;2164;1;Calle Ramon Gomez de la Serna, 37,;7;17;-3.72382554 40.48432751;0;596 - Metro Lacoma;0;596;24;-3,723826;40,484328
464;Point;2165;1;Calle Dulce Chacón, S/N ,;18;6;-3.6636484 40.4845596;1;540 - Estación de tren Fuente de la Mora;0;540;24;-3,663648;40,48456
465;Point;2166;1;Calle Oliva de Plasencia, 1,;4;20;-3.7791518300000004 40.37850071;0;336 - Calle Oliva de Plasencia, 1;0;336;24;-3,779152;40,378501
466;Point;2167;1;Calle Valmojado, 295,;10;8;-3.7604892299999997 40.38614104;2;337 - Metro Aluche;0;337;18;-3,760489;40,386141
467;Point;2168;1;Calle Guareña, 22 ,;10;8;-3.7653391035306 40.386362337060476;2;338 - Guareña - Luis Chamizo;0;338;18;-3,765339;40,386362
468;Point;2169;1;Avenida de las Aguilas , 110,;19;5;-3.78061952 40.38132642;1;339 - Estación de tren Las Águilas;0;339;24;-3,78062;40,381326
469;Point;2170;1;Calle de la Foresta nº8,;8;15;-3.66777681 40.49853277;2;597 - Foresta, 8;0;597;23;-3,667777;40,498533
470;Point;2172;1;Calle La Cabrera, sn,;13;14;-3.7192044300000004 40.47223267;2;599 - Instalación Deportiva La Cabrera;0;599;27;-3,719204;40,472233
471;Point;2173;1;Calle Fuente de Lima, 10,;10;13;-3.7833930099999997 40.38358975;2;343 - Metro Aviación Española;0;343;23;-3,783393;40,38359
472;Point;2174;1;Calle Ocaña, 103,;8;15;-3.75292035 40.38586273;2;344 - Ocaña, 103;0;344;23;-3,75292;40,385863
473;Point;2175;1;Paseo de Juan XXIII, 24,;26;1;-3.7169358999999997 40.448084;1;313 - Juan XXIII, 24;0;313;27;-3,716936;40,448084
474;Point;2176;1;Avenida Valladolid, 47D ,;26;1;-3.73068 40.42966;1;314 - Av. Valladolid - Parque de la Bombilla;0;314;27;-3,73068;40,42966
475;Point;2177;1;Calle de Caroli, 10,;8;15;-3.784627 40.45862;2;315 - Caroli;0;315;23;-3,784627;40,45862
476;Point;2178;1;Calle Antonio Machado, s/n ,;5;14;-3.71995383 40.46439687;0;316 - C. Deportivo Mpal. Ciudad De Los Poetas;0;316;19;-3,719954;40,464397
477;Point;2179;1;Calle Antonio Machado, 30,;1;26;-3.7192171199999997 40.46826955;0;317 - Antonio Machado, 30;0;317;27;-3,719217;40,46827
478;Point;2180;1;Calle Fuente del Tiro, 72 ,;8;16;-3.7798000999999997 40.38308791;2;345 - Fuente del Tiro - Avd. de las Águilas;0;345;24;-3,7798;40,383088
479;Point;2182;1;Calle del Pico Chilegua, 3,;14;10;-3.6186910599999997 40.37286701;2;449 - Metro Congosto;0;449;24;-3,618691;40,372867
480;Point;2183;1;Calle Camino de las Hormigueras, 161,;13;11;-3.6370762 40.3762555;2;450 - Camino de las Hormigueras, 161;0;450;24;-3,637076;40,376255
481;Point;2184;1;Calle Clara del Rey, 17 ,;16;8;-3.6723389999999996 40.440944;2;294 - Edificio Torres Blancas;0;294;24;-3,672339;40,440944
482;Point;2185;1;Avenida del Camino de Santiago, 4,;8;15;-3.6695521499999995 40.50910428;2;604 - Metro Las Tablas;0;604;23;-3,669552;40,509104
483;Point;2186;1;Calle José de cadalso, 62 ,;8;19;-3.7702477799999996 40.37959145;0;348 - José de Cadalso - Rafael Finat;0;348;27;-3,770248;40,379591
484;Point;2187;1;Calle Enrique Garcia Alvarez, 5,;15;12;-3.6140607000000005 40.3804482;2;438 - Biblioteca Pública Luis Martín Santos;0;438;27;-3,614061;40,380448
485;Point;2188;1;Calle Granja de San Idelfonso, 14 ,;15;12;-3.62283116 40.36813427;2;451 -  La Granja de San Ildefonso, 14;0;451;27;-3,622831;40,368134
486;Point;2189;1;Avenida de Las Suertes, 15,;3;20;-3.6078539000000003 40.3713613;0;452 - Las Suertes, 15;0;452;23;-3,607854;40,371361
487;Point;2190;1;Avenida del Ensanche de Vallecas, 9,;14;13;-3.61253028 40.37043968;2;453 - Metro La Gavia;0;453;27;-3,61253;40,37044
488;Point;2191;1;Calle Gran Via del Sureste, 22,;9;18;-3.5897045000000003 40.3631604;2;454 - Gran Vía del Sureste - Las Suertes;0;454;27;-3,589704;40,36316
489;Point;2205;1;Paseo de la Chopera, 31 ,Comunidad de Madrid España;7;16;-3.700399664723874 40.39500000000003;0;267 - Paseo de la Chopera - Fernando Poo;0;267;23;-3,7004;40,395
490;Point;2207;1;Calle Rafaela Ybarra, 22,Comunidad de Madrid España;19;4;-3.711296220901499 40.3817026328731;1;391 - Junta Municipal Distrito de Usera;0;391;23;-3,711296;40,381703
491;Point;2214;1;c/ Ginzo de Limia, 47,;3;20;-3.7069039999999998 40.48337;0;580 - Metro Herrera Oria;0;580;23;-3,706904;40,48337
492;Point;2224;1;Paseo de la castellana, 124 ,;19;4;-3.6908 40.4491;1;150 - Castellana - Hermanos Pinzón;0;150;23;-3,6908;40,4491
493;Point;2225;1;Paseo de la Castellana, 164 ,Comunidad de Madrid España;16;7;-3.6894151 40.4591366;2;157 - Plaza de Cuzco;0;157;23;-3,689415;40,459137
494;Point;2226;1;Calle Guetaria, 84B,;20;4;-3.71569102 40.36916772;1;395 - Guetaria, 84B;0;395;23;-3,715691;40,369168
495;Point;2233;1;Calle Eduardo Mazón, 1 ,;15;8;-3.6154156999999993 40.4521484;2;548 - Eduardo Mazón - Guadalajara;0;548;23;-3,615416;40,452148
496;Point;2234;1;Calle Santa Rita, 1 ,;1;22;-3.6682881999999997 40.4457928;0;293 - Santa Rita - Clara del Rey;0;293;23;-3,668288;40,445793
497;Point;2235;1;Av/ de Niza, 67 ,;8;15;-3.6081157800000003 40.4342806;2;520 - Niza - Plaza de Grecia;0;520;23;-3,608116;40,434281
498;Point;2236;1;Amposta s/n (esquina Arcos de Jalón),;15;8;-3.61865045 40.42218951;2;509 - Amposta - Arcos de Jalón;0;509;23;-3,61865;40,42219
499;Point;2237;1;CalleBahía de Cádiz (cruce con Avenida Logroño) ,;10;13;-3.5937120000000005 40.461137;2;558 - Biblioteca Pública Mpal. Gloria Fuertes;0;558;23;-3,593712;40,461137
500;Point;2238;1;Calle Cristo del Gran Poder (cruce con calle Alas) ,;22;1;-3.5857510000000006 40.472048;1;561 - Plaza Nuestra Señora de Loreto;0;561;23;-3,585751;40,472048
501;Point;2239;1;Calle Tomillar, 18 ,;9;18;-3.5844145999999997 40.4630993;2;562 - Tomillar - Tintín y Milú;0;562;27;-3,584415;40,463099
502;Point;2240;1;Calle playa de Zarauz (esquina con Playa de Caleta) ,;18;5;-3.5906847 40.4731404;1;560 - Playa de Zarauz - Playa de la Caleta;0;560;23;-3,590685;40,47314
503;Point;2241;1;Avenida del Partenón, 6 ,;13;14;-3.6178336 40.4632802;2;568 - IFEMA A;0;568;27;-3,617834;40,46328
504;Point;2243;1;Paseo Alberto Palacios, 42,;12;11;-3.7129039644180377 40.3449259916087;2;405 - Paseo Alberto Palacios, 42;0;405;23;-3,712904;40,344926
505;Point;2244;1;Calle Eduardo Maristany, 7,;18;9;-3.6831269999999994 40.353285;2;401 - Estación de tren de Villaverde Bajo;0;401;27;-3,683127;40,353285
506;Point;2245;1;Calle Cifuentes, 5,;17;6;-3.6960817 40.3486;1;406 - La Nave de Madrid;0;406;23;-3,696082;40,3486
507;Point;2246;1;Calle Auñón, 16,;5;18;-3.6775241999999997 40.3504944;0;403 - Auñón, 16;0;403;23;-3,677524;40,350494
508;Point;2247;1;Paseo de los Melancólicos, 73 ,;18;5;-3.7185689999999996 40.401782;1;280 - Ps de los Melancólicos - San Epifanio;0;280;23;-3,718569;40,401782
509;Point;2248;1;Calle Albox, 35 ,;10;13;-3.7398400000000005 40.373972;2;367 - Metro San Francisco;0;367;23;-3,73984;40,373972
510;Point;2249;1;Paseo de los Jesuitas, 4 ,;11;12;-3.7305543000000005 40.4106918;2;325 - Ps. Jesuitas - Pza. Cerro Bermejo;0;325;23;-3,730554;40,410692
511;Point;2250;1;Calle Sierra de Atapuerca, 19,;3;20;-3.6704248799999997 40.50292982;0;578 - Sierra de Atapuerca - Viloria de Rioja;0;578;23;-3,670425;40,50293
512;Point;2251;1;Calle Puerto de Porzuna, 34,;21;2;-3.6236297000000004 40.373826;1;446 - C. Deportivo Mpal. Miguel Guillén Prim;0;446;23;-3,62363;40,373826
513;Point;2252;1;Parque Eugenia de Montijo, 2,;15;9;-3.7545821999999998 40.3783501;2;382 -Parque Eugenia de Montijo, 2;0;382;24;-3,754582;40,37835
514;Point;2254;1;Calle transversal sexta (enfrente del colegio Villamadrid),;9;15;-3.6992665 40.3325463;2;410 - Est. de tren de S. Cristóbal Industrial;0;410;24;-3,699266;40,332546
