id,name,address,totalDocks,availableDocks,latitude,longitude
545,"545 - Zapatoca, 8","Calle Zapatoca, 8,",23,15,40.472852,-3.633358
567,567 - Plaza Mayor de Barajas,"Plaza Mayor de Barajas, 24,",24,10,40.473325,-3.577654
563,563 - Soto Hidalgo,"Calle soto Hidalgo, 3 ,",27,26,40.460647,-3.582075
281,281 - Reina Cristina - Julián Gayarre,"Paseo de Reina Cristina, 6 ,",23,17,40.406725,-3.683186
609,609 - Metro Ronda de la Comunicación,"Ronda de la Comunicación, s/n,",23,7,40.51572,-3.662689
408,408 - Metro San Cristóbal,"Calle de Moncada, 102 ,",23,10,40.341725,-3.692444
409,"409 - Eduardo Barreiros, 114","Calle Eduardo Barreiros, 114,",23,9,40.35535,-3.704644
606,606 - Fermín Caballero - Sangenjo,"Calle Fermín Caballero 2,",23,8,40.487363,-3.698485
349,349 - Huerta de Castañeda 26,"Calle Huerta de Catañeda, 26 ,",24,8,40.406221,-3.742019
544,544 - Gregorio Sánchez Herráez 14,"calle Gregorio Sánchez Herráez 14,",23,7,40.477248,-3.63657
551,551 - Oña,"Calle Oña s/n,",23,12,40.489187,-3.665856
552,552 - Ana de Austria - Ignacio Aldecoa,"Calle Ana de Austria, 52 ,",27,5,40.499439,-3.65315
542,542 - Estación de tren de Valdebebas,"Avenida Fuerzas Armadas (Renfe Valdebebas) ,",24,10,40.481996,-3.615718
320,320 - Metro Lago,"Paseo de la Puerta del Ángel, 10 ,",19,8,40.416779,-3.734525
608,608 - Estella - Camino de Santiago,"Calle Estella, 21,",23,19,40.49682,-3.674357
278,278 - Paseo los Pontones - Ps. Melancólicos,"Paseo de los Pontones, 26 ,",23,2,40.404043,-3.7196
289,289 - Luis de Salazar - Padre Claret,"Calle luis de Salazar, 16 ,",23,1,40.447417,-3.664926
547,547 - Rafaela Aparicio - Maruja Mallo,"Calle Rafaela Aparicio, 1 ,",27,12,40.47924,-3.631218
402,"402 - Berrocal, 9","Calle de Berrocal, 9 ,",27,2,40.344115,-3.67615
543,543 - Tomas Redondo,"Calle Tomás Redondo, 9 ,",23,11,40.471784,-3.629138
277,277 - Virgen del Puerto,"Paseo Virgen del Puerto, 27 ,",15,1,40.411622,-3.721178
272,272 - Tejo - Parque La Ronda,"Calle del Tejo, 22 ,",23,18,40.39663,-3.679186
282,282 - Parque Retiro - Puerta Reina Mercedes,"Avenida Menéndez Pelayo enfrente del nº33 ,",23,17,40.418133,-3.67878
1,1 - Metro Sol,"Calle Mayor , 6,",23,16,40.416465,-3.70541
263,263 - Gran Vía de San Francisco,"Avenida Gran Vía de San Francisco, 6,",23,8,40.408339,-3.712793
559,"559 - Calle Babilonia, 19","Calle Babilonia, 19,",23,18,40.46753,-3.588235
581,581 - Metro Peñagrande,"Camino de Ganapanes, 32-40 ,",24,6,40.47648,-3.716309
598,598 - Hospital Ramón y Cajal,"Calle San Modesto, 44,",24,6,40.485801,-3.69234
341,341 - Escalona - Seseña,"Calle Escalona, 2,",27,0,40.398346,-3.761823
346,346 - Metro Empalme,"Calle de Tembleque, 31 ,",24,4,40.390744,-3.766484
347,347 - Est. tren Mtra Justa Freire-Poli Aluche,"Avenida de las Aguilas, 27 ,",24,16,40.383554,-3.768603
528,528 - Albelda - Torrelaguna,"Calle Albelda, 6,",24,24,40.449422,-3.657367
312,312 - Metro Batán,"Paseo de la Venta, 1,",27,17,40.40775,-3.752856
321,321 - Metro Casa de Campo,"Carretera del zoo s/n (metro Casa de Campo) ,",27,13,40.40316,-3.761051
310,310 - Estación de tren de Aravaca,"Calle Rosas de Aravaca, s/n ,",23,18,40.449051,-3.784554
311,311 - C. Universitaria - F. Geografía e Histo,"Calle Profesor Aranguren, 1 ,",27,25,40.448553,-3.733574
283,283 - Museo Nacional del Prado,"Calle Felipe IV, 5 ,",23,17,40.415208,-3.691906
564,564 - IFEMA B,"Avenida Del Partenón, 18 ,",23,7,40.463861,-3.613867
468,468 - Caños de San Pedro - San Cipriano,"Calle Caños de San Pedro, 12,",23,10,40.402998,-3.60192
465,465 - Cordel de Pavones - Bulevar José Prat,"465 - Cordel de Pavones, 48,",24,15,40.397375,-3.619645
414,414 - Metro Villaverde Bajo-Cruce,"Calle Santa Petronila, 7 ,",24,4,40.350985,-3.692163
380,380 - Oca,"Calle de la Oca, 22 ,",24,14,40.389433,-3.733549
411,411 - Estación de tren de Villaverde Alto,"Calle Domingo Párraga, 38 ,",23,11,40.341753,-3.711818
354,354 - Jacinto Verdaguer - Lola de Membrives,"Calle Jacinto Verdaguer, 12 ,",24,5,40.395939,-3.716053
318,318 - C. Deportivo Mpal. José María Cagigal,"Calle Santa Pola, 22 ,",23,21,40.432051,-3.737028
549,549 - Francisco Pi y Maragall,"Avenida Francisco Pi y Margall, 29 ,",19,2,40.486635,-3.650354
279,"279 - Paseo de los Melancólicos, 1","Paseo de los Melancólicos, 1 ,",23,10,40.410445,-3.718482
407,"407 - Carmen de Burgos, 4","Calle Carmen de Burgos, 4,",23,7,40.357546,-3.684788
276,"276 - Paseo de las Yeserías, 15","Paseo de las Yeserías, 15,",23,12,40.399005,-3.709917
340,340 - Illescas - Seseña,"Calle Illescas, 1 ,",27,21,40.397098,-3.765698
342,342 - Osa de la Vega - Rafael Finat,"Calle Osa de la Vega, 1 ,",23,3,40.374979,-3.773381
381,381 - Alfredo Aleix - Mercedes Rodríguez,"Calle Alfredo Aleix, 9 ,",24,8,40.368477,-3.755392
444,"444 - Valderrebollo, 18","Calle Valderrebollo, 18 ,",23,22,40.374348,-3.627635
448,448 - Metro Las Suertes,"Avenida Del Ensanche de Vallecas, 80 ,",27,14,40.363376,-3.599352
472,472 - Metro Valdebernardo,"Calle de los Pinillas, 19,",27,4,40.398797,-3.621148
473,473 - Villablanca - Parque Forestal Vicálvaro,"Calle Villa Blanca, 85 ,",27,21,40.405,-3.59888
474,474 - Estación de tren de Vicálvaro,"Calle San Cipriano, 71 ,",27,10,40.402255,-3.596875
541,541 - Metro Pinar del Rey,"Avenida Gran Vía de Hortaleza, 68 ,",23,8,40.468271,-3.646859
546,546 - Andorra - Canillas,"Calle Andorra, 2 ,",23,5,40.462898,-3.646752
550,"550 - Príncipe Carlos, 54","Calle del Príncipe Carlos, 54 ,",23,2,40.494111,-3.656674
553,553 - María Portugal - Niceto Alcalá Zamora,"Calle María de Portugal, 44 ,",23,11,40.499909,-3.658921
601,601 - Estación de tren de Fuencarral,"Calle Antonio de Cabezón, s/n (Estacion Cercanías Fuencarral),",23,3,40.501559,-3.682469
603,"603 - Castiello de Jaca, 14","Calle Castiello de Jaca, nº14 ,",23,0,40.509198,-3.678203
607,607 - Metro Ligero - Palas de Rey,"Calle Valcarlos, nº20 ,Comunidad de Madrid España",27,21,40.505192,-3.664157
610,610 - Bardegueral,"Bardegueral nº16,Comunidad de Madrid España",23,7,40.450172,-3.77191
237,237 - Acueducto de Amaniel,"Calle Francisco Balseiro, 2 ,Comunidad de Madrid España",24,0,40.451682,-3.710274
262,262 - María de las Mercedes de Borbón B,"Calle María de las Mercedes de Borbón, 214,",23,9,40.492868,-3.620114
611,611 - María de las Mercedes de Borbón A,"Calle María de las Mercedes de Borbón, 98,",23,2,40.490908,-3.612107
176,176 - Plaza de la Beata María Ana de Jesús,"Calle Alicante, nº3 ,",0,0,40.394186,-3.693941
