PK,ID,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO
182794,wifi-madrid-182794,Oficina de Atención a la Ciudadanía.(OAC) Hortaleza. Línea Madrid,"Las Oficinas de Atención a la Ciudadanía de Línea Madrid son equipamientos del Ayuntamiento de Madrid en los que se puede solicitar información sobre la ciudad y realizar múltiples gestiones, requiriendo alguna de ellas de cita previa. Se puede solicitar cita a través de los siguientes canales de Línea Madrid:   En Línea: accediendo al sistema municipal de cita previa y posteriormente seleccionando la gestión deseada.  Telefónico: a través del teléfono gratuito 010, si llama desde la ciudad de Madrid, o del 914 800 010, si llama desde la ciudad de Madrid o desde fuera (se factura como cualquier otra llamada al municipio de Madrid, en función de las tarifas que tenga contratado el abonado llamante). Ambos teléfonos están operativos las 24 horas del día, los 7 días de la semana, los 365 días del año.  Redes sociales:   'X' (antiguo Twitter) @Lineamadrid.   Messenger de Facebook @Lineamadrid .    Chat en línea pulsando el icono &amp;ldquo;Chat on line Línea Madrid&amp;rdquo; que encontrará flotando en esta misma página.  Presencialmente en cualquiera de las Oficinas de Atención a la Ciudadanía.  Está prohibido el acceso de animales de compañía. Esta oficina cuenta con las siguientes ayudas de accesibilidad para personas con dificultades especiales:","Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del  de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'","Atención en otros idiomas:   De manera presencial:    Lengua de signos española  e inglés: 8:30 a 17 horas.   A través de videollamada:    Lengua de signos española, inglés, chino mandarín, árabe y rumano: 8:30 a 17 horas.   Zona wifi.",,,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0a8c8aa6bd91f010VgnVCM1000000b205a0aRCRD,CANILLAS,CARRETERA,V,2,MADRID,MADRID,28043,3,CANILLAS,16,HORTALEZA,444286,4479355,40.46300274233825,-3.6571450771648553,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,,OficinasMunicipalesRegistro
181203,wifi-madrid-181203,Oficina de Atención a la Ciudadanía.(OAC) Latina. Línea Madrid,"Las Oficinas de Atención a la Ciudadanía de Línea Madrid son equipamientos del Ayuntamiento de Madrid en los que se puede solicitar información sobre la ciudad y realizar múltiples gestiones, requiriendo alguna de ellas de cita previa. Se puede solicitar cita a través de los siguientes canales de Línea Madrid:   En Línea: accediendo al sistema municipal de cita previa y posteriormente seleccionando la gestión deseada.  Telefónico: a través del teléfono gratuito 010, si llama desde la ciudad de Madrid, o del 914 800 010, si llama desde la ciudad de Madrid o desde fuera (se factura como cualquier otra llamada al municipio de Madrid, en función de las tarifas que tenga contratado el abonado llamante). Ambos teléfonos están operativos las 24 horas del día, los 7 días de la semana, los 365 días del año.  Redes sociales:   'X' (antiguo Twitter) @Lineamadrid.   Messenger de Facebook @Lineamadrid .    Chat en línea pulsando el icono &amp;ldquo;Chat on line Línea Madrid&amp;rdquo; que encontrará flotando en esta misma página.  Presencialmente en cualquiera de las Oficinas de Atención a la Ciudadanía.  Está prohibido el acceso de animales de compañía. Esta oficina cuenta con las siguientes ayudas de accesibilidad para personas con dificultades especiales:","Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del  de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'","Atención en otros idiomas:   De manera presencial:    Lengua de signos española  e inglés: 8:30 a 17 horas.   A través de videollamada:    Lengua de signos española, inglés, chino mandarín, árabe y rumano: 8:30 a 17 horas.   Zona wifi.","Metro: Aluche (línea 5).  Cercanías Renfe: Maestra Justa Freire - Polideportivo Aluche (antigua estación de Fanjul)  (línea C5), Aluche (línea C5).",,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8bcc8aa6bd91f010VgnVCM1000000b205a0aRCRD,LAS AGUILAS,AVENIDA,V,2,MADRID,MADRID,28044,7,LAS AGUILAS,10,LATINA,435135,4470763,40.38493929920335,-3.7641963952601154,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,,OficinasMunicipalesRegistro
4618663,wifi-madrid-4618663,Oficina de Atención a la Ciudadanía.(OAC) Moncloa - Aravaca. Línea Madrid,"Las Oficinas de Atención a la Ciudadanía de Línea Madrid son equipamientos del Ayuntamiento de Madrid en los que se puede solicitar información sobre la ciudad y realizar múltiples gestiones, requiriendo alguna de ellas de cita previa. Se puede solicitar cita a través de los siguientes canales de Línea Madrid:   En Línea: accediendo al sistema municipal de cita previa y posteriormente seleccionando la gestión deseada.  Telefónico: a través del teléfono gratuito 010, si llama desde la ciudad de Madrid, o del 914 800 010, si llama desde la ciudad de Madrid o desde fuera (se factura como cualquier otra llamada al municipio de Madrid, en función de las tarifas que tenga contratado el abonado llamante). Ambos teléfonos están operativos las 24 horas del día, los 7 días de la semana, los 365 días del año.  Redes sociales:   'X' (antiguo Twitter) @Lineamadrid.   Messenger de Facebook @Lineamadrid .    Chat en línea pulsando el icono &amp;ldquo;Chat on line Línea Madrid&amp;rdquo; que encontrará flotando en esta misma página.  Presencialmente en cualquiera de las Oficinas de Atención a la Ciudadanía.  Está prohibido el acceso de animales de compañía. Esta oficina cuenta con las siguientes ayudas de accesibilidad para personas con dificultades especiales:","Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del  de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'","Atención en otros idiomas:   De manera presencial:    Lengua de signos española  e inglés: 8:30 a 17 horas.  Rumano, árabe y chino mandarín: 8:30 a 14:15 horas.   A través de videollamada:    Lengua de signos española, inglés, rumano, árabe y chino mandarín: 8:30 a 17 horas.   Zona wifi.","Metro: Moncloa (líneas 3, 6)",,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1d6607151bcf3110VgnVCM1000000b205a0aRCRD,MONCLOA,PLAZA,V,1,MADRID,MADRID,28008,2,ARGUELLES,9,MONCLOA-ARAVACA,439028,4476311,40.435209440386444,-3.718872513851534,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,,OficinasMunicipalesRegistro
180014,wifi-madrid-180014,Oficina de Atención a la Ciudadanía.(OAC) Moratalaz. Línea Madrid,"Las Oficinas de Atención a la Ciudadanía de Línea Madrid son equipamientos del Ayuntamiento de Madrid en los que se puede solicitar información sobre la ciudad y realizar múltiples gestiones, requieriendo alguna de ellas de cita previa. Se puede solicitar cita a través de los siguientes canales de Línea Madrid:   En Línea: accediendo al sistema municipal de cita previa y posteriormente seleccionando la gestión deseada.  Telefónico: a través del teléfono gratuito 010, si llama desde la ciudad de Madrid, o del 914 800 010, si llama desde la ciudad de Madrid o desde fuera (se factura como cualquier otra llamada al municipio de Madrid, en función de las tarifas que tenga contratado el abonado llamante). Ambos teléfonos están operativos las 24 horas del día, los 7 días de la semana, los 365 días del año.  Redes sociales:   'X' (antiguo Twitter) @Lineamadrid.   Messenger de Facebook @Lineamadrid .    Chat en línea pulsando el icono &amp;ldquo;Chat on line Línea Madrid&amp;rdquo; que encontrará flotando en esta misma página.  Presencialmente en cualquiera de las Oficinas de Atención a la Ciudadanía.  Está prohibido el acceso de animales de compañía. Esta oficina cuenta con las siguientes ayudas de accesibilidad para personas con dificultades especiales:","Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del  de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'","Atención en otros idiomas:   De manera presencial:    Lengua de signos española  e inglés: 8:30 a 17 horas.   A través de videollamada:    Lengua de signos española, inglés, chino mandarín, árabe y rumano: 8:30 a 17 horas.   Zona wifi.",Metro: Pavones (línea 9),,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e5d8aa6bd91f010VgnVCM1000000b205a0aRCRD,FUENTE CARRANTONA,CALLE,V,8,MADRID,MADRID,28030,1,PAVONES,14,MORATALAZ,445940,4472198,40.39864180232909,-3.6370281973682417,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,,OficinasMunicipalesRegistro
182199,wifi-madrid-182199,Oficina de Atención a la Ciudadanía.(OAC) Puente de Vallecas. Línea Madrid,"Las Oficinas de Atención a la Ciudadanía de Línea Madrid son equipamientos del Ayuntamiento de Madrid en los que se puede solicitar información sobre la ciudad y realizar múltiples gestiones, requiriendo alguna de ellas de cita previa. Se puede solicitar cita a través de los siguientes canales de Línea Madrid:   En Línea: accediendo al sistema municipal de cita previa y posteriormente seleccionando la gestión deseada.  Telefónico: a través del teléfono gratuito 010, si llama desde la ciudad de Madrid, o del 914 800 010, si llama desde la ciudad de Madrid o desde fuera (se factura como cualquier otra llamada al municipio de Madrid, en función de las tarifas que tenga contratado el abonado llamante). Ambos teléfonos están operativos las 24 horas del día, los 7 días de la semana, los 365 días del año.  Redes sociales:   'X' (antiguo Twitter) @Lineamadrid.   Messenger de Facebook @Lineamadrid .    Chat en línea pulsando el icono &amp;ldquo;Chat on line Línea Madrid&amp;rdquo; que encontrará flotando en esta misma página.  Presencialmente en cualquiera de las Oficinas de Atención a la Ciudadanía.  Está prohibido el acceso de animales de compañía. Esta oficina cuenta con las siguientes ayudas de accesibilidad para personas con dificultades especiales:","Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del  de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'","Atención en otros idiomas:   De manera presencial:    Lengua de signos española  e inglés: 8:30 a 17 horas.  Rumano, árabe y chino mandarín: 8:30 a 14:15 horas.   A través de videollamada:    Lengua de signos española, inglés, rumano, árabe y chino mandarín: 8:30 a 17 horas.   Zona wifi.","Metro: Nueva Numancia (línea 1), Puente de Vallecas (línea 1)",,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ced8aa6bd91f010VgnVCM1000000b205a0aRCRD,ALBUFERA,AVENIDA,V,42,MADRID,MADRID,28038,2,SAN DIEGO,13,PUENTE DE VALLECAS,443451,4471996,40.39665462054556,-3.6663371141497607,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,,OficinasMunicipalesRegistro
180011,wifi-madrid-180011,Oficina de Atención a la Ciudadanía.(OAC) Retiro. Línea Madrid,"Las Oficinas de Atención a la Ciudadanía de Línea Madrid son equipamientos del Ayuntamiento de Madrid en los que se puede solicitar información sobre la ciudad y realizar múltiples gestiones, requiriendo alguna de ellas de cita previa. Se puede solicitar cita a través de los siguientes canales de Línea Madrid:   En Línea: accediendo al sistema municipal de cita previa y posteriormente seleccionando la gestión deseada.  Telefónico: a través del teléfono gratuito 010, si llama desde la ciudad de Madrid, o del 914 800 010, si llama desde la ciudad de Madrid o desde fuera (se factura como cualquier otra llamada al municipio de Madrid, en función de las tarifas que tenga contratado el abonado llamante). Ambos teléfonos están operativos las 24 horas del día, los 7 días de la semana, los 365 días del año.  Redes sociales:   'X' (antiguo Twitter) @Lineamadrid.   Messenger de Facebook @Lineamadrid .    Chat en línea pulsando el icono &amp;ldquo;Chat on line Línea Madrid&amp;rdquo; que encontrará flotando en esta misma página.  Presencialmente en cualquiera de las Oficinas de Atención a la Ciudadanía.  Está prohibido el acceso de animales de compañía. Esta oficina cuenta con las siguientes ayudas de accesibilidad para personas con dificultades especiales:","Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del  de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'","Atención en otros idiomas:   De manera presencial:    Lengua de signos española  e inglés: 8:30 a 17 horas.   A través de videollamada:    Lengua de signos española, inglés, chino mandarín, árabe y rumano: 8:30 a 17 horas.   Zona wifi.","Metro: Pacífico (líneas 1, 6)",,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a74e8aa6bd91f010VgnVCM1000000b205a0aRCRD,DAOIZ Y VELARDE,PLAZA,V,1,MADRID,MADRID,28007,1,PACIFICO,3,RETIRO,442514,4472633,40.40232608747992,-3.6774411939274305,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,,OficinasMunicipalesRegistro
180854,wifi-madrid-180854,Oficina de Atención a la Ciudadanía.(OAC) Salamanca. Línea Madrid,"Las Oficinas de Atención a la Ciudadanía de Línea Madrid son equipamientos del Ayuntamiento de Madrid en los que se puede solicitar información sobre la ciudad y realizar múltiples gestiones, requiriendo alguna de ellas de cita previa. Se puede solicitar cita a través de los siguientes canales de Línea Madrid:   En Línea: accediendo al sistema municipal de cita previa y posteriormente seleccionando la gestión deseada.  Telefónico: a través del teléfono gratuito 010, si llama desde la ciudad de Madrid, o del 914 800 010, si llama desde la ciudad de Madrid o desde fuera (se factura como cualquier otra llamada al municipio de Madrid, en función de las tarifas que tenga contratado el abonado llamante). Ambos teléfonos están operativos las 24 horas del día, los 7 días de la semana, los 365 días del año.  Redes sociales:   'X' (antiguo Twitter) @Lineamadrid.   Messenger de Facebook @Lineamadrid .    Chat en línea pulsando el icono &amp;ldquo;Chat on line Línea Madrid&amp;rdquo; que encontrará flotando en esta misma página.  Presencialmente en cualquiera de las Oficinas de Atención a la Ciudadanía.  Está prohibido el acceso de animales de compañía. Esta oficina cuenta con las siguientes ayudas de accesibilidad para personas con dificultades especiales:","Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del  de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'","Atención en otros idiomas:   De manera presencial:    Lengua de signos española  e inglés: 8:30 a 17 horas.   A través de videollamada:    Lengua de signos española, inglés, chino mandarín, árabe y rumano: 8:30 a 17 horas.   Zona wifi.","Metro: Velázquez (línea 4), Serrano (línea 4)",,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3ae8aa6bd91f010VgnVCM1000000b205a0aRCRD,VELAZQUEZ,CALLE,V,52,MADRID,MADRID,28001,1,RECOLETOS,4,SALAMANCA,441999,4475412,40.427330008921025,-3.6837590047727184,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,,OficinasMunicipalesRegistro
183637,wifi-madrid-183637,Oficina de Atención a la Ciudadanía.(OAC) San Blas - Canillejas. Línea Madrid,"Las Oficinas de Atención a la Ciudadanía de Línea Madrid son equipamientos del Ayuntamiento de Madrid en los que se puede solicitar información sobre la ciudad y realizar múltiples gestiones, requiriendo alguna de ellas de cita previa. Se puede solicitar cita a través de los siguientes canales de Línea Madrid:   En Línea: accediendo al sistema municipal de cita previa y posteriormente seleccionando la gestión deseada.  Telefónico: a través del teléfono gratuito 010, si llama desde la ciudad de Madrid, o del 914 800 010, si llama desde la ciudad de Madrid o desde fuera (se factura como cualquier otra llamada al municipio de Madrid, en función de las tarifas que tenga contratado el abonado llamante). Ambos teléfonos están operativos las 24 horas del día, los 7 días de la semana, los 365 días del año.  Redes sociales:   'X' (antiguo Twitter) @Lineamadrid.   Messenger de Facebook @Lineamadrid .    Chat en línea pulsando el icono &amp;ldquo;Chat on line Línea Madrid&amp;rdquo; que encontrará flotando en esta misma página.  Presencialmente en cualquiera de las Oficinas de Atención a la Ciudadanía.  Está prohibido el acceso de animales de compañía. Esta oficina cuenta con las siguientes ayudas de accesibilidad para personas con dificultades especiales:","Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del  de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'","Atención en otros idiomas:   De manera presencial:    Lengua de signos española  e inglés: 8:30 a 17 horas.   A través de videollamada:    Lengua de signos española, inglés, chino mandarín, árabe y rumano: 8:30 a 17 horas.   Zona wifi.",Metro: Las Musas (línea 7),,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e2fe8aa6bd91f010VgnVCM1000000b205a0aRCRD,ARCENTALES,AVENIDA,V,28,MADRID,MADRID,28022,5,ROSAS,20,SAN BLAS-CANILLEJAS,448293,4476167,40.43454472956917,-3.609623751691297,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,,OficinasMunicipalesRegistro
4533790,wifi-madrid-4533790,Oficina de Atención a la Ciudadanía.(OAC) Tetuán. Línea Madrid,"Las Oficinas de Atención a la Ciudadanía de Línea Madrid son equipamientos del Ayuntamiento de Madrid en los que se puede solicitar información sobre la ciudad y realizar múltiples gestiones, requiriendo alguna de ellas de cita previa. Se puede solicitar cita a través de los siguientes canales de Línea Madrid:   En Línea: accediendo al sistema municipal de cita previa y posteriormente seleccionando la gestión deseada.  Telefónico: a través del teléfono gratuito 010, si llama desde la ciudad de Madrid, o del 914 800 010, si llama desde la ciudad de Madrid o desde fuera (se factura como cualquier otra llamada al municipio de Madrid, en función de las tarifas que tenga contratado el abonado llamante). Ambos teléfonos están operativos las 24 horas del día, los 7 días de la semana, los 365 días del año.  Redes sociales:   'X' (antiguo Twitter) @Lineamadrid.   Messenger de Facebook @Lineamadrid .    Chat en línea pulsando el icono &amp;ldquo;Chat on line Línea Madrid&amp;rdquo; que encontrará flotando en esta misma página.  Presencialmente en cualquiera de las Oficinas de Atención a la Ciudadanía.  Está prohibido el acceso de animales de compañía. Esta oficina cuenta con las siguientes ayudas de accesibilidad para personas con dificultades especiales:","Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del  de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'","Atención en otros idiomas:   De manera presencial:    Lengua de signos española  e inglés: 8:30 a 17 horas.   A través de videollamada:    Lengua de signos española, inglés, chino mandarín, árabe y rumano: 8:30 a 17 horas.   Zona wifi.",Metro: Valdeacederas (línea 1),,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=567c1b7dd5621110VgnVCM2000000c205a0aRCRD,SIMANCAS,CALLE,V,6,MADRID,MADRID,28029,4,ALMENARA,6,TETUAN,441161,4479680,40.465712459445,-3.6940418104349586,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,,OficinasMunicipalesRegistro
181625,wifi-madrid-181625,Oficina de Atención a la Ciudadanía.(OAC) Usera. Línea Madrid,"Las Oficinas de Atención a la Ciudadanía de Línea Madrid son equipamientos del Ayuntamiento de Madrid en los que se puede solicitar información sobre la ciudad y realizar múltiples gestiones, requiriendo alguna de ellas de cita previa. Se puede solicitar cita a través de los siguientes canales de Línea Madrid:   En Línea: accediendo al sistema municipal de cita previa y posteriormente seleccionando la gestión deseada.  Telefónico: a través del teléfono gratuito 010, si llama desde la ciudad de Madrid, o del 914 800 010, si llama desde la ciudad de Madrid o desde fuera (se factura como cualquier otra llamada al municipio de Madrid, en función de las tarifas que tenga contratado el abonado llamante). Ambos teléfonos están operativos las 24 horas del día, los 7 días de la semana, los 365 días del año.  Redes sociales:   'X' (antiguo Twitter) @Lineamadrid.   Messenger de Facebook @Lineamadrid .    Chat en línea pulsando el icono &amp;ldquo;Chat on line Línea Madrid&amp;rdquo; que encontrará flotando en esta misma página.  Presencialmente en cualquiera de las Oficinas de Atención a la Ciudadanía.  Está prohibido el acceso de animales de compañía. Esta oficina cuenta con las siguientes ayudas de accesibilidad para personas con dificultades especiales:","Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del  de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'","Atención en otros idiomas:   De manera presencial:    Lengua de signos española  e inglés: 8:30 a 17 horas.  Rumano, árabe y chino mandarín: 8:30 a 14:15 horas.   A través de videollamada:    Lengua de signos española, inglés, rumano, árabe y chino mandarín: 8:30 a 17 horas.   Zona wifi.",Consulta los siguientes enlaces,,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf6f8aa6bd91f010VgnVCM1000000b205a0aRCRD,RAFAELA YBARRA,AVENIDA,V,41,MADRID,MADRID,28026,7,PRADOLONGO,12,USERA,439660,4470442,40.3823867401053,-3.710861696949648,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,,OficinasMunicipalesRegistro
183881,wifi-madrid-183881,Oficina de Atención a la Ciudadanía.(OAC) Vicálvaro. Línea Madrid,"Las Oficinas de Atención a la Ciudadanía de Línea Madrid son equipamientos del Ayuntamiento de Madrid en los que se puede solicitar información sobre la ciudad y realizar múltiples gestiones, requiriendo alguna de ellas de cita previa. Se puede solicitar cita a través de los siguientes canales de Línea Madrid:   En Línea: accediendo al sistema municipal de cita previa y posteriormente seleccionando la gestión deseada.  Telefónico: a través del teléfono gratuito 010, si llama desde la ciudad de Madrid, o del 914 800 010, si llama desde la ciudad de Madrid o desde fuera (se factura como cualquier otra llamada al municipio de Madrid, en función de las tarifas que tenga contratado el abonado llamante). Ambos teléfonos están operativos las 24 horas del día, los 7 días de la semana, los 365 días del año.  Redes sociales:   'X' (antiguo Twitter) @Lineamadrid.   Messenger de Facebook @Lineamadrid .    Chat en línea pulsando el icono &amp;ldquo;Chat on line Línea Madrid&amp;rdquo; que encontrará flotando en esta misma página.  Presencialmente en cualquiera de las Oficinas de Atención a la Ciudadanía.  Está prohibido el acceso de animales de compañía. Esta oficina cuenta con las siguientes ayudas de accesibilidad para personas con dificultades especiales:","Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del  de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'","Atención en otros idiomas:   De manera presencial:    Lengua de signos española  e inglés: 8:30 a 17 horas.   A través de videollamada:    Lengua de signos española, inglés, chino mandarín, árabe y rumano: 8:30 a 17 horas.   Zona wifi.",Metro: San Cipriano (línea 9),,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1eef8aa6bd91f010VgnVCM1000000b205a0aRCRD,DON ANTONIO DE ANDRES,PLAZA,V,18,MADRID,MADRID,28032,1,CASCO H.VICALVARO,19,VICALVARO,448578,4472583,40.402274421503414,-3.605974909947404,No se proporciona información telefónica. El teléfono de atención a la ciudadanía es el 010 (desde fuera del municipio de Madrid: 914 800 010),,,OficinasMunicipalesRegistro
