FID,ID_ESTACIO_LINIA,CODI_ESTACIO_LINIA,ID_GRUP_ESTACIO,CODI_GRUP_ESTACIO,ID_ESTACIO,CODI_ESTACIO,NOM_ESTACIO,ORDRE_ESTACIO,ID_LINIA,CODI_LINIA,NOM_LINIA,ORDRE_LINIA,ID_TIPUS_SERVEI,DESC_SERVEI,ORIGEN_SERVEI,DESTI_SERVEI,ID_TIPUS_ACCESSIBILITAT,NOM_TIPUS_ACCESSIBILITAT,ID_TIPUS_ESTAT,NOM_TIPUS_ESTAT,DATA_INAUGURACIO,DATA,COLOR_LINIA,PICTO,PICTO_GRUP,GEOMETRY
ESTACIONS_LINIA.fid-7a44afe8_199b4d942e2_-13d8,507,1058,958,6660958,339,958,Ildefons Cerdà,7,13,101,L10S,14,1,ZAL | Riu Vell - Collblanc,ZAL – Riu Vell (Barcelona Metro),Collblanc,1,Accessible,1,Operatiu,2019-11-23,2025-10-05,00A6D6,L10S,L10S,POINT (2.1323149668540133 41.36313727354129)
ESTACIONS_LINIA.fid-7a44afe8_199b4d942e2_-13d7,508,1059,959,6660959,340,959,Provençana,8,13,101,L10S,14,1,ZAL | Riu Vell - Collblanc,ZAL – Riu Vell (Barcelona Metro),Collblanc,1,Accessible,1,Operatiu,2019-03-02,2025-10-05,00A6D6,L10S,L10S,POINT (2.124099793279222 41.36135378238542)
ESTACIONS_LINIA.fid-7a44afe8_199b4d942e2_-13d6,509,1014,914,6660914,326,914,Can Tries | Gornal,9,13,101,L10S,14,1,ZAL | Riu Vell - Collblanc,ZAL – Riu Vell (Barcelona Metro),Collblanc,1,Accessible,1,Operatiu,2016-02-13,2025-10-05,00A6D6,L9SL10S,L9SL10S,POINT (2.117992580878504 41.36089363267124)
ESTACIONS_LINIA.fid-7a44afe8_199b4d942e2_-13d5,510,1015,117,6660117,328,915,Torrassa,10,13,101,L10S,14,1,ZAL | Riu Vell - Collblanc,ZAL – Riu Vell (Barcelona Metro),Collblanc,1,Accessible,1,Operatiu,2016-02-13,2025-10-05,00A6D6,L9SL10S,L1L9SL10S,POINT (2.115756109944362 41.36822261856938)
ESTACIONS_LINIA.fid-7a44afe8_199b4d942e2_-13d4,511,1016,515,6660515,329,916,Collblanc,11,13,101,L10S,14,1,ZAL | Riu Vell - Collblanc,ZAL – Riu Vell (Barcelona Metro),Collblanc,1,Accessible,1,Operatiu,2016-02-13,2025-10-05,00A6D6,L9SL10S,L5L9SL10S,POINT (2.11839717448588 41.37605647512773)
ESTACIONS_LINIA.fid-7a44afe8_199b4d942e2_-13d3,151,1136,339,6660339,65,1136,Trinitat Nova,1,7,11,L11,15,1,Trinitat Nova - Can Cuiàs,Trinitat Nova,Can Cui脿s,1,Accessible,1,Operatiu,2003-12-15,2025-10-05,89B94C,L11,L3L4L11,POINT (2.1831995355623732 41.44989974745443)
ESTACIONS_LINIA.fid-7a44afe8_199b4d942e2_-13d2,146,1137,1137,6661137,60,1137,Casa de l'Aigua,2,7,11,L11,15,1,Trinitat Nova - Can Cuiàs,Trinitat Nova,Can Cui脿s,1,Accessible,1,Operatiu,2003-12-15,2025-10-05,89B94C,L11,L11,POINT (2.1848396459573656 41.451277844017426)
ESTACIONS_LINIA.fid-7a44afe8_199b4d942e2_-13d1,88,1138,1138,6661138,2,1138,Torre Baró-Vallbona,3,7,11,L11,15,1,Trinitat Nova - Can Cuiàs,Trinitat Nova,Can Cui脿s,1,Accessible,1,Operatiu,2003-12-15,2025-10-05,89B94C,L11,L11,POINT (2.1798835778205032 41.45919574810995)
ESTACIONS_LINIA.fid-7a44afe8_199b4d942e2_-13d0,203,1139,1139,6661139,126,1139,Ciutat Meridiana,4,7,11,L11,15,1,Trinitat Nova - Can Cuiàs,Trinitat Nova,Can Cui脿s,1,Accessible,1,Operatiu,2003-12-15,2025-10-05,89B94C,L11,L11,POINT (2.174649879224937 41.46080820561607)
ESTACIONS_LINIA.fid-7a44afe8_199b4d942e2_-13cf,87,1140,1140,6661140,1,1140,Can Cuiàs,5,7,11,L11,15,1,Trinitat Nova - Can Cuiàs,Trinitat Nova,Can Cui脿s,1,Accessible,1,Operatiu,2003-12-15,2025-10-05,89B94C,L11,L11,POINT (2.173059363097836 41.46241309910048)
ESTACIONS_LINIA.fid-7a44afe8_199b4d942e2_-13ce,97,9901,210,6660210,11,9901,Paral·lel,1,1,99,FM,16,1,Paral·lel - Parc de Montjuïc,Paral·lel,Parc de Montju茂c,1,Accessible,1,Operatiu,1928-10-24,2025-10-05,004C38,FM,L2L3FM,POINT (2.168853176999821 41.37384752700368)
ESTACIONS_LINIA.fid-7a44afe8_199b4d942e2_-13cd,98,9902,9902,6669902,12,9902,Parc de Montjuïc (Barcelona Metro),2,1,99,FM,16,1,Paral·lel - Parc de Montjuïc,Paral·lel,Parc de Montju茂c,1,Accessible,1,Operatiu,1928-10-24,2025-10-05,004C38,FM,FM,POINT (2.163268768163695 41.36895607486559)
