TIPO DE TRANSPORTE;Ciudad;Viajeros y tasas;Periodo;Total
Transporte urbano regular por autobús;46250 València;Variación anual;2020M09;-43
Transporte urbano regular por autobús;46250 València;Variación anual;2020M08;-40,6
Transporte urbano regular por autobús;46250 València;Variación anual;2020M07;-44,7
Transporte urbano regular por autobús;46250 València;Variación anual;2020M06;-57
Transporte urbano regular por autobús;46250 València;Variación anual;2020M05;-83,6
Transporte urbano regular por autobús;46250 València;Variación anual;2020M04;-92,5
Transporte urbano regular por autobús;46250 València;Variación anual;2020M03;-55,8
Transporte urbano regular por autobús;46250 València;Variación anual;2020M02;5,9
Transporte urbano regular por autobús;46250 València;Variación anual;2020M01;-2,2
Transporte urbano regular por autobús;46250 València;Variación anual;2019M12;1,2
Transporte urbano regular por autobús;46250 València;Variación anual;2019M11;0,6
Transporte urbano regular por autobús;46250 València;Variación anual;2019M10;5,6
Transporte urbano regular por autobús;46250 València;Variación anual;2019M09;1,7
Transporte urbano regular por autobús;46250 València;Variación anual;2019M08;0,8
Transporte urbano regular por autobús;46250 València;Variación anual;2019M07;2
Transporte urbano regular por autobús;46250 València;Variación anual;2019M06;-3,6
Transporte urbano regular por autobús;46250 València;Variación anual;2019M05;-0,2
Transporte urbano regular por autobús;46250 València;Variación anual;2019M04;-2,4
Transporte urbano regular por autobús;46250 València;Variación anual;2019M03;2,8
Transporte urbano regular por autobús;46250 València;Variación anual;2019M02;-0,4
Transporte urbano regular por autobús;46250 València;Variación anual;2019M01;1,5
Transporte urbano regular por autobús;46250 València;Variación anual;2018M12;4,3
Transporte urbano regular por autobús;46250 València;Variación anual;2018M11;-0,8
Transporte urbano regular por autobús;46250 València;Variación anual;2018M10;0,9
Transporte urbano regular por autobús;46250 València;Variación anual;2018M09;-1,5
Transporte urbano regular por autobús;46250 València;Variación anual;2018M08;2,6
Transporte urbano regular por autobús;46250 València;Variación anual;2018M07;4
Transporte urbano regular por autobús;46250 València;Variación anual;2018M06;-0,7
Transporte urbano regular por autobús;46250 València;Variación anual;2018M05;0,2
Transporte urbano regular por autobús;46250 València;Variación anual;2018M04;9,4
Transporte urbano regular por autobús;46250 València;Variación anual;2018M03;-8,2
Transporte urbano regular por autobús;46250 València;Variación anual;2018M02;-1,6
Transporte urbano regular por autobús;46250 València;Variación anual;2018M01;3,4
Transporte urbano regular por autobús;46250 València;Variación anual;2017M12;-1,5
Transporte urbano regular por autobús;46250 València;Variación anual;2017M11;1,4
Transporte urbano regular por autobús;46250 València;Variación anual;2017M10;-0,6
Transporte urbano regular por autobús;46250 València;Variación anual;2017M09;-1,1
Transporte urbano regular por autobús;46250 València;Variación anual;2017M08;1,2
Transporte urbano regular por autobús;46250 València;Variación anual;2017M07;1,9
Transporte urbano regular por autobús;46250 València;Variación anual;2017M06;2,6
Transporte urbano regular por autobús;46250 València;Variación anual;2017M05;4,2
Transporte urbano regular por autobús;46250 València;Variación anual;2017M04;-9,8
Transporte urbano regular por autobús;46250 València;Variación anual;2017M03;19
Transporte urbano regular por autobús;46250 València;Variación anual;2017M02;11,2
Transporte urbano regular por autobús;46250 València;Variación anual;2017M01;8,2
Transporte urbano regular por autobús;46250 València;Variación anual;2016M12;4,4
Transporte urbano regular por autobús;46250 València;Variación anual;2016M11;8
Transporte urbano regular por autobús;46250 València;Variación anual;2016M10;9,1
Transporte urbano regular por autobús;46250 València;Variación anual;2016M09;9,6
Transporte urbano regular por autobús;46250 València;Variación anual;2016M08;13,7
Transporte urbano regular por autobús;46250 València;Variación anual;2016M07;3,9
Transporte urbano regular por autobús;46250 València;Variación anual;2016M06;6,1
Transporte urbano regular por autobús;46250 València;Variación anual;2016M05;7,8
Transporte urbano regular por autobús;46250 València;Variación anual;2016M04;11,3
Transporte urbano regular por autobús;46250 València;Variación anual;2016M03;-3,5
Transporte urbano regular por autobús;46250 València;Variación anual;2016M02;-1
Transporte urbano regular por autobús;46250 València;Variación anual;2016M01;-1
Transporte urbano regular por autobús;46250 València;Variación anual;2015M12;-1,1
Transporte urbano regular por autobús;46250 València;Variación anual;2015M11;3,4
Transporte urbano regular por autobús;46250 València;Variación anual;2015M10;-3,6
Transporte urbano regular por autobús;46250 València;Variación anual;2015M09;0,4
Transporte urbano regular por autobús;46250 València;Variación anual;2015M08;5
Transporte urbano regular por autobús;46250 València;Variación anual;2015M07;1,2
Transporte urbano regular por autobús;46250 València;Variación anual;2015M06;4
Transporte urbano regular por autobús;46250 València;Variación anual;2015M05;0
Transporte urbano regular por autobús;46250 València;Variación anual;2015M04;0,6
Transporte urbano regular por autobús;46250 València;Variación anual;2015M03;0,6
Transporte urbano regular por autobús;46250 València;Variación anual;2015M02;-0,3
Transporte urbano regular por autobús;46250 València;Variación anual;2015M01;-2,3
Transporte urbano regular por autobús;46250 València;Variación anual;2014M12;4,2
Transporte urbano regular por autobús;46250 València;Variación anual;2014M11;1,3
Transporte urbano regular por autobús;46250 València;Variación anual;2014M10;1,7
Transporte urbano regular por autobús;46250 València;Variación anual;2014M09;4,8
Transporte urbano regular por autobús;46250 València;Variación anual;2014M08;1,1
Transporte urbano regular por autobús;46250 València;Variación anual;2014M07;1,6
Transporte urbano regular por autobús;46250 València;Variación anual;2014M06;2,1
Transporte urbano regular por autobús;46250 València;Variación anual;2014M05;-0,8
Transporte urbano regular por autobús;46250 València;Variación anual;2014M04;-1,5
Transporte urbano regular por autobús;46250 València;Variación anual;2014M03;4,9
Transporte urbano regular por autobús;46250 València;Variación anual;2014M02;3,3
Transporte urbano regular por autobús;46250 València;Variación anual;2014M01;0,1
Transporte urbano regular por autobús;46250 València;Variación anual;2013M12;1,5
Transporte urbano regular por autobús;46250 València;Variación anual;2013M11;0,6
Transporte urbano regular por autobús;46250 València;Variación anual;2013M10;2,4
Transporte urbano regular por autobús;46250 València;Variación anual;2013M09;3,4
Transporte urbano regular por autobús;46250 València;Variación anual;2013M08;-3,5
Transporte urbano regular por autobús;46250 València;Variación anual;2013M07;2,1
Transporte urbano regular por autobús;46250 València;Variación anual;2013M06;-0,2
Transporte urbano regular por autobús;46250 València;Variación anual;2013M05;-1,4
Transporte urbano regular por autobús;46250 València;Variación anual;2013M04;8
Transporte urbano regular por autobús;46250 València;Variación anual;2013M03;-7,1
Transporte urbano regular por autobús;46250 València;Variación anual;2013M02;-6,9
Transporte urbano regular por autobús;46250 València;Variación anual;2013M01;-3,7
Transporte urbano regular por autobús;46250 València;Variación anual;2012M12;""
Transporte urbano regular por autobús;46250 València;Variación anual;2012M11;""
Transporte urbano regular por autobús;46250 València;Variación anual;2012M10;""
Transporte urbano regular por autobús;46250 València;Variación anual;2012M09;""
Transporte urbano regular por autobús;46250 València;Variación anual;2012M08;""
Transporte urbano regular por autobús;46250 València;Variación anual;2012M07;""
Transporte urbano regular por autobús;46250 València;Variación anual;2012M06;""
Transporte urbano regular por autobús;46250 València;Variación anual;2012M05;""
Transporte urbano regular por autobús;46250 València;Variación anual;2012M04;""
Transporte urbano regular por autobús;46250 València;Variación anual;2012M03;""
Transporte urbano regular por autobús;46250 València;Variación anual;2012M02;""
Transporte urbano regular por autobús;46250 València;Variación anual;2012M01;""
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2025M07;6
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2025M06;5,6
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2025M05;5
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2025M04;5,6
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2025M03;7,1
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2025M02;8,9
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2025M01;11,9
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2024M12;15,8
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2024M11;15,9
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2024M10;16
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2024M09;16,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2024M08;17,1
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2024M07;17
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2024M06;16,9
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2024M05;18,5
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2024M04;19,1
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2024M03;17
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2024M02;23
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2024M01;19,6
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2023M12;29,6
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2023M11;30,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2023M10;31,6
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2023M09;32,4
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2023M08;33,9
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2023M07;34,9
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2023M06;36,1
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2023M05;37,3
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2023M04;39,6
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2023M03;42,6
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2023M02;45,2
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2023M01;45
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2022M12;31,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2022M11;32,3
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2022M10;33,6
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2022M09;35,5
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2022M08;37,6
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2022M07;39
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2022M06;41,9
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2022M05;46,1
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2022M04;50,1
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2022M03;53,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2022M02;55,5
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2022M01;53,3
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2021M12;12,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2021M11;11,6
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2021M10;8,8
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2021M09;6,2
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2021M08;3,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2021M07;1,8
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2021M06;-0,5
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2021M05;-9,1
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2021M04;-27,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2021M03;-46
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2021M02;-59,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2021M01;-58,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2020M12;-46,5
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2020M11;-46,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2020M10;-46,6
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2020M09;-46,4
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2020M08;-46,9
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2020M07;-47,5
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2020M06;-47,9
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2020M05;-46,1
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2020M04;-35,8
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2020M03;-18,4
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2020M02;1,8
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2020M01;-2,2
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2019M12;0,8
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2019M11;0,8
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2019M10;0,8
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2019M09;0,2
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2019M08;0
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2019M07;-0,1
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2019M06;-0,4
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2019M05;0,3
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2019M04;0,4
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2019M03;1,4
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2019M02;0,6
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2019M01;1,5
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2018M12;0,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2018M11;0,4
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2018M10;0,5
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2018M09;0,5
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2018M08;0,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2018M07;0,5
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2018M06;0
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2018M05;0,2
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2018M04;0,1
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2018M03;-2,5
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2018M02;0,9
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2018M01;3,4
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2017M12;3
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2017M11;3,4
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2017M10;3,6
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2017M09;4,1
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2017M08;4,8
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2017M07;5,2
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2017M06;5,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2017M05;6,4
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2017M04;7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2017M03;12,9
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2017M02;9,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2017M01;8,2
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2016M12;5,4
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2016M11;5,5
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2016M10;5,3
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2016M09;4,8
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2016M08;4,2
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2016M07;3,3
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2016M06;3,2
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2016M05;2,6
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2016M04;1,3
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2016M03;-1,9
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2016M02;-1
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2016M01;-1
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2015M12;0,5
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2015M11;0,6
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2015M10;0,3
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2015M09;0,8
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2015M08;0,9
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2015M07;0,5
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2015M06;0,4
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2015M05;-0,3
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2015M04;-0,3
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2015M03;-0,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2015M02;-1,3
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2015M01;-2,3
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2014M12;1,9
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2014M11;1,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2014M10;1,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2014M09;1,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2014M08;1,3
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2014M07;1,4
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2014M06;1,3
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2014M05;1,2
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2014M04;1,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2014M03;2,8
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2014M02;1,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2014M01;0,1
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2013M12;-0,5
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2013M11;-0,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2013M10;-0,8
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2013M09;-1,2
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2013M08;-1,8
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2013M07;-1,6
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2013M06;-2,2
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2013M05;-2,5
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2013M04;-2,9
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2013M03;-5,9
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2013M02;-5,3
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2013M01;-3,7
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2012M12;""
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2012M11;""
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2012M10;""
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2012M09;""
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2012M08;""
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2012M07;""
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2012M06;""
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2012M05;""
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2012M04;""
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2012M03;""
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2012M02;""
Transporte urbano regular por autobús;46250 València;Variación de la media en lo que va de año;2012M01;""
Urbano por metro;08019 Barcelona;Viajeros transportados;2025M07;38.100
Urbano por metro;08019 Barcelona;Viajeros transportados;2025M06;39.016
Urbano por metro;08019 Barcelona;Viajeros transportados;2025M05;43.479
Urbano por metro;08019 Barcelona;Viajeros transportados;2025M04;39.634
Urbano por metro;08019 Barcelona;Viajeros transportados;2025M03;43.630
Urbano por metro;08019 Barcelona;Viajeros transportados;2025M02;39.197
Urbano por metro;08019 Barcelona;Viajeros transportados;2025M01;39.663
Urbano por metro;08019 Barcelona;Viajeros transportados;2024M12;39.443
Urbano por metro;08019 Barcelona;Viajeros transportados;2024M11;41.212
Urbano por metro;08019 Barcelona;Viajeros transportados;2024M10;44.357
Urbano por metro;08019 Barcelona;Viajeros transportados;2024M09;37.216
Urbano por metro;08019 Barcelona;Viajeros transportados;2024M08;28.584
Urbano por metro;08019 Barcelona;Viajeros transportados;2024M07;36.047
Urbano por metro;08019 Barcelona;Viajeros transportados;2024M06;38.748
Urbano por metro;08019 Barcelona;Viajeros transportados;2024M05;43.230
Urbano por metro;08019 Barcelona;Viajeros transportados;2024M04;42.035
Urbano por metro;08019 Barcelona;Viajeros transportados;2024M03;39.916
Urbano por metro;08019 Barcelona;Viajeros transportados;2024M02;39.741
Urbano por metro;08019 Barcelona;Viajeros transportados;2024M01;38.137
Urbano por metro;08019 Barcelona;Viajeros transportados;2023M12;36.681
Urbano por metro;08019 Barcelona;Viajeros transportados;2023M11;40.285
Urbano por metro;08019 Barcelona;Viajeros transportados;2023M10;40.909
Urbano por metro;08019 Barcelona;Viajeros transportados;2023M09;36.373
Urbano por metro;08019 Barcelona;Viajeros transportados;2023M08;28.067
Urbano por metro;08019 Barcelona;Viajeros transportados;2023M07;33.511
Urbano por metro;08019 Barcelona;Viajeros transportados;2023M06;36.969
Urbano por metro;08019 Barcelona;Viajeros transportados;2023M05;40.778
Urbano por metro;08019 Barcelona;Viajeros transportados;2023M04;36.635
Urbano por metro;08019 Barcelona;Viajeros transportados;2023M03;40.395
Urbano por metro;08019 Barcelona;Viajeros transportados;2023M02;34.925
Urbano por metro;08019 Barcelona;Viajeros transportados;2023M01;34.543
Urbano por metro;08019 Barcelona;Viajeros transportados;2022M12;33.384
Urbano por metro;08019 Barcelona;Viajeros transportados;2022M11;35.955
Urbano por metro;08019 Barcelona;Viajeros transportados;2022M10;36.244
Urbano por metro;08019 Barcelona;Viajeros transportados;2022M09;33.021
Urbano por metro;08019 Barcelona;Viajeros transportados;2022M08;23.873
Urbano por metro;08019 Barcelona;Viajeros transportados;2022M07;29.250
Urbano por metro;08019 Barcelona;Viajeros transportados;2022M06;31.483
Urbano por metro;08019 Barcelona;Viajeros transportados;2022M05;33.936
Urbano por metro;08019 Barcelona;Viajeros transportados;2022M04;30.394
Urbano por metro;08019 Barcelona;Viajeros transportados;2022M03;32.562
Urbano por metro;08019 Barcelona;Viajeros transportados;2022M02;27.243
Urbano por metro;08019 Barcelona;Viajeros transportados;2022M01;24.317
Urbano por metro;08019 Barcelona;Viajeros transportados;2021M12;27.288
Urbano por metro;08019 Barcelona;Viajeros transportados;2021M11;30.092
Urbano por metro;08019 Barcelona;Viajeros transportados;2021M10;29.270
Urbano por metro;08019 Barcelona;Viajeros transportados;2021M09;25.410
Urbano por metro;08019 Barcelona;Viajeros transportados;2021M08;18.926
Urbano por metro;08019 Barcelona;Viajeros transportados;2021M07;22.882
Urbano por metro;08019 Barcelona;Viajeros transportados;2021M06;23.705
Urbano por metro;08019 Barcelona;Viajeros transportados;2021M05;22.835
Urbano por metro;08019 Barcelona;Viajeros transportados;2021M04;20.759
Urbano por metro;08019 Barcelona;Viajeros transportados;2021M03;21.857
Urbano por metro;08019 Barcelona;Viajeros transportados;2021M02;18.175
Urbano por metro;08019 Barcelona;Viajeros transportados;2021M01;17.002
Urbano por metro;08019 Barcelona;Viajeros transportados;2020M12;19.461
Urbano por metro;08019 Barcelona;Viajeros transportados;2020M11;17.741
Urbano por metro;08019 Barcelona;Viajeros transportados;2020M10;20.199
Urbano por metro;08019 Barcelona;Viajeros transportados;2020M09;18.374
Urbano por metro;08019 Barcelona;Viajeros transportados;2020M08;12.994
Urbano por metro;08019 Barcelona;Viajeros transportados;2020M07;17.508
Urbano por metro;08019 Barcelona;Viajeros transportados;2020M06;13.633
Urbano por metro;08019 Barcelona;Viajeros transportados;2020M05;6.800
Urbano por metro;08019 Barcelona;Viajeros transportados;2020M04;3.247
Urbano por metro;08019 Barcelona;Viajeros transportados;2020M03;17.463
Urbano por metro;08019 Barcelona;Viajeros transportados;2020M02;35.288
Urbano por metro;08019 Barcelona;Viajeros transportados;2020M01;35.220
Urbano por metro;08019 Barcelona;Viajeros transportados;2019M12;34.612
Urbano por metro;08019 Barcelona;Viajeros transportados;2019M11;36.547
Urbano por metro;08019 Barcelona;Viajeros transportados;2019M10;38.912
Urbano por metro;08019 Barcelona;Viajeros transportados;2019M09;32.930
Urbano por metro;08019 Barcelona;Viajeros transportados;2019M08;24.074
Urbano por metro;08019 Barcelona;Viajeros transportados;2019M07;32.808
Urbano por metro;08019 Barcelona;Viajeros transportados;2019M06;33.894
Urbano por metro;08019 Barcelona;Viajeros transportados;2019M05;37.242
Urbano por metro;08019 Barcelona;Viajeros transportados;2019M04;34.779
Urbano por metro;08019 Barcelona;Viajeros transportados;2019M03;37.374
Urbano por metro;08019 Barcelona;Viajeros transportados;2019M02;33.538
Urbano por metro;08019 Barcelona;Viajeros transportados;2019M01;35.235
Urbano por metro;08019 Barcelona;Viajeros transportados;2018M12;32.868
Urbano por metro;08019 Barcelona;Viajeros transportados;2018M11;35.797
Urbano por metro;08019 Barcelona;Viajeros transportados;2018M10;37.935
Urbano por metro;08019 Barcelona;Viajeros transportados;2018M09;32.211
Urbano por metro;08019 Barcelona;Viajeros transportados;2018M08;26.035
Urbano por metro;08019 Barcelona;Viajeros transportados;2018M07;34.365
Urbano por metro;08019 Barcelona;Viajeros transportados;2018M06;34.980
Urbano por metro;08019 Barcelona;Viajeros transportados;2018M05;36.771
Urbano por metro;08019 Barcelona;Viajeros transportados;2018M04;35.646
Urbano por metro;08019 Barcelona;Viajeros transportados;2018M03;35.220
Urbano por metro;08019 Barcelona;Viajeros transportados;2018M02;32.741
Urbano por metro;08019 Barcelona;Viajeros transportados;2018M01;32.942
Urbano por metro;08019 Barcelona;Viajeros transportados;2017M12;30.793
Urbano por metro;08019 Barcelona;Viajeros transportados;2017M11;33.943
Urbano por metro;08019 Barcelona;Viajeros transportados;2017M10;33.937
Urbano por metro;08019 Barcelona;Viajeros transportados;2017M09;31.780
Urbano por metro;08019 Barcelona;Viajeros transportados;2017M08;24.729
Urbano por metro;08019 Barcelona;Viajeros transportados;2017M07;32.038
Urbano por metro;08019 Barcelona;Viajeros transportados;2017M06;33.215
Urbano por metro;08019 Barcelona;Viajeros transportados;2017M05;35.863
Urbano por metro;08019 Barcelona;Viajeros transportados;2017M04;33.154
Urbano por metro;08019 Barcelona;Viajeros transportados;2017M03;36.921
Urbano por metro;08019 Barcelona;Viajeros transportados;2017M02;32.107
