ID-EVENTO,TITULO,TITULO-ACTIVIDAD,DESCRIPCION,GRATUITO,DIAS-SEMANA,FECHA,FECHA-FIN,HORA,CONTENT-URL,NOMBRE-INSTALACION,CLASE-VIAL-INSTALACION,NOMBRE-VIA-INSTALACION,NUM-INSTALACION,DISTRITO-INSTALACION,BARRIO-INSTALACION,CODIGO-POSTAL-INSTALACION,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TIPO
11725143,El Retiro a través de la música,Itinerarios guiados por El Retiro,"El siglo XIX es un siglo definitivo en el asentamiento de nuevas fórmulas de ocio entre los madrileños. Desde su apertura al público general en 1868, los jardines del Buen Retiro han funcionado como contexto de desarrollo para nuevas formas de socializar donde la música ha jugado un papel protagonista. A lo largo de este recorrido revisaremos eventos musicales y protagonistas que con su impronta, han ayudado a perfilar la personalidad del parque a lo largo de los siglos. Edad recomendada: dirigido a público adulto.  Duración estimada: aproximadamente dos horas.     Necesaria inscripción previa:  La inscripción se puede realizar mediante:  Correo electrónico: inforetiro@madrid.es Teléfono: 91 376 91 97, en horario de apertura de Centro. Presencialmente en horario de apertura de Centro.  Se debe indicar:  Nombre y apellido. Teléfono de contacto. Actividad para la que solicita la inscripción. Por tratarse de un aforo tan limitado, cada participante podrá apuntar a un máximo de 4 personas contándose a sí mismo/a, excepto unidades familiares de más de 4 miembros.  El plazo de inscripción de las actividades empieza un mes antes de la fecha de realización a las 10:00, a no ser que sea un lunes, que el centro cierra y se pasaría al día siguiente martes. Las inscripciones enviadas fuera de horario de centro no se tendrán en cuenta.",1,,2025-12-18T00:00:00Z,2025-12-18T23:59:00Z,11:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=44d9c0b0864b1810VgnVCM2000001f4a900aRCRD,Centro de Información y Educación Ambiental de El Huerto de El Retiro,PASEO,FERNAN NUÑEZ,2,Retiro,Jerónimos,28009,441779,4473428,40.40943503279114,-3.6861797800993257,/contenido/actividades/otras
11769587,El Retiro a través de sus fotografías,Itinerarios guiados por El Retiro,"Este itinerario se centra en la última parte de la historia del Retiro tomando como punto de partida su nombramiento como parque público en 1868.    Se recorren algunos de los monumentos y edificios más emblemáticos del parque y se comparan con fotografías realizadas en el último siglo y medio.   Actividad dirigida a público adulto.    Duración estimada: aproximadamente dos horas.        Necesaria inscripción previa:  La inscripción se puede realizar mediante:  Correo electrónico: inforetiro@madrid.es Teléfono: 91 376 91 97, en horario de apertura de Centro. Presencialmente en horario de apertura de Centro.  Se debe indicar:  Nombre y apellido. Teléfono de contacto. Actividad para la que solicita la inscripción. Por tratarse de un aforo tan limitado, cada participante podrá apuntar a un máximo de 4 personas contándose a sí mismo/a, excepto unidades familiares de más de 4 miembros.  El plazo de inscripción de las actividades empieza un mes antes de la fecha de realización a las 10:00, a no ser que sea un lunes, que el centro cierra y se pasaría al día siguiente martes. Las inscripciones enviadas fuera de horario de centro no se tendrán en cuenta.",1,,2025-10-23T00:00:00Z,2025-10-23T23:59:00Z,11:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2aebaf6138133810VgnVCM2000001f4a900aRCRD,Centro de Información y Educación Ambiental de El Huerto de El Retiro,PASEO,FERNAN NUÑEZ,2,Retiro,Jerónimos,28009,441779,4473428,40.40943503279114,-3.6861797800993257,/contenido/actividades/otras
50078005,El soldadito de plomo,Calle abierta en Puente de Vallecas,"Calle abierta infantil.  El valiente soldadito de plomo es uno de los más conocidos cuentos de Andersen en el que el amor del sencillo soldadito de juguete hacia la bailarina de la caja de música vence todos los obstáculos: las burlas de los demás juguetes, el desprecio de los niños, y las azarosas desventuras a las que se ve sometido en un mágico viaje a través de las alcantarillas. Todo esto le sirve para crecer personalmente y para volver tras un año de viaje, de forma inesperada el día de noche buena para entregar a la bailarina un sorprendente regalo. Nuestra versión es fiel al cuento original de Andersen con un final muy feliz.",1,,2025-10-11T00:00:00Z,2025-10-11T23:59:00Z,18:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d341ba06f20a9910VgnVCM200000f921e388RCRD,Parque de Amós Acero,CALLE,SIERRA MOLINA,1,Puente de Vallecas,San Diego,28053,443430,4471151,40.38903628994235,-3.6665321826830297,/contenido/actividades/CuentacuentosTiteresMarionetas
50053739,El sueño,Microescena en CentroCentro,"Microescena es un nuevo proyecto de CentroCentro que surge del afán por enfocar las artes plásticas desde distintos ángulos, en este caso, desde la mirada evocadora de las artes escénicas; aunque no por medio de un teatro 'al uso', sino de una 'microescena', es decir, una obra de duración corta, en un espacio reducido y con un aforo limitado en el que el espectador se encuentra prácticamente inmerso en la acción.  Al igual que las otras disciplinas artísticas, el teatro tiene la capacidad de abrir nuevos espacios mentales y hacer visible lo invisible. La obra como un reflejo de la realidad, un espejo en el que mirarse, reconocerse o, también, del que querer apartar la vista y los oídos. Tal como Casandra en la mitología griega o el bufón en las cortes medievales, el artista muestra a la sociedad su verdad cumpliendo con su papel que, en palabras de Antón Chéjov, es 'hacer preguntas, no responderlas'.  La dos obras con las que comienza Microescena, creadas específicamente para CentroCentro y ambientadas en el mundo del arte, abordan temas como el poder transformador del arte, la inmortalidad de la obra, la trascendencia del artista, las estructuras de poder, la censura y la autocensura. Mientras que La piedra, una obra crítica con tintes de comedia, revela la vulnerabilidad del artista frente a un mercado del arte que llega a cuestionar su ética y moral, El sueño, una propuesta poética-onírica, coloca a dos creadores 'veteranos' en un espacio efímero para permitirles, en un acto psicomágico, hablarnos de los claroscuros de su condición como artistas.   Microescena está coordinado por la actriz, dramaturga y poeta Alexandra Nicod que también firma los textos y está a cargo de la dirección escénica de las dos obras. Actriz, dramaturga, directora y poeta hispano-suiza licenciada en la RESAD, ha trabajado en cine y en teatro con directores como Carlos Iglesias y Ernesto Caballero. Es autora de varias obras de teatro y del poemario Deshielo publicado en España y en Francia.   El sueño  7,14, 21, 28.11.2025 19:00 h   El sueño tiene como punto de partida un encuentro imaginario entre la escultora francesa Camille Claudel y el pintor y escultor suizo Alberto Giacometti. Esta propuesta poética-onírica coloca a dichos artistas 'veteranos' en un espacio efímero, una especie de limbo de artistas, para permitirles en un acto psicomágico hablarnos de los claroscuros de su condición como artistas. Se evocan temas como la inmortalidad de la obra, el oficio y la transcendencia del artista, el poder transformador del arte, el temor al fracaso, la duda sobre la calidad de la propia obra, la soledad, el miedo y la locura. Pero, quizás El sueño sea tan solo un sueño. O quizás sea tan sólo una historia sobre el no-tiempo y el no-espacio?  Alexandra Nicod - Coordinación / Texto / Dirección Dolores Garayalde - Ayudante de dirección y producción  Directora de escena y dramaturga española licenciada en la RESAD. Como directora ha trabajado en las compañías La Pitbull y Turlitava Teatro. Actualmente es la directora artística de Eunice Producciones. Cecilia Sarli - Actriz   Actriz de oficio y productora con una sólida trayectoria en teatro. Formada en su ciudad natal, Buenos Aires, junto al actor Norman Briski. Su recorrido profesional incluye montajes para el Teatro Español, el Festival de Mérida y numerosas compañías de teatro. Antonio Gómez - Actor  Actor alicantino afincado en Madrid. Formado en teatro, cine y televisión bajo las órdenes de directores como John Strasberg, Jaime Chavarri, David Serrano o Daniel Monzón, entre otros.",0,V,2025-11-07T00:00:00Z,2025-11-28T23:59:00Z,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=56c716e748d39910VgnVCM200000f921e388RCRD,CentroCentro,PLAZA,CIBELES,1,Retiro,Jerónimos,28014,441277,4474496,40.41902261618159,-3.692188193693138,/contenido/actividades/ProgramacionDestacadaAgendaCultura
50045639,El tango del viudo y su espejo deformante,,"La vida del Sr. Iriarte da un vuelco por la muerte de su esposa. El fantasma de esta le persigue por todas partes. Ella lo atormenta por la noche, sus pelucas corren por el suelo de parquet y, ocasionalmente, incluso el mismo diablo se le aparece. Película inacabada en 1967 y restaurada por la mujer del cineasta, Valeria Sarmiento, para su estreno en 2020.  Presentación y coloquio posterior con Valeria Sarmiento   Lugar: Sala Plató   Más información",0,,2025-10-23T00:00:00Z,2025-10-23T23:59:00Z,19:30,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=280f0a51e1e29910VgnVCM200000f921e388RCRD,Cineteca Madrid,PLAZA,LEGAZPI,8,Arganzuela,La Chopera,28045,440946,4471422,40.39130985242181,-3.6958028442054074,/contenido/actividades/ProgramacionDestacadaAgendaCultura
50068913,"El tango, de lo marginal a lo universal","El tango, de lo marginal a lo universal",Más información disponible en la liga,1,,2025-10-03T00:00:00Z,2025-10-03T23:59:00Z,19:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=678c36485a589910VgnVCM200000f921e388RCRD,Biblioteca Musical Víctor Espinós,CALLE,CONDE DUQUE,9,Centro,Universidad,28015,439723,4475437,40.42737760210632,-3.7106116887809817,/contenido/actividades/Musica
50047782,"El tarot, objeto cultural entre el cómic y el más allá",,Más información disponible en la liga,0,,2025-10-28T00:00:00Z,2025-10-28T23:59:00Z,19:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=364a365445339910VgnVCM200000f921e388RCRD,Centro de Cultura Contemporánea Conde Duque,CALLE,CONDE DUQUE,9,Centro,Universidad,28015,439723,4475438,40.42739911262292,-3.710589286287491,/contenido/actividades/ProgramacionDestacadaAgendaCultura
50066262,El Tenorio,Actividades en el Centro Cultural Antonio Machado,"De José Zorilla ? Rolteatro.    Dirigida por Pedro García.    Recomendada para todos los públicos.   Don Juan Tenorio, noble mujeriego y arrogante, vive desafiando las normas sociales y morales, causando desgracia a quienes lo rodean. Su vida marcada por engaños, violencia y duelos fatales lo conduce a un destino trágico y sobrenatural. En la segunda parte, comienza a ser perseguido por visiones y por las almas de quienes dañó. Ante la inminencia de la muerte, intenta redimirse mediante actos nobles y compasivos. Sin embargo, su pasado lo condena y debe enfrentarse al juicio divino. La obra concluye con un desenlace intenso que aborda los temas de pecado, redención y justicia eterna.",1,,2025-10-31T00:00:00Z,2025-10-31T23:59:00Z,19:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=11a96120c1b79910VgnVCM200000f921e388RCRD,Centro Cultural Antonio Machado (San Blas - Canillejas),CALLE,SAN ROMAN DEL VALLE,8,San Blas-Canillejas,Arcos,28037,447255,4474591,40.420280457570335,-3.621730741880216,/contenido/actividades/TeatroPerformance
50045647,El tiempo recobrado,,"Francia, año 1922. En su lecho de muerte, el escritor Marcel Proust observa fotos de los personajes que han poblado su vida. Esas fotos le traen recuerdos a partir de los cuales reconstruye su vida y su entorno social. En ese viaje a través de la memoria, los seres reales llegan a confundirse con los personajes de sus novelas. Pero, poco a poco, la ficción se impone a la realidad, y el escritor llega a la conclusión de que solo los protagonistas de sus obras han logrado darle un sentido a su vida.  Lugar: Sala Azcona   Más información",0,,2025-10-25T00:00:00Z,2025-10-25T23:59:00Z,20:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c66f0a51e1e29910VgnVCM200000f921e388RCRD,Cineteca Madrid,PLAZA,LEGAZPI,8,Arganzuela,La Chopera,28045,440946,4471422,40.39130985242181,-3.6958028442054074,/contenido/actividades/ProgramacionDestacadaAgendaCultura
50062212,El último suspiro,Ciclo Los sábados de cine. Otoño 2025,"De Costa-Gavras.   Con Denis Podalydès, Kad Merad, Marilyne Canto. Francia 2024. 100?.   No recomendada para menores de 12 años.",1,,2025-11-29T00:00:00Z,2025-11-29T23:59:00Z,19:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a679470db5169910VgnVCM200000f921e388RCRD,Centro Cultural Buero Vallejo (San Blas - Canillejas),CALLE,BOLTAÑA,27,San Blas-Canillejas,Canillejas,28022,448023,4477305,40.44477474902185,-3.6129105844633775,/contenido/actividades/CineActividadesAudiovisuales
50070601,El viaje atlántico de Kokore y Noa,Actividades del Centro Cultural Villa de Barajas,Una experiencia educativa e interactiva.   Barajas celebra la Hispanidad  Edad recomendada: Todos los públicos,1,,2025-10-11T00:00:00Z,2025-10-11T23:59:00Z,12:30,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=37d35b01e0599910VgnVCM100000891ecb1aRCRD,Centro Cultural - Centro Socio Cultural Villa de Barajas,CALLE,BOTICA,7,Barajas,CASCO H.BARAJAS,28042,450962,4480446,40.47324881250678,-3.5784908616003723,/contenido/actividades/TeatroPerformance
50078006,El viaje de Alicia y sus amigos,Calle abierta en Puente de Vallecas,"Calle abierta infantil.  Un espectáculo de títeres muy especial, porque estos títeres son muy inquietos. Alicia es una niña a la que le gusta descubrir cosas, es muy curiosa y le gusta viajar. Viajaremos con ella en su caravana y recorreremos los caminos en ella. Apareceremos en Australia, y ahí conoceremos a unos personajes muy locos. El koala y el canguro nos ayudarán a volver a casa y serán nuestros nuevos amigos. Espectáculo de títeres y clown con un telón grande de caravana! con música en directo 2 artistas en escena y títeres muy locos.",1,,2025-10-18T00:00:00Z,2025-10-18T23:59:00Z,18:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5bf1ba06f20a9910VgnVCM200000f921e388RCRD,Parque de Amós Acero,CALLE,SIERRA MOLINA,1,Puente de Vallecas,San Diego,28053,443430,4471151,40.38903628994235,-3.6665321826830297,/contenido/actividades/CuentacuentosTiteresMarionetas
50070403,El viaje de Alicia y sus amigos,Actividades en el Centro Cultural Quinta del Berro - Rafael Altamira,"Compañía: La higuera produce Sinopsis: En un reino donde los animales viven en armonía, la llegada de un pirata envidioso pondrá a prueba la convivencia. A través de la diversión y la participación activa de los niños y niñas, se abordarán valores como la integración, la igualdad de género, el compañerismo, la empatía y la superación de la soledad. Guiados por un presentador clown que aporta risas y cercanía, el público ayudará a resolver el conflicto, colaborando con los animales y dando la oportunidad de cambio yaceptación al personaje 'malo', demostrando que incluso lo diferente puede formar parte de la comunidad. Edad recomendada: mayores de 3 años",1,,2025-10-26T00:00:00Z,2025-10-26T23:59:00Z,12:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=93178059ac499910VgnVCM200000f921e388RCRD,Centro Cultural Quinta del Berro - Rafael Altamira (Salamanca),CALLE,ENRIQUE D'ALMONTE,1,Salamanca,Fuente del Berro,28028,443759,4474815,40.42206923419431,-3.6629608041639368,/contenido/actividades/TeatroPerformance
50076828,El viajero en el tiempo,Actividades Calle Abierta,Compañía. Ocio y Creación      Duración: 60 minutos  Edad recomendada: De 5 a 10 años  Sinopsis: Un viajero en el tiempo es una obra de teatro infantil que narra las aventuras de los primeros exploradores que dieron la vuelta al mundo en el siglo XVI.,1,,2025-11-21T00:00:00Z,2025-11-21T23:59:00Z,17:30,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=21e6c26299e99910VgnVCM100000891ecb1aRCRD,Parque Santa Eugenia,CALLE,Cerro Almodóvar,1,Villa de Vallecas,Santa Eugenia,28031,448352,4470258,40.38131130575197,-3.608459149580722,/contenido/actividades/TeatroPerformance
11771354,Elaboración de comederos de aves,Talleres familiares,"En los meses fríos que nos vienen muchas aves insectívoras aprovechan para buscar frutos y semillas de las que alimentarse. Pero los ecosistemas urbanos tienen pocos recursos de los que alimentarse. Como solución para mantener estas poblaciones proponemos la instalación de comederos en invierno y cebarlos con grano. En el taller se elaborarán comederos y se conocerán las especies que se espera ayudar con esta iniciativa. Con un poco de suerte veremos alguno merendando.  Destinado a familias con menores a partir de 6 años.  Este taller tiene una duración aproximada de una hora y media.     Necesaria inscripción previa:  La inscripción se puede realizar mediante:  Correo electrónico: inforetiro@madrid.es Teléfono: 91 376 91 97, en horario de apertura de Centro. Presencialmente en horario de apertura de Centro.  Se debe indicar:  Nombre y apellido. Teléfono de contacto. Actividad para la que solicita la inscripción. Por tratarse de un aforo tan limitado, cada participante podrá apuntar a un máximo de 4 personas contándose a sí mismo/a, excepto unidades familiares de más de 4 miembros.  El plazo de inscripción de las actividades empieza un mes antes de la fecha de realización a las 10:00, a no ser que sea un lunes, que el centro cierra y se pasaría al día siguiente martes. Las inscripciones enviadas fuera de horario de centro no se tendrán en cuenta.",1,,2025-10-05T00:00:00Z,2025-10-05T23:59:00Z,11:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba51ef951fa33810VgnVCM1000001d4a900aRCRD,Centro de Información y Educación Ambiental de El Huerto de El Retiro,PASEO,FERNAN NUÑEZ,2,Retiro,Jerónimos,28009,441779,4473428,40.40943503279114,-3.6861797800993257,/contenido/actividades/otras
11771349,Elaboración de comederos de aves,Talleres familiares,"En los meses fríos que nos vienen muchas aves insectívoras aprovechan para buscar frutos y semillas de las que alimentarse. Pero los ecosistemas urbanos tienen pocos recursos de los que alimentarse. Como solución para mantener estas poblaciones proponemos la instalación de comederos en invierno y cebarlos con grano. En el taller se elaborarán comederos y se conocerán las especies que se espera ayudar con esta iniciativa. Con un poco de suerte veremos alguno merendando. Destinado a familias con menores a partir de 6 años. Este taller tiene una duración aproximada de una hora y media.     Necesaria inscripción previa:  La inscripción se puede realizar mediante:  Correo electrónico: inforetiro@madrid.es Teléfono: 91 376 91 97, en horario de apertura de Centro. Presencialmente en horario de apertura de Centro.  Se debe indicar:  Nombre y apellido. Teléfono de contacto. Actividad para la que solicita la inscripción. Por tratarse de un aforo tan limitado, cada participante podrá apuntar a un máximo de 4 personas contándose a sí mismo/a, excepto unidades familiares de más de 4 miembros.  El plazo de inscripción de las actividades empieza un mes antes de la fecha de realización a las 10:00, a no ser que sea un lunes, que el centro cierra y se pasaría al día siguiente martes. Las inscripciones enviadas fuera de horario de centro no se tendrán en cuenta.",1,,2025-12-28T00:00:00Z,2025-12-28T23:59:00Z,11:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=68d0ef951fa33810VgnVCM1000001d4a900aRCRD,Centro de Información y Educación Ambiental de El Huerto de El Retiro,PASEO,FERNAN NUÑEZ,2,Retiro,Jerónimos,28009,441779,4473428,40.40943503279114,-3.6861797800993257,/contenido/actividades/otras
11771345,Elaboración de comederos de aves,Talleres familiares,"En los meses fríos que nos vienen muchas aves insectívoras aprovechan para buscar frutos y semillas de las que alimentarse. Pero los ecosistemas urbanos tienen pocos recursos de los que alimentarse. Como solución para mantener estas poblaciones proponemos la instalación de comederos en invierno y cebarlos con grano. En el taller se elaborarán comederos y se conocerán las especies que se espera ayudar con esta iniciativa. Con un poco de suerte veremos alguno merendando. Destinado a familias con menores a partir de 6 años. Este taller tiene una duración aproximada de una hora y media.     Necesaria inscripción previa:  La inscripción se puede realizar mediante:  Correo electrónico: inforetiro@madrid.es Teléfono: 91 376 91 97, en horario de apertura de Centro. Presencialmente en horario de apertura de Centro.  Se debe indicar:  Nombre y apellido. Teléfono de contacto. Actividad para la que solicita la inscripción. Por tratarse de un aforo tan limitado, cada participante podrá apuntar a un máximo de 4 personas contándose a sí mismo/a, excepto unidades familiares de más de 4 miembros.  El plazo de inscripción de las actividades empieza un mes antes de la fecha de realización a las 10:00, a no ser que sea un lunes, que el centro cierra y se pasaría al día siguiente martes. Las inscripciones enviadas fuera de horario de centro no se tendrán en cuenta.",1,,2025-12-07T00:00:00Z,2025-12-07T23:59:00Z,11:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7430ef951fa33810VgnVCM1000001d4a900aRCRD,Centro de Información y Educación Ambiental de El Huerto de El Retiro,PASEO,FERNAN NUÑEZ,2,Retiro,Jerónimos,28009,441779,4473428,40.40943503279114,-3.6861797800993257,/contenido/actividades/otras
12622929,En compañía de las letras en la Biblioteca José Saramago,'En compañía de las letras' en la Biblioteca José Saramago,"En este taller realizaremos lecturas y haremos una puesta en común sobre reflexiones en relación con la soledad no deseada y el duelo. Compartiremos qué nos han transmitido los textos, si hemos tenido sentimientos similares y aprenderemos a minimizarlos en ocasiones negativas. Un viernes al mes. Fechas: 31 de enero, 28 de febrero, 28 de marzo, 11 de abril, 30 de mayo y 27 de junio.  Acceso libre hasta completar aforo. Número máximo de participantes: 15 personas.",1,X,2025-01-31T00:00:00Z,2025-12-12T23:59:00Z,11:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=383d2a21725d3910VgnVCM1000001d4a900aRCRD,Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo),AVENIDA,MONFORTE DE LEMOS,38,Fuencarral-El Pardo,El Pilar,28029,439867,4481122,40.47860087334554,-3.7094408342979954,/contenido/actividades/CursosTalleres
,,,,,V,,,,,,,,,,,,,,,,
50062203,En la corriente,Ciclo Los sábados de cine. Otoño 2025,"De Hong Sang-soo.   Con Kim Min-hee, Kwon Hae-Hyo, Choo Yun-hee. Corea del Sur 2024. 111?. Versión original con subtítulos en español.  No recomendada para menores de 12 años.  Cuando un escándalo que involucra a varias estudiantes estalla en una universidad femenina, Jeonim, artista y profesora en el centro, pide como favor a su tío Sieon, actor y director teatral retirado, que dirija una pieza para el festival de su departamento. Este acepta encantado, motivado por un recuerdo de juventud vivido en ese lugar. Mientras avanzan los ensayos, Sieon empieza a sentirse atraído por la profesora Jeong, colega de Jeonim, al tiempo que esta encuentra en las acuarelas y en sus paseos matutinos junto al arroyo una forma perfecta de observar y comprender el secreto de su corriente.",1,,2025-10-25T00:00:00Z,2025-10-25T23:59:00Z,19:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=45b4484cd4169910VgnVCM200000f921e388RCRD,Centro Cultural Buero Vallejo (San Blas - Canillejas),CALLE,BOLTAÑA,27,San Blas-Canillejas,Canillejas,28022,448023,4477305,40.44477474902185,-3.6129105844633775,/contenido/actividades/CineActividadesAudiovisuales
50049124,En la trinchera,XX Certamen de Teatro Abierto de Hortaleza,Asociación Teatral Cultural Túnguele.,1,,2025-10-10T00:00:00Z,2025-10-10T23:59:00Z,19:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc18c39cdf739910VgnVCM100000891ecb1aRCRD,Centro Cultural Carril del Conde (Hortaleza),CALLE,CARRIL DEL CONDE,57,Hortaleza,Canillas,28043,444520,4479119,40.46089499555313,-3.654366821391548,/contenido/actividades/TeatroPerformance
50065488,En tierra de nadie,,Más información disponible en la liga,0,,2025-10-02T00:00:00Z,2025-10-02T23:59:00Z,18:30,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ca872c6d92679910VgnVCM200000f921e388RCRD,CentroCentro,PLAZA,CIBELES,1,Retiro,Jerónimos,28014,441277,4474496,40.41902261618159,-3.692188193693138,/contenido/actividades/TeatroPerformance
50068133,Encuentro aniversario: comparte tus recuerdos,,Más información disponible en la liga,1,,2025-10-14T00:00:00Z,2025-10-14T23:59:00Z,18:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6820a3967d189910VgnVCM200000f921e388RCRD,Biblioteca Pública Municipal La Chata (Carabanchel),CALLE,GENERAL RICARDOS,252,Carabanchel,Vista Alegre,28025,437014,4470566,40.38330593504341,-3.7420633861175796,/contenido/actividades/CursosTalleres
50013648,Encuentro colectivo. Recogiendo nuestra memoria,,Más información disponible en la liga,1,,2025-11-08T00:00:00Z,2025-11-08T23:59:00Z,12:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f49b59b9f5c38910VgnVCM100000891ecb1aRCRD,Biblioteca Pública Municipal San Fermín (Usera),AVENIDA,SAN FERMIN,10,Usera,San Fermín,28041,441188,4469184,40.3711623444796,-3.692742821990015,/contenido/actividades/1ciudad21distritos
50077986,"Encuentro flamenco, copla y bolero",Actividades en el Centro Cultural Lope de Vega,"Nuestro grupo representa basicamente los cantes clásicos del flamenco, sin olvidar las nuevas tendencias y fusiones que se realizan en la actualidad. El grupo cuenta con un guitarrista, así como un profesor, ambos, conocedores del arte del acompañamiento al cante y del cante flamenco propiamente dicho. Nuestro proyecto es seguir avanzando en el estudio del cante para no perder las raices del mismo y darlas a conocer al publico de los distintos lugares donde acudamos, con una explicación sobre el espectáculo. Llevamos ensayando en el centro sociocultural Alberto Sánchez todos los miercoles laborables desde hace unos años y como contraprestación trimestal hacemos una actuación musical flamenca para el disfrute de los vecinos del distrito de puente de vallecas.",1,,2025-10-14T00:00:00Z,2025-10-14T23:59:00Z,19:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb0246e0400a9910VgnVCM200000f921e388RCRD,Centro Cultural Lope de Vega (Puente de Vallecas),CALLE,CONCEJO DE TEVERGA,1,Puente de Vallecas,Entrevías,28053,442974,4470850,40.386296991431074,-3.671858416387963,/contenido/actividades/Musica/Flamenco
50067086,Encuentros en la tercera fase,Actividades en el Centro Cultural Buenavista,"Ana Gorostegui y Amalia Ledesma  Obra de divulgación dirigida a mujeres a partir de los 40, centrada en la etapa de la perimenopausia y la menopausia. Con un tono cercano, práctico y lleno de humor, combina información científica, relatos personales y herramientas para vivir esta etapa con mayor conciencia y bienestar. Sería una actividad gratuita y abierta al público, con posibilidad de incluir una charla-coloquio con las autoras.",1,,2025-10-30T00:00:00Z,2025-10-30T23:59:00Z,18:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=13f273a1faf79910VgnVCM200000f921e388RCRD,Centro Cultural Buenavista (Salamanca),AVENIDA,TOREROS,5,Salamanca,La Guindalera,28028,443094,4475922,40.43200001609297,-3.670904677285496,/contenido/actividades/ConferenciasColoquios
50071256,Eneagrama,,Más información disponible en la liga,1,,2025-10-17T00:00:00Z,2025-10-17T23:59:00Z,12:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a786897bfe599910VgnVCM200000f921e388RCRD,Biblioteca Pública Municipal San Blas (San Blas-Canillejas),CALLE,SAN ROMAN DEL VALLE,8,San Blas-Canillejas,Arcos,28037,447249,4474586,40.420231627534996,-3.6218113860909074,/contenido/actividades/CursosTalleres
