File,ID-EVENTO,TITULO,PRECIO,GRATUITO,LARGA-DURACION,DIAS-SEMANA,DIAS-EXCLUIDOS,FECHA,FECHA-FIN,HORA,DESCRIPCION,CONTENT-URL,TITULO-ACTIVIDAD,URL-INSTALACION,NOMBRE-INSTALACION,ACCESIBILIDAD-INSTALACION,Dirección,DISTRITO-INSTALACION,BARRIO-INSTALACION,CODIGO-POSTAL-INSTALACION,TIPO,AUDIENCIA
206974-0-agenda-eventos-culturales-100.csv,50068422,Limpieza ecológica del hogar. Trucos y recursos,,1,0,,,2025-10-10T00:00:00Z,2025-10-10T23:59:00Z,16:45,"De 16:45 a 17:45 horas.  Categoría: Taller.  Lugar: Sala de talleres del Centro de Educación Ambiental y Cultural Maris Stella.  Edad: Mayores de 16 años (menores acompañados con un adulto). Imprescindible reserva previa.  Sinopsis: Limpiar nuestro hogar sin tóxicos es posible. Ven a este taller a descubrir que productos respetuosos con el medio ambiente y con nuestra salud, podemos utilizar, además de dónde y cómo usarlos para una mayor eficacia.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6725981b60589910VgnVCM200000f921e388RCRD,Actividades en el Centro de Educación Ambiental y Cultural Maris Stella,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=85205619bc23d710VgnVCM2000001f4a900aRCRD,Centro de Educación Ambiental y Cultural Maris Stella (Usera),1,CALLE DOCTOR TOLOSA LATOUR 16,USERA,PRADOLONGO,28026,/contenido/actividades/CursosTalleres,
206974-0-agenda-eventos-culturales-100.csv,12818632,LINA_ invita a John Baggott: «Fado Camões»,16 euros,0,0,,,2025-10-03T00:00:00Z,2025-10-03T23:59:00Z,20:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=689ab95e1ffc7910VgnVCM1000001d4a900aRCRD,LINA_ invita a John Baggott: 'Fado Camões',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro de Cultura Contemporánea Conde Duque,1,CALLE CONDE DUQUE 9,CENTRO,UNIVERSIDAD,28015,/contenido/actividades/ProgramacionDestacadaAgendaCultura,
206974-0-agenda-eventos-culturales-100.csv,50067394,Lo que la hoja te cuenta,,1,1,"L,M,X,J,V,S,D",,2025-10-01T00:00:00Z,2025-10-15T23:59:00Z,,"Exposición de poesía visual  + Acto de lectural La exposición 'Lo que la hoja te cuenta' es un proyecto de la Tertulia Literaria 'Rascamán' de Madrid. Nace la idea de esta exposición del poeta y maestro, Aureliano Cañadas, fallecido recientemente.En esta ocasión su propuesta es recoger hojas de árboles, guardarlas en un libro para conservarlas y pedirles después que nos hablen. Las hojas cuentan historias y los poetas de 'Rascamán' nos las transcriben",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6538ecf8a4089910VgnVCM200000f921e388RCRD,Actividades en el Centro Cultural Buenavista,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=068e598d1351c010VgnVCM1000000b205a0aRCRD,Centro Cultural Buenavista (Salamanca),"1,5,6",AVENIDA TOREROS 5,SALAMANCA,GUINDALERA,28028,/contenido/actividades/Exposiciones,
206974-0-agenda-eventos-culturales-100.csv,50040648,Lola Arias Company «Los días afuera»,,0,1,"L,M,X,J,V,S,D",,2025-11-13T00:00:00Z,2025-11-15T23:59:00Z,19:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=767492dfb6419910VgnVCM100000891ecb1aRCRD,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro de Cultura Contemporánea Conde Duque,1,CALLE CONDE DUQUE 9,CENTRO,UNIVERSIDAD,28015,/contenido/actividades/ProgramacionDestacadaAgendaCultura,
206974-0-agenda-eventos-culturales-100.csv,50040651,Lola Arias Company «Los días afuera»,,0,0,,,2025-11-16T00:00:00Z,2025-11-16T23:59:00Z,18:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=22c492dfb6419910VgnVCM100000891ecb1aRCRD,Lola Arias Company «Los días afuera»,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro de Cultura Contemporánea Conde Duque,1,CALLE CONDE DUQUE 9,CENTRO,UNIVERSIDAD,28015,/contenido/actividades/ProgramacionDestacadaAgendaCultura,
206974-0-agenda-eventos-culturales-100.csv,50040559,Lola Arias «Reas»,"3,50 euros",0,0,,,2025-11-12T00:00:00Z,2025-11-12T23:59:00Z,20:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1181e9e955419910VgnVCM200000f921e388RCRD,Lola Arias «Reas»,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro de Cultura Contemporánea Conde Duque,1,CALLE CONDE DUQUE 9,CENTRO,UNIVERSIDAD,28015,/contenido/actividades/ProgramacionDestacadaAgendaCultura,
206974-0-agenda-eventos-culturales-100.csv,50037479,Los boleros de mi vida,,1,0,,,2025-10-24T00:00:00Z,2025-10-24T23:59:00Z,19:00,Compañía: Dúo Albalate-Líapi  Duración: 60 minutos  Edad recomendada:Todos los públicos.  Sinopsis: Concierto de boleros y algún cuplé donde se crea un espacio íntimo y profundo a través de la música. Reflexionaremos musicalmente sobre esas canciones que nos llegan al alma en este concierto ofrecido por este dúo formado de Gloria Albalate (actriz y cantante) y por Melina Líapi (piano).,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=feddb6de01f09910VgnVCM200000f921e388RCRD,Actividades en el Centro Sociocultural Francisco Fatou,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9e73d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Francisco Fatou (Villa de Vallecas),1,CALLE MANUEL VELEZ 10,VILLA DE VALLECAS,CASCO H.VALLECAS,28031,/contenido/actividades/Musica,
206974-0-agenda-eventos-culturales-100.csv,50045125,Los cafés literarios de Madrid. El Café de Pombo,Entrada libre hasta completar aforo.,0,1,"M,X,J,V,S,D",,2025-09-12T00:00:00Z,2025-11-23T23:59:00Z,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4cb7e7f5e2d29910VgnVCM200000f921e388RCRD,Los cafés literarios de Madrid. El Café de Pombo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3c0f13cd18a0810VgnVCM1000001d4a900aRCRD,Espacio Cultural Serrería Belga,1,CALLE ALAMEDA 15,CENTRO,CORTES,28014,/contenido/actividades/RecitalesPresentacionesActosLiterarios,
206974-0-agenda-eventos-culturales-100.csv,50068148,Los caminos de la sangre,,1,0,,,2025-10-18T00:00:00Z,2025-10-18T23:59:00Z,19:00,"Autora : Noelia Pereyra Los caminos de la sangre es un ejercicio íntimo de memoria acerca de las profundidades y el alcance de la herida del abandono materno. A través de versos entrelazados con diálogos y notas, la autora indaga sobre el linaje, realiza un viaje de retorno hacia lo perdido y pone de relieve que las madres también abandonan a los hijos. Una mirada poética, pero también realista y cruda, que invita al lectora adentrarse en las profundidades del duelo por abandono, la conformación de una identidad sin madre y el intento de reconciliación con lo vivido",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4af5055356189910VgnVCM100000891ecb1aRCRD,Actividades en el Centro Cultural Emilia Pardo Bazán,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc8d531521b74810VgnVCM1000001d4a900aRCRD,Centro Cultural Emilia Pardo Bazán (Salamanca),1,CALLE GOYA 1,SALAMANCA,RECOLETOS,28001,/contenido/actividades/RecitalesPresentacionesActosLiterarios,
206974-0-agenda-eventos-culturales-100.csv,50077305,Los cayucos de Kayar,,1,0,,,2025-10-30T00:00:00Z,2025-10-30T23:59:00Z,18:30,"A partir de 14 años. Tras 15 años en España como inmigrante, Thimbo visita su pueblo pesquero senegalés, donde le embargan sensaciones encontradas de nostalgia y desarraigo, añoranza y despecho. Además, lidia con la peligrosa influencia que ejerce sobre los jóvenes del pueblo, que lo ven como un ejemplo a seguir y buscan emularlo con un peligrosísimo viaje en patera. Tras la proyección del cortometraje dará inicio un coloquio sobre el mismo.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f5e1d5af93f99910VgnVCM100000891ecb1aRCRD,Actividades en el Centro Cultural Carril del Conde,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=66a7cbf06c81c010VgnVCM1000000b205a0aRCRD,Centro Cultural Carril del Conde (Hortaleza),1,CALLE CARRIL DEL CONDE 57,HORTALEZA,CANILLAS,28043,/contenido/actividades/CineActividadesAudiovisuales,
206974-0-agenda-eventos-culturales-100.csv,50042032,Los duelistas,"Entrada general - 20 euros Tarifa reducida: 16 euros (Todos los días): Carné joven, mayores de 65, familia numerosa, discapacidad y acompañante, desempleados y carné de bibliotecas municipales de Madrid.  Otros:  Amigos TFG - 14 euros. Grupos (+ de 20) -  15 euros Discapacidad y acompañante - 16 euros Personas con movilidad reducida y acompañante - 14,5 euros Menores de 14 años - 15 euros  Reservas de Amigos TFG.   Contacto y reservas: taquilla.fernangomez@teatrofernangomez.es  /  amigos@teatrofernangomez.com. Tlfonos: 913184733 /734.  Este espectáculo está acogido al Joven Bono Cultural.  Si tienes entre 16 y 26 años, apúntate AQUÍ al JOBO y ven gratis (De martes a viernes incluidos).",0,1,"M,X,J,V,S,D",,2025-12-11T00:00:00Z,2026-01-18T23:59:00Z,19:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b030ad1e7919910VgnVCM200000f921e388RCRD,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD,Fernán Gómez Centro Cultural de la Villa,"1,6",PLAZA COLON 4,SALAMANCA,RECOLETOS,28001,/contenido/actividades/TeatroPerformance,/usuario/Mayores
206974-0-agenda-eventos-culturales-100.csv,50060723,Los fantasmas del Price,,0,0,,,2025-11-07T00:00:00Z,2025-11-07T23:59:00Z,12:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb28696888c59910VgnVCM100000891ecb1aRCRD,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=432257258ae5d010VgnVCM1000000b205a0aRCRD,Teatro Circo Price,1,RONDA ATOCHA 35,ARGANZUELA,PALOS DE LA FRONTERA,28012,/contenido/actividades/CursosTalleres,
206974-0-agenda-eventos-culturales-100.csv,50060676,Los fantasmas del Price,5 euros por persona. Todos los asistentes (tanto niños como adultos) deben adquirir su entrada.,0,0,,,2025-10-31T00:00:00Z,2025-10-31T23:59:00Z,17:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5bf2b2f877c59910VgnVCM200000f921e388RCRD,Los fantasmas del Price,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=432257258ae5d010VgnVCM1000000b205a0aRCRD,Teatro Circo Price,1,RONDA ATOCHA 35,ARGANZUELA,PALOS DE LA FRONTERA,28012,/contenido/actividades/CursosTalleres,
206974-0-agenda-eventos-culturales-100.csv,50060734,Los fantasmas del Price,,0,0,,,2025-11-14T00:00:00Z,2025-11-14T23:59:00Z,17:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5928696888c59910VgnVCM100000891ecb1aRCRD,Los fantasmas del Price,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=432257258ae5d010VgnVCM1000000b205a0aRCRD,Teatro Circo Price,1,RONDA ATOCHA 35,ARGANZUELA,PALOS DE LA FRONTERA,28012,/contenido/actividades/CursosTalleres,
206974-0-agenda-eventos-culturales-100.csv,50067310,Los Libros perdidos de Caracolino,,1,0,,,2025-10-26T00:00:00Z,2025-10-26T23:59:00Z,12:00,"Cía. Colin Reanau.    Recomendada a partir de 3 años.   Cuentos como 'Atrapados' y 'La Leyenda del Colibrí' dan lugar a maravillosos mundos sonoros. Caracolino que acaba de publicar su nuevo disco dirigido a la Infancia 'Yo sí sabo lo que quiero'; crea canciones que reflejan las vivencias infantiles y los retos a los que se enfrentan cada día. El punto de partida es ponerse a la altura de niños para hacerse preguntas sobre su entorno, contagiar con sus juegos o poner palabras a alguna de sus conquistas evolutivas.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=229f1d80e1089910VgnVCM100000891ecb1aRCRD,Actividades en el Centro Cultural José Luis López Vázquez,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b790e37de110f210VgnVCM1000000b205a0aRCRD,Centro Cultural José Luis López Vázquez (San Blas - Canillejas),2,CALLE FEBRERO 4,SAN BLAS-CANILLEJAS,REJAS,28022,/contenido/actividades/CuentacuentosTiteresMarionetas,/usuario/Niños
206974-0-agenda-eventos-culturales-100.csv,12734868,Los más pequeños también plantamos,,1,0,,,2025-11-23T00:00:00Z,2025-11-23T23:59:00Z,11:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ca6e0b57897d5910VgnVCM1000001d4a900aRCRD,Los más pequeños también plantamos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=796b8193c73c4210VgnVCM1000000b205a0aRCRD,Centro de Información y Educación Ambiental de El Huerto de El Retiro,1,PASEO FERNAN NUÑEZ 2,RETIRO,LOS JERONIMOS,28009,,"/usuario/Niños,/usuario/Familias"
206974-0-agenda-eventos-culturales-100.csv,50066119,Los más pequeños también plantamos,,1,0,,,2025-12-14T00:00:00Z,2025-12-14T23:59:00Z,11:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=938d60481da79910VgnVCM100000891ecb1aRCRD,Los más pequeños también plantamos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=796b8193c73c4210VgnVCM1000000b205a0aRCRD,Centro de Información y Educación Ambiental de El Huerto de El Retiro,1,PASEO FERNAN NUÑEZ 2,RETIRO,LOS JERONIMOS,28009,,"/usuario/Niños,/usuario/Familias"
206974-0-agenda-eventos-culturales-100.csv,12734870,Los más pequeños también plantamos,,1,0,,,2025-10-12T00:00:00Z,2025-10-12T23:59:00Z,11:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=619e0b57897d5910VgnVCM1000001d4a900aRCRD,Los más pequeños también plantamos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=796b8193c73c4210VgnVCM1000000b205a0aRCRD,Centro de Información y Educación Ambiental de El Huerto de El Retiro,1,PASEO FERNAN NUÑEZ 2,RETIRO,LOS JERONIMOS,28009,,"/usuario/Niños,/usuario/Familias"
206974-0-agenda-eventos-culturales-100.csv,12345389,Los misterios ambientales de la calle Bailén,,1,0,,,2025-10-02T00:00:00Z,2025-10-02T23:59:00Z,10:00,"Itinerario guiado en el que se interpretará el espacio comprendido entre el actual parque de la Cornisa y la plaza de Oriente. Durante el recorrido se mostrará la transformación verde de la calle de Bailén como laboratorio urbano a partir del derribo de diferentes edificios históricos. Actividad dirigida a público adulto.  Duración estimada: aproximadamente dos horas y media.     Necesaria inscripción previa  Para más información y reservas de esta actividad, la forma de contacto es a través de:  Correo electrónico: proambiental@madrid.es  Teléfono: 91 547 84 73 Horario de atención telefónica: de lunes a viernes, de 10:00 a 13:00 horas.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=06e359067b1de810VgnVCM1000001d4a900aRCRD,Entre historias y jardines,,,,,,,,/contenido/actividades/ExcursionesItinerariosVisitas,
206974-0-agenda-eventos-culturales-100.csv,50045636,Los paseantes: rutas para redescubrir Madrid,,0,0,,,2023-06-02T00:00:00Z,2025-12-30T23:59:00Z,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=85ee0a51e1e29910VgnVCM200000f921e388RCRD,Los paseantes: rutas para redescubrir Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3c0f13cd18a0810VgnVCM1000001d4a900aRCRD,Espacio Cultural Serrería Belga,1,CALLE ALAMEDA 15,CENTRO,CORTES,28014,/contenido/actividades/RecitalesPresentacionesActosLiterarios,/usuario/Familias
206974-0-agenda-eventos-culturales-100.csv,50070497,Los sueños de acuarela,,1,0,,,2025-10-18T00:00:00Z,2025-10-18T23:59:00Z,18:00,"Representación teatral a cargo de la Compañía Infantil Balance  SINOPSIS: La famosa payasa ACUARELA va a actuar en la ciudad, pero en esta ocasión está un poquito triste ? quiere dejar el mundo del circo para hacer algo que siempre la ha emocionado: ' AYUDAR A LA GENTE'. TREBOL, su compañero de escena, pensarán opciones para quepueda cumplir su sueño: ¿conseguirá ser la mejor bombera de la ciudad? 'HAGAS LO QUE HAGAS, SE FELIZ ' Para niños de 3 a 80 años ¡¡¡¡ Ven a divertirte con la familia!!!",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c9995d160599910VgnVCM200000f921e388RCRD,Actividades en el Centro Sociocultural Maestro Alonso,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=783f1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Maestro Alonso (Salamanca),1,CALLE MAESTRO ALONSO 6,SALAMANCA,FUENTE DEL BERRO,28028,/contenido/actividades/TeatroPerformance,/usuario/Niños
206974-0-agenda-eventos-culturales-100.csv,12741845,Los Viajes de Agua de Madrid. Visita a las galerías de Agua de Amaniel,,1,0,,,2025-10-12T00:00:00Z,2025-10-12T23:59:00Z,11:00,"En este recorrido guiado, que se inicia en la Dehesa de la Villa, conoceréis como funcionaban las antiguas infraestructuras hidráulicas del siglo XVII con las que se abastecía de agua una zona de la ciudad de Madrid, en concreto, el viaje de agua de Amaniel. Aprenderéis qué es un capirote y la función que desempeñaban y os adentraréis en las galerías subterráneas por las que discurría el agua, pudiendo observar cada uno de sus elementos. Actividad para mayores de 18 años. La visita tendrá una duración estimada de dos horas. Inscripción a través del formulario online disponible en el siguiente enlace: https://forms.gle/nT9BfXWCj1yMZCZc7",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cee7ac56e66f5910VgnVCM1000001d4a900aRCRD,Los Viajes de Agua de Madrid. Visita a las galerías de Agua de Amaniel,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a956fc79622ef010VgnVCM2000000c205a0aRCRD,Centro de Información y Educación Ambiental de Dehesa de la Villa,1,PARQUE DEHESA DE LA VILLA 0,MONCLOA-ARAVACA,,28039,,
206974-0-agenda-eventos-culturales-100.csv,50065494,Los Viajes de Agua de Madrid. Visita a las galerías de Agua de Amaniel,,1,0,,,2025-12-27T00:00:00Z,2025-12-27T23:59:00Z,11:00,"En este recorrido guiado, que se inicia en la Dehesa de la Villa, conoceréis como funcionaban las antiguas infraestructuras hidráulicas del siglo XVII con las que se abastecía de agua una zona de la ciudad de Madrid, en concreto, el viaje de agua de Amaniel. Aprenderéis qué es un capirote y la función que desempeñaban y os adentraréis en las galerías subterráneas por las que discurría el agua, pudiendo observar cada uno de sus elementos. Actividad para mayores de 18 años. La visita tendrá una duración estimada de dos horas.  Inscripción online a través del formulario disponible en el siguiente enlace: https://forms.gle/w24mXHD1UGAdEUVn6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c91ba2f4f3679910VgnVCM100000891ecb1aRCRD,Los Viajes de Agua de Madrid. Visita a las galerías de Agua de Amaniel,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a956fc79622ef010VgnVCM2000000c205a0aRCRD,Centro de Información y Educación Ambiental de Dehesa de la Villa,1,PARQUE DEHESA DE LA VILLA 0,MONCLOA-ARAVACA,,28039,,
206974-0-agenda-eventos-culturales-100.csv,50070480,Luces de bohemia,,1,0,,,2025-10-13T00:00:00Z,2025-10-13T23:59:00Z,11:30,Representación teatral organizada por el Grupo de Teatro del Centro Municipal de Mayores 'Maestro Alonso',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8d94af8f3f499910VgnVCM200000f921e388RCRD,Actividades en el Centro Sociocultural Maestro Alonso,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=783f1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Maestro Alonso (Salamanca),1,CALLE MAESTRO ALONSO 6,SALAMANCA,FUENTE DEL BERRO,28028,/contenido/actividades/TeatroPerformance,
206974-0-agenda-eventos-culturales-100.csv,50002545,Lucía Montes y Mado Dallery,Desde 18 euros,0,1,"V,S",,2025-12-12T00:00:00Z,2025-12-13T23:59:00Z,20:00,"La compañía Lucía Montes y Mado Dallery presenta en Centro Danza Matadero el estreno de su nueva creación de sala: IM/PASIBLES. Pieza para tres intérpretes, toma como eje de inspiración la necesidad de transformación de una sociedad sumida en la apatía, la violencia, la indiferencia y la tensión. La pieza propone un viaje lleno de fuerza y poesía desde el encierro individual a la búsqueda de autodeterminación y conexión con el otro.  En este marco los cuerpos se presentan conviviendo entre sus extremos y límites utilizando el riesgo como eje fundamental para la posibilidad de cambio.  El movimiento propuesto sigue la estela de anteriores obras, continuando una investigación física profunda con una mezcla de influencias artísticas de ambas directoras y llevando la búsqueda hacia un universo personal en desarrollo. Palabras como corporeidad, límite, riesgo, sensibilidad y compromiso son bases de su trabajo como creadoras.  Destacan aquí la colaboración junto al compositor musical Aire, con el cual comienzan a trabajar desde su primera pieza IN-SIDE en 2021, logrando un desarrollo artístico y profundización en el lenguaje común haciendo del espacio sonoro un elemento expresivo totalmente imprescindible. Olga García se encuentra a cargo del diseño de iluminación abriendo paso a una nueva colaboración que enmarca el espacio-tiempo de la obra. Vestuario, escenografía y dramaturgia también se incorporan en ella desde los cimientos y Beatriz de Paz se une al binomio como intérprete formando una triada con nuevas posibilidades aportando su energía y universo personal a la obra.  En IM/PASIBLES anhelamos la vuelta al presente, a los sentidos, a la vulnerabilidad y el riesgo que ello conlleva en la rutina apática, tensa y superficial en la que estamos envueltos en la actualidad. Estreno absoluto. Espectáculo incluido en los Abonos Descubre danza  ,   Contemporáneo  y  Nuevos creadores .",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=135b920fbdee7910VgnVCM200000f921e388RCRD,Nuevos creadores,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b09c47ca9572910VgnVCM1000001d4a900aRCRD,Centro Danza Matadero - CDM,1,PASEO CHOPERA 14,ARGANZUELA,CHOPERA,28045,/contenido/actividades/DanzaBaile,
