test-ins - Madrid Innova;;;;;;;;;
Evento;Espacio;Tipo;Fecha;Hora Inicio;Hora Fin;Ponente;Dirigido a;inscritos;Descripción
Modo e-Health ON: presentación final de proyectos y retos;iLAB;Presentación de producto;18-12-2023;09:00;14:00;D.G. de Economía y Fundación Universidad - Empresa (FUE);Emprendedores;0;
AI REDGIO 5.0 Open Call Info session – Transformación digital de la Industria 5.0 (online / en inglés);Aravaca Innovation Lab;Taller;14-12-2023;09:00;10:00;AI REDGIO 5.0 Team;Empresas;5;El proyecto europeo AI REDGIO 5.0 tiene como objetivo mejorar soluciones, productos y/o procesos actuales dentro del sector manufacturero. A través de la open call, objeto de la sesión informativa, el proyecto financia hasta 60.000 € experimentos centrados en la implementación de Inteligencia Artificial en los sistemas Edge e Industry 5.0. Si eres una pyme manufacturera, no puedes desaprovechar esta oportunidad para financiar tu proyecto.
Consulta Pública al Mercado (CPM);iLAB;Conferencia;12-12-2023;16:00;18:00;Área de Gobierno de Urbanismo, Medio Ambiente y Movilidad del Ayuntamiento de Madrid;Desarrolladores;70;
Foro Global de Expertos TuComex 2023;iLAB;Taller;12-12-2023;11:00;13:00;TuComex;Empresas;0;
WebinAIL ACTIVA Ciberseguridad;Aravaca Innovation Lab;Conferencia;04-12-2023;17:30;18:30;Jean Pierre Inchaustegui;Empresas;0;Activa Ciberseguridad es un programa de asesoramiento especializado y personalizado, realizado por consultoras especializadas y con experiencia en implantación de proyectos de ciberseguridad, que se realiza con la metodología desarrollada por la Secretaría General de Industria y de la PYME. Este es un programa orientado a todo tipo de pymes, en especial aquellas que deseen mejorar o potenciar sus procesos de ciberseguridad. No te pierdas esta oportunidad para conocer este programa dirigido a empresas.
Estrategias anti-burnout para emprendedores;iLAB;Formación;30-11-2023;18:30;19:30;Nash Vázquez, emprendedora y advisor de CEOs y Altos Directivos para mejorar su bienestar holístico;Emprendedores;23;
DEMO DAY: Emprendimiento en igualdad;iLAB;Taller;30-11-2023;10:00;12:00;;Emprendedores;0;
WebinAIL – Cascade funding: maximiza la financiación europea;Aravaca Innovation Lab;Taller;28-11-2023;18:00;19:00;Francisco Aranda, Experto en financiación europea;Emprendedores;12;¿Te gustaría aprovechar al máximo las oportunidades de financiación europea para tus proyectos de innovación? En este evento, te sumergirás en el mundo de la financiación en cascada y aprenderás cómo puedes beneficiarte de esta forma sencilla de impulsar tu proyecto. Nuestro experto en financiación europea compartirá valiosos conocimientos sobre los diferentes programas de financiación europeos, cómo identificar oportunidades, y preparar tu solicitud con éxito.
Innova Table Talk: ¿Puede la tecnología favorecer la salud mental?;iLAB;Conferencia;28-11-2023;12:00;13:00;"Diego Verhamme, CEO y cofundador de Emotions; Paola García (MSC) y David Martín-Corral (Phd) CEO y CTO, ambos cofundadores de StressTech; Rob Cecilio (MSc) CEO y cofundador de Dendron Neurotechnologies; y David Garrido, CEO y cofundador de Ualibi";Emprendedores;36;
Innovation Leaders Madrid 2023;iLAB;Taller;27-11-2023;17:30;20:45;;Emprendedores;77;Encuentro de diálogo, knowledge sharing y networking organizado por Hunger4innovation, Cepsa y Madrid Innovation en el que invitamos a acudir y disfrutar a los responsables de las compañías líderes que apuestan firmemente por la innovación, el desarrollo sostenible y el talento.   El encuentro se desarrollará el lunes 27 de noviembre desde las 17:30 a 20:45 pm en el Madrid International Lab (C. de Bailén 41, 28005, Madrid).   La apertura de la jornada será a cargo del concejal de Innovación y Emprendimiento, Ángel Niño, y contará con una charla inspiracional seguida por dos mesas redondas en las que los líderes de las entidades participantes dialogarán y compartirán conocimiento sobre retos y oportunidades en torno a dos temas de gran interés:           Mesa redonda 1: “SANDBOX”: Experimentación en las ciudades.         Mesa redonda 2: “Innovación para la sostenibilidad”.       Al finalizar la jornada se podrá disfrutar de un cóctel y tiempo para el networking.   Debido a la disponibilidad de plazas limitadas, tras la solicitud de inscripción se enviará un correo confirmando la misma.   ¡Te esperamos! FORMULARIO DE INSCRIPCIÓN:
Taller de emprendimiento en Economía Social: ventajas y ayudas;iLAB;Taller;23-11-2023;12:00;13:00;Ana Fernández de Casadevante, Responsable de proyectos de FECOMA;Emprendedores;0;
Emprender en Luxemburgo: oportunidades en el corazón de Europa;iLAB;Conferencia;23-11-2023;11:00;14:00;;Empresas;0;Este encuentro tiene como objetivo presentar y promover las herramientas y estrategias de Luxemburgo en su apoyo al emprendimiento. Con un foco especial en la internacionalización de proyectos y la consolidación de redes internacionales de colaboración. Agenda del evento 11.00 horas: BIENVENIDA. Christian Biever, embajador de Luxemburgo en España. 11.05 horas: INNOVAR EN LUXEMBURGO. Sasha Baillie, CEO de Luxinnovation. 11.15 horas: LUXINNOVATION: ESTRATEGIA Y PROGRAMAS. Isabel Holgera-Vera, startup advisor en Luxinnovation. 11.30 horas: ECOSISTEMAS Y MODELOS DE EMPRENDIMIENTO. REDES INTERNACIONALES. (Mesa redonda)  Luxinnovation. La Nave. Polo Nacional de Contenidos Digitales. APTE.  12.15 horas: UNA IDEA ESPAÑOLA ACELERADA Y CONSOLIDADA EN LUXEMBURGO. (Fireside chat)  Alfonso García, fundador y CEO de Yotako.  12.30: Cocktail y networking.
EVENTOS EMPRENDEDORES 12ª Edición;iLAB;Taller;23-11-2023;17:00;20:30;;Emprendedores;0;En esta 12ª edición de Eventos Emprendedores podrás conocer a gente de diferentes startups, todas ellas levantando inversión para sacar adelante sus proyectos. Entre los asistentes e invitados hay expertos analistas de Startups, mentores, VCs, Business Angels, fondos de inversión y emprendedores con ganas de crecer. Nuestros eventos tienen como objetivo: 1- Que las Empresas o Startups tengan la oportunidad de presentar para impulsar y dar a conocer su proyecto. 2- Crear comunidad entre los emprendedores y emprendedoras de Madrid y aumentar su lista de contactos. 3- Aprender y conocer a profesionales de diferentes campos y compartir conocimiento. El evento consta de tres partes: Ponencia, Elevator Pitch y Networking. L as Startups tendrán 8 minutos para explicar su proyecto (trayectoria, objetivos, MVP...) Al terminar los pitches y las ponencias, el público podrá formular preguntas. Las Startups participantes son: - Hodefy: Anthony Perez - Ubicuity: Victor Moran - La Formula: Kike - Cosiris: David - Bambai: John Correa   ??INSCRÍBETE??
Certificación de las startups, financiación y optimización a la I+D+i;iLAB;Taller;22-11-2023;11:00;12:30;Ibon Ausin Perez, consultor Aliot Innovación;Emprendedores;10;Si estás pensando en certificar vuestras startups, pero no sabes cómo, esta sesión online es para ti ??   Junto a Aliot Innovación, consultora experta en financiación de proyectos I+D+i, aprenderás:    ?? Cómo obtener vuestra certificación de startups y qué beneficios te puede aportar.   ?? Cuáles son las principales ayudas para startups y proyectos I+D+i a las que puedes postular, sus requisitos y qué subvenciones encajan mejor con tu proyecto.        ¡Inscríbete y aprovecha esta sesión gratuita para resolver todas tus dudas! ??????
The Participatory Group;iLAB;Taller;22-11-2023;16:00;18:00;The Participatory Group;Empresas;0;The Participatory Group es una comunidad de práctica impulsada por la Dirección General de Participación Ciudadana del Ayuntamiento de Madrid, como una de sus estrategias de innovación en materia de participación ciudadana. Más información sobre esta comunidad en el siguiente enlace:  https://decide.madrid.es/innovacion   Esta comunidad, abierta a gobiernos locales, regionales, instituciones o universidades de todo el mundo, cuenta actualmente con 73 miembros y colaboradores (detalle de los miembros: miembros | The Participatory Group)
DRG4Food Open Call Info session - Financiación para el sector alimentario (online/en inglés);Aravaca Innovation Lab;Taller;21-11-2023;10:30;12:00;DRG4FOOD Team;Emprendedores;0;El proyecto europeo DRG4FOOD tiene como objetivo mejorar la confianza en el sistema alimentario gracias a soluciones digitales basadas en datos y alineadas con Objetivos de Responsabilidad Digital. A través de la open call, objeto de la sesión informativa, el proyecto financia hasta 300.000 € tu proyecto innovador. Además, se ofrece soporte técnico consistente en herramientas tecnológicas, formación personalizada, tutorías, y networking. Si eres una pyme, startup o investigador del sector agroalimentario, no puedes desaprovechar esta oportunidad para financiar tu proyecto.
III ÁGORA UE-LATAM;iLAB;Conferencia;21-11-2023;11:00;13:30;Repensar Iberoamérica;Empresas;0;Las empresas latinoamericanas siguen eligiendo España como el principal mercado para su internacionalización en Europa.   Con 39 proyectos de inversión alcanzados al cierre del 2022 y un volumen de 1,101 millones de euros procedentes de la región -según el Informe Global LATAM 2022– España no solo absorbe la apuesta del capital inversor de las empresas multilatinas, sino que con cada vez más fuerza, España y sobre todo Madrid, está siendo elegida por cientos de pymes, startups y emprendedores de América Latina, que ven en esta ciudad el escenario ideal para iniciar su actividad dentro de Europa.   Un aterrizaje que no solo contribuye al capital social de una ciudad innovadora y multicultural, sino que facilita la activación de nuevas conexiones en el ámbito empresarial a ambos lados del Atlántico.   A pesar de ser un contexto atractivo, los retos para el talento migrante emprendedor y empresarial en España, no está exento de desafíos y nuevas necesidades, que pone contra las cuerdas el éxito y sostenibilidad de estos proyectos.    III ÁGORA UE-LATAM: “Empresas, inversión y emprendimiento latinoamericano en España. El potencial de nuevos actores en el actual contexto iberoamericano.“   En esta III Ágora, Repensemos Iberoamérica invitará a los asistentes, a reflexionar sobre los retos, oportunidades y áreas de incidencia relacionados con el emprendimiento, la inversión y el desarrollo empresarial latinoamericano en España, con la mirada puesta en el potencial, que hoy representa, un colectivo pujante y dinamizador para la integración iberoamericana.   Programa   Bloque I: Emprendimiento y desarrollo empresarial latinoamericano en España. Un colectivo en auge, un nuevo ciclo económico iberoamericano y retos a los que enfrentarse.   Bloque II: Hablemos del asociacionismo empresarial. Representación, relaciones y crecimiento.
Pacto Activando PYMES x CLIMA y RESILIENCIA;iLAB;Conferencia;17-11-2023;10:00;12:30;Climate Strategy & Partners;Empresas;0;
Experiencias en toma de decisiones a través de Geo-soluciones Libres y Abiertas;iLAB;Taller;17-11-2023;19:00;20:30;Miguel Sevilla-Callejo, Alberto Lazarlo, Ariel Anthieni;Emprendedores;0;
CharlAIL – Todo lo que un emprendedor debe saber sobre Innovación y Emprendimiento;Aravaca Innovation Lab;Conferencia;16-11-2023;18:00;19:30;Raúl Mata Jiménez, Co-fundador-Formador Boost Sales 4U;Emprendedores;8;¿Sabrías qué cosas necesita conocer una startup para lanzar su proyecto de manera rápida y correcta desde el punto de vista de la Innovación y el Emprendimiento? La respuesta es más fácil de lo que parece y te la damos en una masterclass en Aravaca Innovation Lab. Gracias a sus más de 20 años de experiencia en el mundo de la innovación y el emprendimiento, Raúl Mata nos dará las pautas para lanzar con éxito tu proyecto y montar una empresa.
Secretos para hacer del mantenimiento web tu mejor negocio;iLAB;Taller;16-11-2023;18:30;20:30;;Emprendedores;0;
Horizonte Europa: Programa marco de investigación e innovación de la UE;Aravaca Innovation Lab;Formación;14-11-2023;18:00;19:00;Silvia De la Maza;Empresas;0;Horizonte Europa es el programa marco de investigación e innovación (I+I) de la Unión Europea (UE) para el período 2021 -2027. El Programa Horizonte Europa, como su predecesor Horizonte 2020, será el instrumento fundamental para llevar a cabo las políticas de I+D+I de la UE. El objetivo general del programa es alcanzar un impacto científico, tecnológico, económico y social de las inversiones de la UE en I+I, fortaleciendo de esta manera sus bases científicas y tecnológicas y fomentando la competitividad de todos los Estados Miembros (EEMM). Si quieres saber cómo financiar tu proyecto de innovación a través de este programa... ¡Inscríbete!
Impulsing Financia 2023;iLAB;Conferencia;14-11-2023;09:30;14:00;;Emprendedores;0;
DGHack4STEM- Digital Games Hackathon for STEM Careers;Aravaca Innovation Lab;Taller;11-11-2023;10:00;15:00;Aravaca Innovation Lab;Estudiantes;0;El Hackathon de Educación Digital de la Comisión Europea, DGHack4STEM tiene como objetivo contribuir al logro de una educación inclusiva, equitativa y de calidad y a la promoción de oportunidades de aprendizaje permanente (ODS 4 de las Naciones Unidas). ¿Tienes al menos 15 años? ¿Tienes un ordenador portátil? ¿Quieres divertirte mientras desarrollas un juego digital? Si tu respuesta a estas tres preguntas es SÍ... ¡Inscríbete! Queremos hacer del DigiEduHack un evento inolvidable, lleno de actividades y en el que podamos divertirnos y aprender a través del desarrollo de juegos digitales. Te animamos a formar un equipo de unas 4-5 personas con diferente experiencia y conocimiento, pero si no cuentas con un equipo también podemos ayudarte para que no te pierdas esta oportunidad única. Desarrollaremos soluciones digitales y juegos sencillos y pedagógicos, con el objetivo de fomentar las carreras STEM y mostrar su aspecto más atractivo e interactivo. Además, ¡no faltará comida y bebida! AGENDA  11/11/2023 10:00h a 10:30h Bienvenida informal 10:30h a 11:30h Sesión de prototipado 11:30h a 12:30h Fun session y desayuno 12:30h a 14:00h Finalización de la solución 14:00h a 15:00h Comida y despedida Amplía la información aquí
DGHack4STEM- Digital Games Hackathon for STEM Careers;Aravaca Innovation Lab;Taller;10-11-2023;15:00;20:00;Aravaca Innovation Lab;Estudiantes;0;El Hackathon de Educación Digital de la Comisión Europea, DGHack4STEM tiene como objetivo contribuir al logro de una educación inclusiva, equitativa y de calidad y a la promoción de oportunidades de aprendizaje permanente (ODS 4 de las Naciones Unidas). ¿Tienes al menos 15 años? ¿Tienes un ordenador portátil? ¿Quieres divertirte mientras desarrollas un juego digital? Si tu respuesta a estas tres preguntas es SÍ... ¡Inscríbete! Queremos hacer del DigiEduHack un evento inolvidable, lleno de actividades y en el que podamos divertirnos y aprender a través del desarrollo de juegos digitales. Te animamos a formar un equipo de unas 4-5 personas con diferente experiencia y conocimiento, pero si no cuentas con un equipo también podemos ayudarte para que no te pierdas esta oportunidad única. Desarrollaremos soluciones digitales y juegos sencillos y pedagógicos, con el objetivo de fomentar las carreras STEM y mostrar su aspecto más atractivo e interactivo. Además, ¡no faltará comida y bebida! AGENDA  10/11/2023 16:00h a 16:30h Sesión de apertura 16:30h a 17:00h Formación de equipos 17:00h a 17:30h Challenge workshop 17:30h a 20:00h Fase de ideación Amplía la información aquí
X2.0 Open Call Info session - Financiación para proyectos de smart cities (online / en inglés);Aravaca Innovation Lab;Taller;09-11-2023;10:00;11:00;X2.0 Team;Emprendedores;0;El proyecto europeo X2.0 consta de un programa de crecimiento de 5 meses para el diseño y desarrollo de soluciones deep tech en el área de ciudades inteligentes y sostenibilidad. A través de la open call, objeto de la sesión informativa, el proyecto proporciona vouchers de innovación de hasta 30.000 € para servicios de escalado, mentoría y asistencia a eventos. Además, los beneficiarios recibirán soporte técnico (matchmaking, asesoramiento para la obtención de financiación, entre otros). Si eres una pyme o startup, no puedes desaprovechar esta oportunidad para financiar tu proyecto.
CORTEX2 Open Call Info session - Financiación para proyectos de tecnologías inmersivas (online/en inglés);Aravaca Innovation Lab;Taller;08-11-2023;14:00;15:00;CORTEX2 Team;Empresas;0;El proyecto europeo CORTEX2 tiene como objetivo impulsar el desarrollo de un workplace abierto y digital para experiencias de tecnologías inmersivas. A través de la open call, objeto de la sesión informativa, el proyecto financia el co-desarrollo y la realización de casos de uso de tecnologías de realidad virtual, mixta, aumentada y extendida. Además, a las soluciones seleccionadas se les asignará un mentor que dará apoyo en la ejecución y asesorará en materia de explotación y comercialización. Si eres una pyme, startup o centro de investigación, no puedes desaprovechar esta oportunidad para financiar tu proyecto.
TrialsNet Open Call Info session - Financiación para proyectos 5G / 6G (online/en inglés);Aravaca Innovation Lab;Taller;07-11-2023;11:00;12:30;Trialsnet Open Call Team;Empresas;0;El proyecto europeo TrialsNet tiene como objetivo la realización de pruebas a gran escala de aplicaciones 5G/6G innovadoras basadas en diversas tecnologías. A través de la open call, objeto de la sesión informativa, el proyecto financia la realización de ensayos a gran escala más allá del 5G a través de casos de uso verticales diversificados y heterogéneos que cubran sectores industriales y sociales clave como turismo, salud, movilidad, seguridad, entre otros. Si eres una pyme, startup o centro de investigación, no puedes desaprovechar esta oportunidad para financiar tu proyecto.
Franquicias Tecnológicas: Impulsando Startups;iLAB;Formación;07-11-2023;11:00;12:00;Gonzalo Juliani, Consultor Independiente especializado en Gestión y Desarrollo de Franquicias;Emprendedores;12;
AIL Train: Aprende a buscar ayudas para tu proyecto innovador;Aravaca Innovation Lab;Taller;06-11-2023;18:00;19:00;Candelaria García;Empresas;1;Descubre herramientas para la financiación de tu proyecto innovador que te permitan aprovechar las oportunidades que ofrecen los programas europeos, estatales y regionales. Este taller ofrece una visión panorámica sobre las oportunidades de financiación existentes, haciendo un recorrido a través de los distintos programas de ayuda a nivel europeo, estatal y regional. Se compartirá una metodología exitosa para la monitorización y selección de convocatorias de interés para los participantes. Se realizarán búsquedas prácticas de convocatorias y se aportarán consejos y recursos materiales orientados a la búsqueda de financiación para proyectos innovadores. En definitiva, los asistentes estarán preparados para identificar las convocatorias de ayuda que mejor encajan con sus proyectos.
Martes de Design Thinking;iLAB;Taller;31-10-2023;18:30;20:30;Design Thinking;Emprendedores;0;
Sesión informativa DGHack4STEM: Hackathon de juegos digitales para carreras STEM;Aravaca Innovation Lab;Conferencia;30-10-2023;17:30;18:30;Jean Pierre Inchaustegui, Consultor en Aravaca Innovation Lab;Estudiantes;3;Buscamos a personas interesadas en desarrollar juegos y soluciones digitales para promover carreras STEM. Durante el webinar, se proporcionará una introducción a la iniciativa DigiEduHack de la Comisión Europea. Además, os daremos información sobre cómo se llevará a cabo el hackathon y cómo podéis participar en la iniciativa. DGHack4STEM tiene como objetivo contribuir al logro de una educación inclusiva, equitativa y de calidad y a la promoción de oportunidades de aprendizaje permanente (Objetivo de Desarrollo Sostenible número 4 de las Naciones Unidas). Desde la década de los 2000, los juegos digitales son conocidos como uno de los mejores promotores de la educación digital. Tes esperamos!
WebinAIL - Revolucionando el Marketing: ¡Desata el poder de la Inteligencia Artificial!;Aravaca Innovation Lab;Conferencia;26-10-2023;17:00;18:00;Igor Suarez, CIDIHUB;Empresas;0;Descubre cómo la Inteligencia Artificial está revolucionando el marketing: automatización, personalización, análisis de datos y casos de éxito te esperan para desatar el poder de la IA en tu estrategia. Este webinar titulado 'Revolucionando el Marketing: ¡Desata el poder de la Inteligencia Artificial!', explorará cómo la IA está transformando el marketing. Abordaremos temas como automatización, personalización, optimización de publicidad, análisis de datos, chatbots y más. Presentaremos casos de éxito y proporcionaremos consejos para integrar la IA en estrategias de marketing. Al final, las personas asistentes estarán preparadas para aprovechar la IA y mantenerse competitivos en el mundo empresarial digital. ¡Acompáñanos!
Madrid AI #Oct23: Charlas IA + Networking;iLAB;Conferencia;26-10-2023;18:30;;SPAIN AI;Emprendedores;0;
Cómo poner precios en el 2023 - edición SaaS;iLAB;Taller;25-10-2023;18:00;19:00;José Pedro Moro Jiménez mentor y advisor de startups, profesor asociado en la UC3M y experto en pricing, transformación digital e innovación;Emprendedores;0;
Horizonte Europa: el programa marco europeo de investigación e innovación;Aravaca Innovation Lab;Formación;19-10-2023;18:00;19:00;Silvia De la Maza;Empresas;5;Horizonte Europa es el programa marco de investigación e innovación (I+I) de la Unión Europea (UE) para el período 2021 -2027. El Programa Horizonte Europa, como su predecesor Horizonte 2020, será el instrumento fundamental para llevar a cabo las políticas de I+D+I de la UE. El objetivo general del programa es alcanzar un impacto científico, tecnológico, económico y social de las inversiones de la UE en I+I, fortaleciendo de esta manera sus bases científicas y tecnológicas y fomentando la competitividad de todos los Estados Miembros (EEMM). Si quieres saber cómo financiar tu proyecto de innovación a través de este programa... ¡Inscríbete!
NudgeFest - Madrid se convierte en la capital del Behavioral Science;iLAB;Conferencia;19-10-2023;19:00;21:00;Behavioral Design, Woko y El Ministerio del Comportamiento.;Emprendedores;0;
Optimización UX/UI para startups;Puerta innovación;Taller;18-10-2023;18:30;19:30;Álvaro Gómez, UX/UI Designer;Emprendedores;7;
Cómo conseguir Financiación Pública para Startups;iLAB;Taller;17-10-2023;18:00;20:30;Eventos Emprendedores;Emprendedores;0;
DigiEduHack: El Hackathon digital de la Comisión Europea llega a Aravaca Innovation Lab;Aravaca Innovation Lab;Conferencia;10-10-2023;13:00;14:00;Jean Pierre Inchaustegui, Consultor en Aravaca Innovation Lab;Estudiantes;4;Buscamos a personas interesadas en desarrollar juegos y soluciones digitales para promover carreras STEM. Durante el webinar, se proporcionará una introducción a la iniciativa DigiEduHack de la Comisión Europea. Además, os daremos información sobre cómo se llevará a cabo el hackathon y cómo podéis participar en la iniciativa. DGHack4STEM tiene como objetivo contribuir al logro de una educación inclusiva, equitativa y de calidad y a la promoción de oportunidades de aprendizaje permanente (Objetivo de Desarrollo Sostenible número 4 de las Naciones Unidas). Desde la década de los 2000, los juegos digitales son conocidos como uno de los mejores promotores de la educación digital. Tes esperamos!
JoomlaDay™ ES;iLAB;Conferencia;06-10-2023;09:00;21:00;Comunidad Joomla;Emprendedores;0;
Programa LIFE: innovación para el medio ambiente y la acción por el clima - WebinAIL;Aravaca Innovation Lab;Conferencia;05-10-2023;13:00;14:00;Oscar Rey, RTD Project Manager CARSA;Empresas;0;El Programa LIFE es el único programa de financiación europea dedicado, de forma exclusiva, al medio ambiente y a la acción por el clima. Más de 900 proyectos LIFE se han ejecutado en España desde 1992, con un presupuesto total de 1.555 M€ y una contribución de la UE de 781 M€. Óscar Rey, experto en el Programa LIFE de CARSA, nos dará las claves de este programa, analizando las convocatorias de financiación y cuáles son los factores clave para que tu proyecto sea aprobado. ¿Tienes algún proyecto sobre medio ambiente, sostenibilidad o economía circular? ¡Apúntate!
JoomlaDay™ ES;iLAB;Taller;05-10-2023;09:00;21:00;Comunidad Joomla;Emprendedores;0;
Inauguración | Puentes de Talento;iLAB;Conferencia;02-10-2023;11:00;;Ayuntamiento de Madrid;Emprendedores;0;
Fundamentos de los espacios de datos;Aravaca Innovation Lab;Formación;28-09-2023;10:00;11:00;Víctor de la Hoz, Product Developer en SQS;Empresas;2;Este curso,  impartido por Víctor de la Hoz, proporciona a los participantes una sólida introducción a los International Data Spaces (IDS). Durante el curso, los asistentes explorarán los fundamentos de los IDS, incluyendo su arquitectura, estándares y protocolos utilizados, así como los desafíos y oportunidades asociados con la gestión y gobernanza de datos a nivel internacional. Mediante ejemplos prácticos y estudios de casos, los participantes comprenderán cómo los IDS facilitan la interoperabilidad y la colaboración segura entre diferentes organizaciones y sectores. Al finalizar el curso, los asistentes estarán familiarizados con los principios básicos de los IDS y podrán aplicarlos en proyectos y entornos de trabajo relevantes.
Blockchain y criptografía para implementar la integridad de los datos en la era digital;Puerta innovación;Formación;28-09-2023;18:00;19:00;Emanuel Agnelli, CEO y cofundador de Armilis;Emprendedores;18;
CharlAIL: Inteligencia Artificial en la empresa;Aravaca Innovation Lab;Conferencia;26-09-2023;18:00;20:00;Manuel Pérez Yllán, Head of Machine Learning en Edge Engineering y profesor de aprendizaje automático en Assembler Institute of Technology.;Empresas;6;La aplicación de la Inteligencia Artificial en la empresa es ya es una realidad, pero… ¿cuáles son sus beneficios, sus riesgos y sus costes? Esta charla te ayudará a saber cómo plantear y afrontar proyectos de IA en empresas reales. Veremos los retos que supone y los cambios, en algunos casos disruptivos, que puede suponer como ventaja competitiva en diversos ámbitos: Industria, finanzas, marketing, etc. No te quedes atrás y ponte al día con lo último en IA! Te esperamos!
Neurobranding Personal: Destaca tu Marca;iLAB;Taller;26-09-2023;10:00;13:00;Erika Sánchez: Técnica de Autoempleo de la Fundación Nantik Lum, especialista en emprendimiento inclusivo, neuromarketing y neurobiología del comportamiento humano.;Emprendedores;0;
Financiación europea para los sectores cultural y creativo;Aravaca Innovation Lab;Taller;22-09-2023;13:00;14:00;Francisco Aranda , Experto en Fondos Europeos;Empresas;10;¿Eres parte de la vibrante industria cultural y creativa? ¿Buscas recursos para impulsar tus proyectos artísticos y creativos al siguiente nivel? ¡Tenemos noticias para ti! En un mundo cada vez más conectado y diverso, la Unión Europea ofrece una amplia gama de oportunidades de financiación para impulsar la innovación, la colaboración y el crecimiento en los sectores cultural y creativo. Durante este taller presencial, impartido por Francisco Aranda, coordinador de CARSANEXT (oficina de CARSA dedicada íntegramente a la gestión de planes, programas y proyectos financiados con fondos europeos), analizaremos los programas de financiación que apoyan proyectos innovadores de los sectores cultural y creativo y veremos cuál es el proceso de preparación de una solicitud a una convocatoria europea. No te lo pierdas!
“Las 3 palancas clave para que tu marca sea única”;Aravaca Innovation Lab;Taller;21-09-2023;18:30;20:00;Chema Maroto,  Coach Gestión del Cambio y Estrategia Empresarial en 3Monkeys Partners;Emprendedores;4;Chema es un apasionado de la gastronomía, y le gusta cocinar. Cuando sus amigos le preguntan: ¿Chema, en tu opinión, qué hace falta para que los platos salgan tan ricos? Responde: el cariño es el mejor ingrediente de todos.  ¿Y si pudieras preguntar cuáles son los elementos que más influyen para que tu marca o producto sean los más deseados? El principal impulso de una persona cuando quiere comprar algo o consumir algo, es 100% emocional.  En esta masterclass, Chema Maroto va a desvelar las 3 principales palancas para que tu empresa, negocio o producto sintonice y conecte emocionalmente con tu potencial consumidor. Tres pilares básicos para reflexionar y motivar tu estrategia empresarial mirando al futuro.  Analizaremos en una sesión participativa y abierta de no más de 90 minutos, la forma de generarlos y también como evitar sus “sombras” o contrapuntos. No pierdas esta oportunidad para conocer toda la potencialidad de tu público objetivo y llevar a tu empresa al siguiente nivel!    
SEMANA EUROPEA DE LA MOVILIDAD 2023;iLAB;Conferencia;21-09-2023;11:30;14:00;Alianza ‘El Futuro de la Movilidad’ y Connected Mobility Hub, en colaboración con EDIH Madrid Región;Emprendedores;0;
IA GENERATIVA, CASOS Y RETOS;iLAB;Taller;19-09-2023;19:00;20:30;MujeresTech, Big Onion y Spain AI Aragón;Emprendedores;0;
Madrid City Meeting: Construyendo juntas un plan de Implementación para Madrid;iLAB;Taller;18-09-2023;09:00;18:30;Porticus y SenseTribe;Empresas;0;
MEETUP WORDPRESS: SEO como herramienta para vender en varios países;iLAB;Taller;14-09-2023;18:30;;WordPress Madrid. Juan Álvaez Sempere, consultor SEO internacional.;Emprendedores;0;
Social Selling: cómo vender con tus redes sociales;iLAB;Taller;13-09-2023;10:00;13:00;;Emprendedores;0;
Aventura Asiática: Alfonso Ballesteros nos cuenta su experiencia como emprendedor en Hong Kong;Puerta innovación;Conferencia;13-09-2023;17:00;18:00;Alfonso Ballesteros, fundador y consultor senior de desarrollo de negocio en Crossbow Consulting;Emprendedores;14;
Presentación Technovation Girls y Taller de Robótica;Aravaca Innovation Lab;Taller;09-09-2023;12:00;14:00;Power To Code y embajadores de Technovation Girls Madrid;Mujeres;53;Si sientes que puedes cambiar el mundo... únete a Technovation Girls! Arrancamos la nueva temporada de Technovation Girls 2024 y nos gustaría contar contigo para que nos ayudes a inspirar a niñas y jóvenes para que se conviertan en líderes e innovadoras. Technovation Girls es un programa de emprendimiento social y tecnología para chicas ente 8 y 18 años. Las chicas, junto con sus mentores trabajan juntos para resolver problemas importantes de su comunidad usando la tecnología, desarrollando habilidades técnicas, de innovación, creatividad, trabajo en equipo y liderazgo. Es un programa gratuito. En esta sesión os contaremos qué es Technovation Girls y distintas formas de colaborar en la temporada 2024. Además, podréis participar en un taller de robótica dónde aplicaremos la programación secuencial para poder alcanzar la solución a un problema común a través de la colaboración.  Únete a Technovation Girls y ayuda a fomentar el emprendimiento y la tecnología entre las niñas!
Mesa redonda: Emprender para mejorar la salud y el bienestar de las personas;Aravaca Innovation Lab;Conferencia;08-09-2023;12:00;14:00;"Ximena Muñoz, Directora Instituto Design Thiking; Rob Cecilio, CEO Dendron Neurotechnologies; Rosa Becerril ,CEO Psiconnea y Ángeles Rodríguez ,CEO Connected Life";Emprendedores;5;En un mundo en el que la búsqueda de la salud y el bienestar se ha convertido en una prioridad fundamental, el emprendimiento emerge como una fuerza motriz capaz de generar innovación y transformación en el ámbito de la salud. En esta mesa redonda personas emprendedoras que han decidido mejorar la salud y el bienestar de las personas a través de sus proyectos innovadores, compartirán sus experiencias sobre cómo ha sido su proceso de emprendimiento, reflexionarán sobre la evolución del sector de la salud y analizarán las perspectivas y tendencias de futuro en el mismo. En ella contaremos con la participación de Instituto Design Thiking, Dendron Neurotechnologies, Psiconnea y Connected Life. ¡Te esperamos!
